uuid,model,isl,layer,K,N,cr,hit,cs,T,v256,mbpm,wpr,gpu,us_prod_nsys,us_timed_nsys,overhead,window_cyc,exact,mono,csv_pr_us,p4frac_drift_vs_9e,cyc_p1_gather_stats,frac_p1_gather_stats,us_p1_gather_stats,cyc_smem_stage,frac_smem_stage,us_smem_stage,cyc_p1b_rungs,frac_p1b_rungs,us_p1b_rungs,cyc_p2_count_admission,frac_p2_count_admission,us_p2_count_admission,cyc_p3_collect,frac_p3_collect,us_p3_collect,cyc_p4_select,frac_p4_select,us_p4_select,cyc_epilogue,frac_epilogue,us_epilogue,cyc_p4_peer_wait,frac_p4_peer_wait,us_p4_peer_wait,cyc_p4_dsmem_gather,frac_p4_dsmem_gather,us_p4_dsmem_gather,cyc_p4_minmax,frac_p4_minmax,us_p4_minmax,cyc_p4_coarse_hist,frac_p4_coarse_hist,us_p4_coarse_hist,cyc_p4_coarse_search,frac_p4_coarse_search,us_p4_coarse_search,cyc_p4_fine,frac_p4_fine,us_p4_fine,cyc_p4_scatter,frac_p4_scatter,us_p4_scatter,cyc_p4_tail,frac_p4_tail,us_p4_tail,p4share_p4_peer_wait,p4share_p4_dsmem_gather,p4share_p4_minmax,p4share_p4_coarse_hist,p4share_p4_coarse_search,p4share_p4_fine,p4share_p4_scatter,p4share_p4_tail
v32_32k_L41,v32,32k,41,2048,32783,1,0.462,1,512,True,1,False,7,15.625,15.821,0.0125,28174.0,True,True,17.34,0.0011,3630.5,0.12891,2.0143,122.0,0.00433,0.0677,1810.5,0.06429,1.0045,6536.0,0.23209,3.6264,5995.0,0.21288,3.3262,10048.0,0.35679,5.575,20.0,0.00071,0.0111,25.0,0.00089,0.0139,6.0,0.00021,0.0033,746.5,0.02651,0.4142,914.5,0.03247,0.5074,1187.5,0.04217,0.6589,2523.0,0.08959,1.3998,2586.0,0.09183,1.4348,2060.5,0.07317,1.1432,0.00249,0.0006,0.07429,0.09101,0.11818,0.25109,0.25736,0.20507
v32_32k_L42,v32,32k,42,2048,32783,1,0.516,1,512,True,1,False,0,14.601,14.712,0.0076,25981.0,True,True,17.87,0.00467,3517.5,0.13572,1.9817,122.0,0.00471,0.0687,1768.5,0.06824,0.9964,6487.5,0.25032,3.655,5960.0,0.22996,3.3578,8041.5,0.31028,4.5305,20.0,0.00077,0.0113,25.0,0.00096,0.0141,6.0,0.00023,0.0034,743.5,0.02869,0.4189,915.5,0.03532,0.5158,1182.0,0.04561,0.6659,2418.0,0.0933,1.3623,2316.0,0.08936,1.3048,441.0,0.01702,0.2485,0.00311,0.00075,0.09246,0.11385,0.14699,0.30069,0.28801,0.05484
v32_32k_L43,v32,32k,43,2048,32783,1,0.304,1,512,True,1,False,1,16.793,16.901,0.0064,29703.0,True,True,15.72,0.00424,3508.0,0.11833,1.9872,165.0,0.00557,0.0935,1838.0,0.062,1.0412,6514.5,0.21975,3.6903,6045.0,0.20391,3.4244,11554.5,0.38976,6.5454,20.0,0.00067,0.0113,25.0,0.00084,0.0142,6.0,0.0002,0.0034,848.0,0.02861,0.4804,1308.5,0.04414,0.7412,1160.0,0.03913,0.6571,2804.5,0.0946,1.5887,3197.5,0.10786,1.8113,2212.0,0.07462,1.2531,0.00216,0.00052,0.07339,0.11325,0.10039,0.24272,0.27673,0.19144
v32_32k_L44,v32,32k,44,2048,32783,1,0.593,1,512,True,1,False,2,15.25,15.477,0.0149,26957.0,True,True,17.12,0.00214,3667.0,0.13612,2.0758,164.0,0.00609,0.0928,1873.5,0.06955,1.0605,6590.0,0.24463,3.7305,6053.0,0.22469,3.4265,8571.5,0.31818,4.8521,20.0,0.00074,0.0113,25.0,0.00093,0.0142,6.0,0.00022,0.0034,762.5,0.0283,0.4316,914.0,0.03393,0.5174,1240.5,0.04605,0.7022,2575.5,0.0956,1.4579,1948.0,0.07231,1.1027,1079.0,0.04005,0.6108,0.00292,0.0007,0.08896,0.10663,0.14472,0.30047,0.22726,0.12588
v32_32k_L45,v32,32k,45,2048,32783,1,0.365,1,512,True,1,False,3,15.006,15.225,0.0146,26828.0,True,True,15.26,0.00279,3513.0,0.13137,1.9714,124.0,0.00464,0.0696,1824.5,0.06823,1.0238,6588.0,0.24636,3.697,5993.5,0.22413,3.3633,8678.0,0.32452,4.8698,20.0,0.00075,0.0112,25.0,0.00093,0.014,6.0,0.00022,0.0034,827.0,0.03093,0.4641,1044.0,0.03904,0.5859,1221.0,0.04566,0.6852,2641.5,0.09878,1.4823,2333.5,0.08726,1.3095,577.0,0.02158,0.3238,0.00288,0.00069,0.0953,0.1203,0.1407,0.30439,0.2689,0.06649
v32_32k_L46,v32,32k,46,2048,32783,1,0.191,1,512,True,1,False,4,17.64,17.833,0.011,31516.0,True,True,17.59,0.00426,3733.5,0.11843,2.089,165.0,0.00523,0.0923,1855.5,0.05886,1.0382,6582.0,0.20878,3.6828,6196.0,0.19654,3.4668,12974.0,0.41153,7.2593,20.0,0.00063,0.0112,25.0,0.00079,0.014,6.0,0.00019,0.0034,980.0,0.03109,0.5483,1852.5,0.05876,1.0365,1285.0,0.04076,0.719,3523.0,0.11175,1.9712,4433.5,0.14063,2.4807,904.5,0.02869,0.5061,0.00193,0.00046,0.07554,0.14279,0.09904,0.27154,0.34172,0.06972
v32_32k_L47,v32,32k,47,2048,32783,1,0.437,1,512,True,1,False,5,16.11,16.334,0.0139,28941.0,True,True,16.83,0.00251,3960.0,0.13621,2.1943,124.0,0.00427,0.0687,1860.0,0.06398,1.0307,6557.5,0.22555,3.6336,6071.5,0.20883,3.3643,10480.5,0.36048,5.8074,20.0,0.00069,0.0111,25.0,0.00086,0.0139,6.0,0.00021,0.0033,892.0,0.03068,0.4943,1324.0,0.04554,0.7336,1224.0,0.0421,0.6782,3061.5,0.1053,1.6964,3004.5,0.10334,1.6648,931.0,0.03202,0.5159,0.00239,0.00057,0.08511,0.12633,0.11679,0.29211,0.28668,0.08883
v32_32k_L48,v32,32k,48,2048,32783,1,0.479,1,512,True,1,False,6,14.72,14.889,0.0115,26186.0,True,True,15.52,0.00299,3542.0,0.1355,1.9946,124.0,0.00474,0.0698,1829.0,0.06997,1.0299,6428.5,0.24593,3.62,5978.5,0.22871,3.3666,8218.0,0.31438,4.6277,20.0,0.00077,0.0113,25.0,0.00096,0.0141,6.0,0.00023,0.0034,754.5,0.02886,0.4249,913.5,0.03495,0.5144,1225.0,0.04686,0.6898,2870.0,0.10979,1.6162,1572.0,0.06014,0.8852,870.0,0.03328,0.4899,0.00304,0.00073,0.09181,0.11116,0.14906,0.34923,0.19129,0.10587
v32_32k_L49,v32,32k,49,2048,32783,1,0.495,1,512,True,1,False,7,15.142,15.297,0.0102,27057.0,True,True,17.84,0.00534,3477.5,0.12926,1.9573,122.0,0.00453,0.0687,1770.5,0.06581,0.9965,6491.0,0.24128,3.6535,5990.0,0.22266,3.3715,9031.5,0.33571,5.0834,20.0,0.00074,0.0113,25.0,0.00093,0.0141,6.0,0.00022,0.0034,830.0,0.03085,0.4672,1058.5,0.03935,0.5958,1160.5,0.04314,0.6532,2668.0,0.09917,1.5017,2693.5,0.10012,1.516,597.5,0.02221,0.3363,0.00277,0.00066,0.0919,0.1172,0.12849,0.29541,0.29823,0.06616
v32_32k_L50,v32,32k,50,2048,32783,1,0.379,1,512,True,1,False,0,15.499,15.593,0.0061,27754.0,True,True,15.83,0.0053,3812.0,0.13728,2.1277,122.0,0.00439,0.0681,1776.5,0.06398,0.9916,6425.5,0.2314,3.5865,6009.0,0.2164,3.354,9602.5,0.34582,5.3598,20.0,0.00072,0.0112,25.0,0.0009,0.014,6.0,0.00022,0.0033,828.5,0.02984,0.4624,1191.0,0.04289,0.6648,1155.0,0.0416,0.6447,2778.0,0.10005,1.5506,3308.0,0.11913,1.8464,294.5,0.01061,0.1644,0.0026,0.00062,0.08628,0.12403,0.12028,0.2893,0.34449,0.03067
v32_32k_L51,v32,32k,51,2048,32783,1,0.537,1,512,True,1,False,1,15.774,15.976,0.0128,27831.5,True,True,17.43,0.00505,3637.5,0.13109,2.0678,163.0,0.00587,0.0927,1855.5,0.06687,1.0548,6589.5,0.23747,3.7458,6086.5,0.21934,3.4599,9397.0,0.33864,5.3418,20.0,0.00072,0.0114,25.0,0.0009,0.0142,6.0,0.00022,0.0034,843.0,0.03038,0.4792,1048.5,0.03779,0.596,1248.0,0.04497,0.7094,2863.0,0.10317,1.6275,2872.5,0.10352,1.6329,494.5,0.01782,0.2811,0.00266,0.00064,0.08971,0.11158,0.13281,0.30467,0.30568,0.05262
v32_32k_L52,v32,32k,52,2048,32783,1,0.634,1,512,True,1,False,2,15.91,16.153,0.0153,28238.0,True,True,17.51,0.00652,3739.5,0.13242,2.1069,165.0,0.00584,0.093,1847.5,0.06542,1.0409,6605.0,0.23389,3.7213,6075.0,0.21512,3.4227,9787.5,0.34659,5.5144,20.0,0.00071,0.0113,25.0,0.00089,0.0141,6.0,0.00021,0.0034,846.0,0.02996,0.4766,1185.5,0.04198,0.6679,1263.5,0.04474,0.7119,2952.5,0.10455,1.6635,3094.0,0.10956,1.7432,408.0,0.01445,0.2299,0.00255,0.00061,0.08644,0.12112,0.12909,0.30166,0.31612,0.04169
v32_32k_L53,v32,32k,53,2048,32783,1,0.733,1,512,True,1,False,3,14.928,15.104,0.0118,26613.5,True,True,17.69,0.0013,3773.0,0.14141,2.111,124.0,0.00465,0.0694,1811.5,0.0679,1.0135,6568.5,0.24619,3.6751,5994.5,0.22468,3.3539,8389.0,0.31442,4.6936,20.0,0.00075,0.0112,25.0,0.00094,0.014,6.0,0.00022,0.0034,749.5,0.02809,0.4193,919.0,0.03444,0.5142,1195.0,0.04479,0.6686,2596.5,0.09732,1.4527,2318.0,0.08688,1.2969,581.5,0.02179,0.3253,0.00298,0.00072,0.08934,0.10955,0.14245,0.30951,0.27631,0.06932
v32_32k_L54,v32,32k,54,2048,32783,1,0.512,1,512,True,1,False,4,15.912,16.086,0.011,28075.5,True,True,17.31,0.00558,3573.5,0.12733,2.0261,165.0,0.00588,0.0935,1854.0,0.06606,1.0512,6588.5,0.23476,3.7355,6041.5,0.21527,3.4253,9822.0,0.34998,5.5688,20.0,0.00071,0.0113,25.0,0.00089,0.0142,6.0,0.00021,0.0034,764.0,0.02722,0.4332,916.5,0.03266,0.5196,1264.0,0.04504,0.7166,2539.0,0.09047,1.4395,1887.0,0.06724,1.0699,2405.5,0.08571,1.3638,0.00255,0.00061,0.07778,0.09331,0.12869,0.2585,0.19212,0.24491
v32_32k_L55,v32,32k,55,2048,32783,1,0.468,1,512,True,1,False,5,14.888,15.012,0.0084,26461.5,True,True,17.12,0.00316,3493.5,0.13219,1.968,126.0,0.00477,0.071,1830.5,0.06926,1.0312,6619.0,0.25045,3.7287,5944.5,0.22493,3.3487,8394.5,0.31764,4.7289,20.0,0.00076,0.0113,25.0,0.00095,0.0141,6.0,0.00023,0.0034,754.0,0.02853,0.4248,921.5,0.03487,0.5191,1185.0,0.04484,0.6675,2593.0,0.09812,1.4607,1969.5,0.07452,1.1095,938.0,0.03549,0.5284,0.00298,0.00071,0.08982,0.10977,0.14116,0.30889,0.23462,0.11174
v32_32k_L56,v32,32k,56,2048,32783,1,0.653,1,512,True,1,False,6,14.878,14.768,-0.0074,25887.0,True,True,17.91,0.00805,3600.0,0.13942,2.0743,124.0,0.0048,0.0714,1844.0,0.07141,1.0625,6476.0,0.2508,3.7315,5951.5,0.23049,3.4293,7805.5,0.30229,4.4975,20.0,0.00077,0.0115,25.0,0.00097,0.0144,6.0,0.00023,0.0035,751.5,0.0291,0.433,914.5,0.03542,0.5269,1219.0,0.04721,0.7024,2427.5,0.09401,1.3987,1761.5,0.06822,1.015,683.5,0.02647,0.3938,0.0032,0.00077,0.09628,0.11716,0.15617,0.311,0.22567,0.08757
v32_32k_L57,v32,32k,57,2048,32783,1,0.65,1,512,True,1,False,7,14.673,14.811,0.0094,26171.0,True,True,16.97,0.00112,3568.5,0.1369,2.0088,122.0,0.00468,0.0687,1798.0,0.06898,1.0121,6462.5,0.24792,3.6379,5987.5,0.2297,3.3705,8108.0,0.31105,4.5641,20.0,0.00077,0.0113,25.0,0.00096,0.0141,6.0,0.00023,0.0034,751.0,0.02881,0.4228,1037.0,0.03978,0.5837,1076.0,0.04128,0.6057,2757.0,0.10577,1.552,2158.5,0.08281,1.2151,297.0,0.01139,0.1672,0.00308,0.00074,0.09262,0.1279,0.13271,0.34003,0.26622,0.03663
v32_32k_L58,v32,32k,58,2048,32783,1,0.811,1,512,True,1,False,0,17.744,17.944,0.0113,32324.0,True,True,16.51,0.00142,3728.5,0.11542,2.048,122.0,0.00378,0.067,1785.5,0.05527,0.9807,12102.5,0.37465,6.6476,5968.5,0.18476,3.2783,8576.5,0.2655,4.7109,20.0,0.00062,0.011,25.0,0.00077,0.0137,6.0,0.00019,0.0033,827.5,0.02562,0.4545,1060.5,0.03283,0.5825,1157.5,0.03583,0.6358,2546.5,0.07883,1.3987,2353.0,0.07284,1.2924,593.0,0.01836,0.3257,0.00291,0.0007,0.09648,0.12365,0.13496,0.29692,0.27435,0.06914
v32_32k_L59,v32,32k,59,2048,32783,1,0.738,1,512,True,1,False,1,15.581,15.76,0.0115,27424.0,True,True,17.64,0.0108,3711.5,0.13551,2.1113,165.0,0.00602,0.0939,1858.0,0.06784,1.0569,6214.0,0.22688,3.5349,6092.5,0.22244,3.4658,9328.5,0.34059,5.3066,20.0,0.00073,0.0114,25.0,0.00091,0.0142,6.0,0.00022,0.0034,842.5,0.03076,0.4793,1049.5,0.03832,0.597,1241.5,0.04533,0.7062,2874.0,0.10493,1.6349,2721.0,0.09934,1.5479,578.5,0.02112,0.3291,0.00268,0.00064,0.09031,0.1125,0.13309,0.30809,0.29169,0.06201
v32_32k_L60,v32,32k,60,2048,32783,1,0.819,1,512,True,1,False,2,19.253,19.393,0.0073,34593.5,True,True,16.41,0.00384,3611.0,0.10447,2.0114,165.0,0.00477,0.0919,1846.5,0.05342,1.0285,12318.5,0.3564,6.8616,6149.5,0.17792,3.4254,10453.0,0.30243,5.8225,20.0,0.00058,0.0111,25.0,0.00072,0.0139,6.0,0.00017,0.0033,851.0,0.02462,0.474,1187.5,0.03436,0.6615,1233.5,0.03569,0.6871,3053.5,0.08834,1.7009,3379.5,0.09778,1.8824,714.0,0.02066,0.3977,0.00239,0.00057,0.08141,0.1136,0.118,0.29212,0.3233,0.06831
v32_4k_L03,v32,4k,3,2048,4111,1,0.897,1,512,False,0,False,3,13.145,13.291,0.0111,23687.5,True,True,11.16,0.01079,3066.5,0.13012,1.7105,123.0,0.00522,0.0686,1747.5,0.07415,0.9748,4716.0,0.20012,2.6307,3433.5,0.1457,1.9153,10459.5,0.44384,5.8345,20.0,0.00085,0.0112,23.0,0.00098,0.0128,30.0,0.00127,0.0167,785.5,0.03333,0.4382,1575.0,0.06683,0.8786,1092.0,0.04634,0.6091,3003.5,0.12745,1.6754,3516.0,0.1492,1.9613,438.0,0.01859,0.2443,0.0022,0.00287,0.0751,0.15058,0.1044,0.28716,0.33615,0.04188
v32_4k_L04,v32,4k,4,2048,4111,1,0.806,1,512,False,0,False,4,13.99,14.422,0.0309,24580.5,True,True,11.31,0.00848,3181.0,0.12952,1.812,169.0,0.00688,0.0963,1778.0,0.07239,1.0128,4541.5,0.18491,2.587,3452.0,0.14055,1.9664,11418.5,0.46492,6.5043,20.0,0.00081,0.0114,23.0,0.00094,0.0131,30.0,0.00122,0.0171,789.5,0.03215,0.4497,1579.5,0.06431,0.8997,1144.0,0.04658,0.6517,3152.0,0.12834,1.7955,4253.5,0.17319,2.4229,445.0,0.01812,0.2535,0.00201,0.00263,0.06914,0.13833,0.10019,0.27604,0.37251,0.03897
v32_4k_L05,v32,4k,5,2048,4111,1,0.902,1,512,False,0,False,5,12.741,12.907,0.013,22821.0,True,True,10.96,0.01299,3020.5,0.13354,1.7014,123.0,0.00544,0.0693,1779.0,0.07865,1.0021,4348.0,0.19223,2.4491,3073.5,0.13588,1.7312,10255.0,0.45338,5.7763,20.0,0.00088,0.0113,23.0,0.00102,0.013,27.5,0.00122,0.0155,842.0,0.03723,0.4743,1328.0,0.05871,0.748,1204.0,0.05323,0.6782,2974.0,0.13148,1.6752,3371.0,0.14903,1.8988,470.5,0.0208,0.265,0.00224,0.00268,0.08211,0.1295,0.11741,0.29,0.32872,0.04588
v32_4k_L06,v32,4k,6,2048,4111,1,0.884,1,512,False,0,False,6,12.795,13.107,0.0244,23154.0,True,True,10.9,0.008,3104.0,0.13412,1.716,123.0,0.00531,0.068,1766.0,0.07631,0.9763,4620.0,0.19962,2.5542,3460.5,0.14952,1.9131,10050.0,0.43425,5.5561,20.0,0.00086,0.0111,23.0,0.00099,0.0127,30.0,0.0013,0.0166,783.0,0.03383,0.4329,1577.0,0.06814,0.8718,1100.0,0.04753,0.6081,2861.5,0.12364,1.582,3061.0,0.13226,1.6923,612.5,0.02647,0.3386,0.00229,0.00299,0.07791,0.15692,0.10945,0.28473,0.30458,0.06095
v32_4k_L07,v32,4k,7,2048,4111,1,0.864,1,512,False,0,False,7,12.59,12.741,0.0119,22520.5,True,True,10.95,0.00884,3041.5,0.13482,1.6974,126.0,0.00559,0.0703,1715.0,0.07602,0.9571,4409.0,0.19543,2.4605,2938.0,0.13023,1.6396,10310.5,0.45703,5.754,20.0,0.00089,0.0112,23.0,0.00102,0.0128,30.0,0.00133,0.0167,846.0,0.0375,0.4721,1324.5,0.05871,0.7392,1191.5,0.05281,0.6649,2881.0,0.1277,1.6078,2990.0,0.13254,1.6686,1020.0,0.04521,0.5692,0.00223,0.00291,0.08205,0.12846,0.11556,0.27942,0.29,0.09893
v32_4k_L08,v32,4k,8,2048,4111,1,0.876,1,512,False,0,False,0,13.067,13.246,0.0137,23566.0,True,True,10.93,0.01094,3048.0,0.13009,1.6999,126.0,0.00538,0.0703,1708.5,0.07292,0.9529,4785.0,0.20423,2.6687,3337.0,0.14243,1.8611,10405.0,0.4441,5.803,20.0,0.00085,0.0112,23.0,0.00098,0.0128,29.0,0.00124,0.0162,842.5,0.03596,0.4699,1329.0,0.05672,0.7412,1191.0,0.05083,0.6642,2866.5,0.12235,1.5987,3211.0,0.13705,1.7908,919.5,0.03925,0.5128,0.00221,0.00279,0.08097,0.12773,0.11446,0.27549,0.3086,0.08837
v32_4k_L09,v32,4k,9,2048,4111,1,0.872,1,512,False,0,False,1,10.832,11.128,0.0273,18154.5,True,True,11.11,0.01397,3184.0,0.17587,1.905,169.0,0.00933,0.1011,1778.5,0.09824,1.0641,2415.5,0.13342,1.4452,2180.0,0.12041,1.3043,8357.5,0.46163,5.0002,20.0,0.0011,0.012,23.0,0.00127,0.0138,28.5,0.00157,0.0171,720.0,0.03977,0.4308,1041.0,0.0575,0.6228,1153.5,0.06371,0.6901,2936.0,0.16217,1.7566,1937.0,0.10699,1.1589,519.5,0.02869,0.3108,0.00275,0.00341,0.08615,0.12456,0.13802,0.3513,0.23177,0.06216
v32_4k_L10,v32,4k,10,2048,4111,1,0.792,1,512,False,0,False,2,13.773,14.062,0.021,23910.0,True,True,11.6,0.00977,3100.0,0.12995,1.7897,169.0,0.00708,0.0976,1785.0,0.07483,1.0305,4545.0,0.19052,2.624,3415.0,0.14315,1.9716,10821.5,0.45363,6.2476,20.0,0.00084,0.0115,23.0,0.00096,0.0133,29.5,0.00124,0.017,787.0,0.03299,0.4544,1583.0,0.06636,0.9139,1145.0,0.048,0.661,3101.0,0.12999,1.7903,3667.5,0.15374,2.1174,485.0,0.02033,0.28,0.00213,0.00273,0.07273,0.14628,0.10581,0.28656,0.33891,0.04482
v32_4k_L11,v32,4k,11,2048,4111,1,0.853,1,512,False,0,False,3,12.55,12.857,0.0245,22670.5,True,True,10.85,0.01216,3094.5,0.13673,1.716,123.0,0.00543,0.0682,1754.5,0.07752,0.973,4349.5,0.19219,2.412,3132.5,0.13841,1.7371,10157.5,0.44882,5.6328,20.0,0.00088,0.0111,23.0,0.00102,0.0128,30.0,0.00133,0.0166,851.0,0.0376,0.4719,1329.5,0.05875,0.7373,1197.0,0.05289,0.6638,2828.0,0.12496,1.5683,3320.5,0.14672,1.8414,567.5,0.02508,0.3147,0.00226,0.00295,0.08378,0.13089,0.11784,0.27841,0.3269,0.05587
v32_4k_L12,v32,4k,12,2048,4111,1,0.833,1,512,False,0,False,4,13.571,13.873,0.0223,23534.5,True,True,11.01,0.00333,3141.5,0.13356,1.8126,169.0,0.00719,0.0975,1773.5,0.0754,1.0233,4958.0,0.21079,2.8607,3268.5,0.13896,1.8859,10190.0,0.43324,5.8794,20.0,0.00085,0.0115,23.0,0.00098,0.0133,29.5,0.00125,0.017,836.0,0.03554,0.4824,1330.5,0.05657,0.7677,1258.5,0.05351,0.7261,2955.5,0.12566,1.7053,3252.5,0.13828,1.8766,512.5,0.02179,0.2957,0.00226,0.00289,0.08204,0.13057,0.1235,0.29004,0.31919,0.05029
v32_4k_L13,v32,4k,13,2048,4111,1,0.846,1,512,False,0,False,5,13.475,13.651,0.0131,24225.0,True,True,10.96,0.01404,3068.5,0.12682,1.7089,123.0,0.00508,0.0685,1772.5,0.07326,0.9871,4323.5,0.17869,2.4078,3098.0,0.12804,1.7253,11790.5,0.48729,6.5662,20.0,0.00083,0.0111,23.0,0.00095,0.0128,29.0,0.0012,0.0162,832.0,0.03439,0.4633,1332.0,0.05505,0.7418,1217.0,0.0503,0.6778,2813.0,0.11626,1.5666,2709.0,0.11196,1.5087,2827.0,0.11684,1.5744,0.00195,0.00246,0.07057,0.11297,0.10322,0.23858,0.22976,0.23977
v32_4k_L14,v32,4k,14,2048,4111,1,0.81,1,512,False,0,False,6,13.078,13.318,0.0184,23589.5,True,True,11.1,0.0115,3179.0,0.13458,1.7601,123.0,0.00521,0.0681,1774.0,0.0751,0.9822,4086.5,0.173,2.2626,3466.0,0.14673,1.919,10972.5,0.46452,6.0751,20.0,0.00085,0.0111,23.0,0.00097,0.0127,29.5,0.00125,0.0163,783.5,0.03317,0.4338,1580.0,0.06689,0.8748,1103.0,0.0467,0.6107,3104.0,0.13141,1.7186,3942.5,0.16691,2.1828,405.0,0.01715,0.2242,0.0021,0.00269,0.07141,0.144,0.10052,0.28289,0.35931,0.03691
v32_4k_L15,v32,4k,15,2048,4111,1,0.827,1,512,False,0,False,7,13.544,13.681,0.0102,24351.5,True,True,11.04,0.01027,3006.5,0.12349,1.6726,128.0,0.00526,0.0712,1712.0,0.07032,0.9524,3893.0,0.15991,2.1657,3117.0,0.12803,1.734,12469.0,0.51217,6.9367,20.0,0.00082,0.0111,23.0,0.00094,0.0128,29.0,0.00119,0.0161,838.5,0.03444,0.4665,1329.5,0.05461,0.7396,1190.5,0.0489,0.6623,2868.5,0.11782,1.5958,3268.5,0.13425,1.8183,2918.0,0.11986,1.6233,0.00184,0.00233,0.06725,0.10662,0.09548,0.23005,0.26213,0.23402
v32_4k_L16,v32,4k,16,2048,4111,1,0.796,1,512,False,0,False,0,12.52,12.707,0.015,22440.0,True,True,11.0,0.00891,3079.5,0.13726,1.7185,126.0,0.00562,0.0703,1717.0,0.07653,0.9582,3921.5,0.17479,2.1884,3252.0,0.14495,1.8148,10319.0,0.45995,5.7585,20.0,0.00089,0.0112,23.0,0.00103,0.0128,30.0,0.00134,0.0167,784.0,0.03495,0.4375,1576.0,0.07025,0.8795,1072.5,0.0478,0.5985,2826.0,0.12596,1.577,3446.0,0.1536,1.923,564.0,0.02514,0.3147,0.00223,0.00291,0.07598,0.15273,0.10393,0.27386,0.33395,0.05466
v32_4k_L17,v32,4k,17,2048,4111,1,0.674,1,512,False,0,False,1,10.909,11.113,0.0188,18097.5,True,True,11.53,0.01291,3162.5,0.1749,1.9079,169.0,0.00935,0.102,1781.5,0.09852,1.0748,2474.0,0.13682,1.4925,2196.5,0.12147,1.3251,8278.5,0.45783,4.9943,20.0,0.00111,0.0121,23.0,0.00127,0.0139,29.0,0.0016,0.0175,715.0,0.03954,0.4313,917.5,0.05074,0.5535,1276.0,0.07057,0.7698,2531.0,0.13997,1.5269,2172.5,0.12015,1.3106,618.0,0.03418,0.3728,0.00278,0.0035,0.08637,0.11083,0.15413,0.30573,0.26243,0.07465
v32_4k_L18,v32,4k,18,2048,4111,1,0.815,1,512,False,0,False,2,14.075,14.435,0.0256,24612.5,True,True,11.42,0.01092,3164.5,0.12868,1.8112,169.0,0.00687,0.0967,1781.0,0.07242,1.0193,4836.0,0.19665,2.7678,3540.5,0.14397,2.0264,11081.5,0.4506,6.3424,20.0,0.00081,0.0114,23.0,0.00094,0.0132,30.0,0.00122,0.0172,787.5,0.03202,0.4507,1578.5,0.06419,0.9034,1147.0,0.04664,0.6565,3069.0,0.12479,1.7565,3446.0,0.14012,1.9723,1005.5,0.04089,0.5755,0.00208,0.00271,0.07106,0.14244,0.10351,0.27695,0.31097,0.09074
v32_4k_L19,v32,4k,19,2048,4111,1,0.802,1,512,False,0,False,3,12.766,13.001,0.0184,22964.5,True,True,11.28,0.01365,3053.5,0.13291,1.6968,123.0,0.00535,0.0683,1757.0,0.07648,0.9763,4160.0,0.18108,2.3117,3399.0,0.14795,1.8888,10461.0,0.45535,5.8131,20.0,0.00087,0.0111,23.0,0.001,0.0128,29.0,0.00126,0.0161,785.5,0.03419,0.4365,1575.0,0.06856,0.8752,1092.0,0.04753,0.6068,2955.0,0.12863,1.6421,3384.0,0.1473,1.8804,599.0,0.02607,0.3329,0.0022,0.00277,0.07509,0.15056,0.10439,0.28248,0.32349,0.05726
v32_4k_L20,v32,4k,20,2048,4111,1,0.658,1,512,False,0,False,4,11.689,12.043,0.0302,19792.5,True,True,11.67,0.00206,3198.0,0.16154,1.8883,169.0,0.00854,0.0998,1783.5,0.09009,1.0531,2789.5,0.14091,1.6471,2240.0,0.11315,1.3227,9596.5,0.48476,5.6665,20.0,0.00101,0.0118,23.0,0.00116,0.0136,30.0,0.00152,0.0177,725.0,0.03662,0.4281,910.5,0.04599,0.5376,1272.0,0.06425,0.7511,2447.0,0.12361,1.4449,1907.5,0.09636,1.1263,2288.0,0.11558,1.351,0.0024,0.00313,0.07555,0.09488,0.13255,0.25499,0.19877,0.23842
v32_4k_L21,v32,4k,21,2048,4111,1,0.716,1,512,False,0,False,5,13.019,13.254,0.0181,23431.0,True,True,11.0,0.01291,3073.5,0.13111,1.7069,123.0,0.00525,0.0683,1780.0,0.07593,0.9885,4172.0,0.17797,2.3169,3440.0,0.14674,1.9104,10834.0,0.46215,6.0167,20.0,0.00085,0.0111,23.0,0.00098,0.0128,29.0,0.00124,0.0161,784.0,0.03344,0.4354,1573.5,0.06712,0.8739,1101.0,0.04697,0.6114,3003.5,0.12812,1.668,3376.5,0.14403,1.8752,945.5,0.04033,0.5251,0.00212,0.00268,0.07236,0.14524,0.10162,0.27723,0.31166,0.08727
v32_4k_L22,v32,4k,22,2048,4111,1,0.799,1,512,False,0,False,6,12.781,12.99,0.0164,22981.0,True,True,11.14,0.01397,3069.5,0.13373,1.7091,123.0,0.00536,0.0685,1764.0,0.07685,0.9822,4189.5,0.18252,2.3327,3255.5,0.14183,1.8127,10532.0,0.45884,5.8642,20.0,0.00087,0.0111,23.0,0.001,0.0128,27.5,0.0012,0.0153,837.0,0.03647,0.466,1333.5,0.0581,0.7425,1199.5,0.05226,0.6679,2968.0,0.1293,1.6526,3163.0,0.1378,1.7612,968.0,0.04217,0.539,0.00218,0.00261,0.07947,0.12661,0.11389,0.28181,0.30032,0.09191
