uuid,model,isl,layer,K,N,cr,hit,cs,T,v256,mbpm,wpr,gpu,us_prod_nsys,us_timed_nsys,overhead,window_cyc,exact,mono,csv_pr_us,p4frac_drift_vs_9e,cyc_p1_gather_stats,frac_p1_gather_stats,us_p1_gather_stats,cyc_smem_stage,frac_smem_stage,us_smem_stage,cyc_p1b_rungs,frac_p1b_rungs,us_p1b_rungs,cyc_p2_count_admission,frac_p2_count_admission,us_p2_count_admission,cyc_p3_collect,frac_p3_collect,us_p3_collect,cyc_p4_select,frac_p4_select,us_p4_select,cyc_epilogue,frac_epilogue,us_epilogue,cyc_p4_peer_wait,frac_p4_peer_wait,us_p4_peer_wait,cyc_p4_dsmem_gather,frac_p4_dsmem_gather,us_p4_dsmem_gather,cyc_p4_minmax,frac_p4_minmax,us_p4_minmax,cyc_p4_coarse_hist,frac_p4_coarse_hist,us_p4_coarse_hist,cyc_p4_coarse_search,frac_p4_coarse_search,us_p4_coarse_search,cyc_p4_fine,frac_p4_fine,us_p4_fine,cyc_p4_scatter,frac_p4_scatter,us_p4_scatter,cyc_p4_tail,frac_p4_tail,us_p4_tail,p4share_p4_peer_wait,p4share_p4_dsmem_gather,p4share_p4_minmax,p4share_p4_coarse_hist,p4share_p4_coarse_search,p4share_p4_fine,p4share_p4_scatter,p4share_p4_tail
flash_128k_L28,flash,128k,28,512,32771,4,0.855,1,512,True,1,False,6,13.771,14.329,0.0405,25099.0,True,True,14.45,0.01689,2575.0,0.10337,1.4235,128.0,0.00514,0.0708,880.0,0.03533,0.4865,8294.0,0.33296,4.5852,5329.0,0.21393,2.946,7684.0,0.30847,4.2479,20.0,0.0008,0.0111,23.0,0.00092,0.0127,30.0,0.0012,0.0166,595.0,0.02389,0.3289,683.5,0.02744,0.3779,1411.5,0.05666,0.7803,3272.5,0.13137,1.8091,1110.0,0.04456,0.6136,558.5,0.02242,0.3088,0.00299,0.0039,0.07743,0.08895,0.18369,0.42588,0.14446,0.07268
flash_128k_L30,flash,128k,30,512,32771,4,0.777,1,512,True,1,False,7,11.683,11.899,0.0185,20275.5,True,True,12.24,-0.00095,2565.5,0.12684,1.4818,122.0,0.00603,0.0705,863.0,0.04267,0.4985,5207.0,0.25743,3.0075,5521.5,0.27298,3.1891,5926.0,0.29297,3.4228,22.0,0.00109,0.0127,23.0,0.00114,0.0133,30.0,0.00148,0.0173,591.0,0.02922,0.3414,561.5,0.02776,0.3243,1410.5,0.06973,0.8147,2063.5,0.10202,1.1918,978.0,0.04835,0.5649,269.0,0.0133,0.1554,0.00388,0.00506,0.09973,0.09475,0.23802,0.34821,0.16504,0.04539
flash_128k_L32,flash,128k,32,512,32771,4,0.475,1,512,True,1,False,0,12.824,13.382,0.0435,23233.5,True,True,13.67,0.02281,2572.5,0.11095,1.4228,122.0,0.00526,0.0675,858.0,0.03701,0.4746,5157.0,0.22242,2.8523,5342.5,0.23042,2.9549,9112.0,0.393,5.0398,22.0,0.00095,0.0122,23.0,0.00099,0.0127,30.0,0.00129,0.0166,662.5,0.02857,0.3664,933.5,0.04026,0.5163,1360.0,0.05866,0.7522,3469.5,0.14964,1.919,1782.0,0.07686,0.9856,853.0,0.03679,0.4718,0.00252,0.00329,0.07271,0.10245,0.14925,0.38076,0.19557,0.09361
flash_128k_L34,flash,128k,34,512,32771,4,0.688,1,512,True,1,False,1,12.552,12.688,0.0108,21416.5,True,True,12.68,0.00482,2940.5,0.13853,1.7388,165.0,0.00777,0.0976,873.5,0.04115,0.5165,5377.0,0.25332,3.1796,5324.0,0.25082,3.1483,6525.0,0.30741,3.8585,21.0,0.00099,0.0124,23.0,0.00108,0.0136,29.0,0.00137,0.0171,594.0,0.02798,0.3513,569.5,0.02683,0.3368,1439.5,0.06782,0.8512,2333.0,0.10991,1.3796,774.5,0.03649,0.458,766.0,0.03609,0.453,0.00352,0.00444,0.09103,0.08728,0.22061,0.35755,0.1187,0.11739
flash_128k_L36,flash,128k,36,512,32771,4,0.898,1,512,True,1,False,2,14.067,14.446,0.027,24857.5,True,True,13.84,0.00024,3016.5,0.12241,1.7219,165.0,0.0067,0.0942,864.0,0.03506,0.4932,8395.0,0.34066,4.792,5328.5,0.21622,3.0416,6852.5,0.27807,3.9115,22.0,0.00089,0.0126,23.0,0.00093,0.0131,30.0,0.00122,0.0171,592.0,0.02402,0.3379,561.0,0.02276,0.3202,1464.5,0.05943,0.836,2850.0,0.11565,1.6268,783.0,0.03177,0.447,551.0,0.02236,0.3145,0.00336,0.00438,0.08639,0.08187,0.21372,0.41591,0.11426,0.08041
flash_128k_L38,flash,128k,38,512,32771,4,0.727,1,512,True,1,False,3,12.032,12.296,0.022,20996.0,True,True,12.61,-0.00345,2624.5,0.12551,1.5101,128.0,0.00612,0.0736,868.5,0.04153,0.4997,5410.0,0.25872,3.1128,5570.0,0.26637,3.2048,6290.0,0.3008,3.6191,20.0,0.00096,0.0115,23.0,0.0011,0.0132,30.0,0.00143,0.0173,594.0,0.02841,0.3418,566.0,0.02707,0.3257,1382.0,0.06609,0.7952,2287.5,0.10939,1.3162,960.5,0.04593,0.5526,439.5,0.02102,0.2529,0.00366,0.00477,0.09444,0.08998,0.21971,0.36367,0.1527,0.06987
flash_128k_L40,flash,128k,40,512,32771,4,0.832,1,512,True,1,False,4,12.749,12.878,0.0102,21778.0,True,True,12.48,-0.00323,3066.5,0.14187,1.8087,165.0,0.00763,0.0973,881.0,0.04076,0.5196,5319.5,0.24611,3.1375,5316.0,0.24595,3.1355,6846.5,0.31675,4.0382,20.0,0.00093,0.0118,23.0,0.00106,0.0136,29.0,0.00134,0.0171,591.0,0.02734,0.3486,676.5,0.0313,0.399,1357.5,0.06281,0.8007,2526.5,0.11689,1.4902,1295.5,0.05994,0.7641,349.5,0.01617,0.2061,0.00336,0.00424,0.08632,0.09881,0.19828,0.36902,0.18922,0.05105
flash_128k_L42,flash,128k,42,512,32771,4,0.863,1,512,True,1,False,5,15.768,18.38,0.1657,32916.0,True,True,12.2,0.01488,2375.5,0.07221,1.1386,128.0,0.00389,0.0614,837.5,0.02546,0.4014,5448.0,0.16561,2.6113,6137.0,0.18655,2.9415,17951.0,0.54567,8.604,20.0,0.00061,0.0096,23.0,0.0007,0.011,28.0,0.00085,0.0134,592.5,0.01801,0.284,676.5,0.02056,0.3243,1324.5,0.04026,0.6348,7047.5,0.21423,3.3779,826.0,0.02511,0.3959,7475.0,0.22722,3.5828,0.00128,0.00156,0.03301,0.03769,0.07378,0.3926,0.04601,0.41641
flash_16k_L02,flash,16k,2,512,4099,4,0.762,1,512,False,0,False,2,9.441,9.491,0.0053,15045.5,True,True,8.92,0.00552,2703.0,0.17983,1.6978,163.0,0.01084,0.1024,801.5,0.05332,0.5034,3440.5,0.22889,2.1611,1707.5,0.1136,1.0725,6195.5,0.41218,3.8916,20.0,0.00133,0.0126,23.0,0.00153,0.0144,29.5,0.00196,0.0185,581.5,0.03869,0.3653,565.0,0.03759,0.3549,1525.0,0.10146,0.9579,2414.5,0.16063,1.5166,773.5,0.05146,0.4859,289.0,0.01923,0.1815,0.00371,0.00476,0.09386,0.0912,0.24615,0.38972,0.12485,0.04665
flash_16k_L04,flash,16k,4,512,4099,4,0.861,1,512,False,0,False,3,8.714,8.592,-0.014,13799.0,True,True,8.95,0.01388,2305.5,0.1672,1.457,124.0,0.00899,0.0784,798.0,0.05787,0.5043,2966.0,0.21511,1.8744,1686.0,0.12228,1.0655,5889.0,0.4271,3.7215,20.0,0.00145,0.0126,23.0,0.00167,0.0145,29.0,0.0021,0.0183,582.5,0.04225,0.3681,701.0,0.05084,0.443,1343.5,0.09744,0.849,2131.5,0.15459,1.347,810.0,0.05874,0.5119,268.0,0.01944,0.1694,0.00391,0.00492,0.09891,0.11904,0.22814,0.36195,0.13754,0.04551
flash_16k_L06,flash,16k,6,512,4099,4,0.748,1,512,False,0,False,4,9.512,9.619,0.0113,15350.0,True,True,9.21,-0.00585,2726.0,0.17808,1.6939,163.0,0.01065,0.1013,799.5,0.05223,0.4968,3447.5,0.22522,2.1422,1703.5,0.11129,1.0585,6446.0,0.4211,4.0054,22.0,0.00144,0.0137,23.0,0.0015,0.0143,29.5,0.00193,0.0183,583.0,0.03809,0.3623,564.5,0.03688,0.3508,1516.5,0.09907,0.9423,2435.5,0.15911,1.5134,764.5,0.04994,0.475,526.0,0.03436,0.3268,0.00357,0.00458,0.09044,0.08757,0.23526,0.37783,0.1186,0.0816
flash_16k_L08,flash,16k,8,512,4099,4,0.633,1,512,False,0,False,5,8.971,9.016,0.005,14828.5,True,True,8.83,-0.00118,2660.0,0.17965,1.6116,124.0,0.00837,0.0751,813.0,0.05491,0.4926,3250.0,0.2195,1.9691,1722.5,0.11633,1.0436,6217.0,0.41988,3.7668,20.0,0.00135,0.0121,23.0,0.00155,0.0139,29.5,0.00199,0.0179,589.5,0.03981,0.3572,576.0,0.0389,0.349,1436.5,0.09702,0.8704,2260.0,0.15264,1.3693,796.0,0.05376,0.4823,509.0,0.03438,0.3084,0.0037,0.00475,0.09482,0.09265,0.23106,0.36352,0.12804,0.08187
flash_16k_L10,flash,16k,10,512,4099,4,0.648,1,512,False,0,False,6,8.877,9.001,0.0141,14698.5,True,True,9.0,0.01257,2576.0,0.17589,1.5613,124.0,0.00847,0.0752,814.0,0.05558,0.4934,3239.5,0.22119,1.9635,1721.0,0.11751,1.0431,6151.0,0.41999,3.7281,20.0,0.00137,0.0121,23.0,0.00157,0.0139,30.0,0.00205,0.0182,588.5,0.04018,0.3567,575.5,0.0393,0.3488,1432.0,0.09778,0.8679,2219.5,0.15155,1.3452,889.5,0.06074,0.5391,393.5,0.02687,0.2385,0.00374,0.00488,0.09568,0.09356,0.23281,0.36084,0.14461,0.06397
flash_16k_L12,flash,16k,12,512,4099,4,0.406,1,512,False,0,False,7,8.499,8.59,0.0107,13867.5,True,True,9.87,0.00514,2302.5,0.16688,1.4184,120.0,0.0087,0.0739,785.5,0.05693,0.4839,2889.0,0.20939,1.7797,1708.0,0.1238,1.0522,5970.0,0.4327,3.6776,22.0,0.00159,0.0136,23.0,0.00167,0.0142,30.0,0.00217,0.0185,584.0,0.04233,0.3598,560.0,0.04059,0.345,1467.0,0.10633,0.9037,2092.5,0.15166,1.289,977.0,0.07081,0.6018,238.0,0.01725,0.1466,0.00385,0.00503,0.09782,0.0938,0.24573,0.3505,0.16365,0.03987
flash_16k_L14,flash,16k,14,512,4099,4,0.492,1,512,False,0,False,0,8.741,8.838,0.0112,14349.0,True,True,8.96,0.00094,2412.0,0.16976,1.4838,120.0,0.00845,0.0738,787.0,0.05539,0.4842,2570.5,0.18092,1.5813,1713.5,0.1206,1.0541,6585.0,0.46347,4.051,20.0,0.00141,0.0123,23.0,0.00162,0.0141,27.0,0.0019,0.0166,587.0,0.04131,0.3611,691.0,0.04863,0.4251,1421.0,0.10001,0.8742,2188.5,0.15403,1.3463,1353.0,0.09523,0.8323,294.0,0.02069,0.1809,0.00349,0.0041,0.08914,0.10494,0.21579,0.33235,0.20547,0.04465
flash_16k_L16,flash,16k,16,512,4099,4,0.359,1,512,False,0,False,1,9.435,9.47,0.0037,15223.5,True,True,9.96,-0.0108,2750.0,0.18181,1.7154,163.0,0.01078,0.1017,815.0,0.05388,0.5084,3139.0,0.20753,1.9581,1706.5,0.11282,1.0645,6530.0,0.43172,4.0733,22.0,0.00145,0.0137,23.0,0.00152,0.0143,29.5,0.00195,0.0184,584.5,0.03864,0.3646,568.5,0.03759,0.3546,1531.0,0.10122,0.955,2452.5,0.16214,1.5298,761.0,0.05031,0.4747,579.5,0.03831,0.3615,0.00352,0.00452,0.08951,0.08706,0.23446,0.37557,0.11654,0.08874
flash_16k_L18,flash,16k,18,512,4099,4,0.439,1,512,False,0,False,2,10.24,10.291,0.005,16925.5,True,True,9.91,0.00083,2853.0,0.17002,1.7409,163.0,0.00971,0.0995,802.0,0.04779,0.4894,3102.0,0.18486,1.8929,1753.0,0.10447,1.0697,8085.5,0.48184,4.9339,22.0,0.00131,0.0134,23.0,0.00137,0.014,29.5,0.00176,0.018,647.5,0.03859,0.3951,932.5,0.05557,0.569,1490.0,0.08879,0.9092,2703.0,0.16108,1.6494,1829.0,0.109,1.1161,423.5,0.02524,0.2584,0.00284,0.00365,0.08008,0.11533,0.18428,0.3343,0.22621,0.05238
flash_16k_L20,flash,16k,20,512,4099,4,0.33,1,512,False,0,False,3,8.493,8.613,0.0141,13972.5,True,True,8.82,0.00537,2337.0,0.1693,1.4379,124.0,0.00898,0.0763,798.5,0.05785,0.4913,2815.5,0.20397,1.7323,1698.5,0.12305,1.045,6010.0,0.4354,3.6977,20.0,0.00145,0.0123,23.0,0.00167,0.0142,30.0,0.00217,0.0185,583.5,0.04227,0.359,561.0,0.04064,0.3452,1489.5,0.10791,0.9164,2217.5,0.16065,1.3643,763.5,0.05531,0.4698,346.0,0.02507,0.2129,0.00383,0.00499,0.09709,0.09334,0.24784,0.36897,0.12704,0.05757
flash_16k_L22,flash,16k,22,512,4099,4,0.344,1,512,False,0,False,4,9.214,9.276,0.0068,14799.0,True,True,8.96,-0.01967,3030.0,0.2024,1.865,161.0,0.01075,0.0991,807.0,0.05391,0.4967,3052.0,0.20387,1.8785,1713.5,0.11446,1.0547,6186.5,0.41326,3.8079,20.0,0.00134,0.0123,23.0,0.00154,0.0142,28.5,0.0019,0.0175,587.0,0.03921,0.3613,573.0,0.03828,0.3527,1509.5,0.10084,0.9291,2293.5,0.15321,1.4117,882.0,0.05892,0.5429,286.5,0.01914,0.1763,0.00372,0.00461,0.09488,0.09262,0.244,0.37073,0.14257,0.04631
flash_16k_L24,flash,16k,24,512,4099,4,0.266,1,512,False,0,False,5,9.192,9.195,0.0004,14923.0,True,True,8.77,0.02672,2428.0,0.16279,1.4964,124.0,0.00831,0.0764,813.0,0.05451,0.5011,2630.0,0.17634,1.6209,1721.5,0.11542,1.061,7178.0,0.48128,4.4238,20.0,0.00134,0.0123,23.0,0.00154,0.0142,30.0,0.00201,0.0185,590.0,0.03956,0.3636,679.0,0.04553,0.4185,1488.5,0.0998,0.9174,2588.0,0.17352,1.595,1513.0,0.10144,0.9325,265.0,0.01777,0.1633,0.0032,0.00418,0.0822,0.09459,0.20737,0.36055,0.21078,0.03692
flash_16k_L26,flash,16k,26,512,4099,4,0.346,1,512,False,0,False,6,8.901,9.019,0.0133,14707.5,True,True,9.09,0.0071,2464.5,0.16801,1.4954,126.0,0.00859,0.0765,809.0,0.05515,0.4909,3160.5,0.21545,1.9177,1732.0,0.11807,1.0509,6357.0,0.43336,3.8572,20.0,0.00136,0.0121,23.0,0.00157,0.014,30.5,0.00208,0.0185,582.5,0.03971,0.3534,566.5,0.03862,0.3437,1469.5,0.10018,0.8916,2429.0,0.16559,1.4738,763.0,0.05201,0.463,498.0,0.03395,0.3022,0.00362,0.0048,0.09163,0.08911,0.23116,0.3821,0.12003,0.07834
flash_16k_L28,flash,16k,28,512,4099,4,0.627,1,512,False,0,False,7,8.517,8.688,0.0201,14073.5,True,True,9.17,-0.00111,2466.0,0.17535,1.4934,120.0,0.00853,0.0727,788.0,0.05603,0.4772,2820.5,0.20056,1.7081,1696.0,0.1206,1.0271,6150.5,0.43735,3.7247,22.0,0.00156,0.0133,23.0,0.00164,0.0139,29.0,0.00206,0.0176,587.0,0.04174,0.3555,574.5,0.04085,0.3479,1409.0,0.10019,0.8533,2096.0,0.14904,1.2693,891.0,0.06336,0.5396,566.0,0.04025,0.3428,0.00374,0.00472,0.09544,0.09341,0.22909,0.34079,0.14487,0.09203
flash_16k_L30,flash,16k,30,512,4099,4,0.545,1,512,False,0,False,0,8.936,8.968,0.0036,14552.5,True,True,9.16,-0.00111,2364.0,0.16385,1.4642,120.0,0.00832,0.0743,787.0,0.05455,0.4874,2862.5,0.19841,1.7729,1698.0,0.11769,1.0517,6574.0,0.45566,4.0717,22.0,0.00152,0.0136,23.0,0.00159,0.0142,27.0,0.00187,0.0167,588.0,0.04076,0.3642,688.0,0.04769,0.4261,1438.5,0.09971,0.891,2248.0,0.15581,1.3923,1102.5,0.07642,0.6829,457.0,0.03168,0.2831,0.0035,0.00411,0.08944,0.10465,0.21882,0.34195,0.16771,0.06952
flash_16k_L32,flash,16k,32,512,4099,4,0.303,1,512,False,0,False,1,9.448,9.533,0.009,15426.0,True,True,9.16,0.00307,2721.0,0.18039,1.7043,163.0,0.01081,0.1021,798.0,0.0529,0.4998,3136.0,0.2079,1.9642,1721.0,0.11409,1.0779,6525.0,0.43258,4.0869,20.0,0.00133,0.0125,23.0,0.00152,0.0144,29.0,0.00192,0.0182,585.0,0.03878,0.3664,567.0,0.03759,0.3551,1508.0,0.09997,0.9445,2450.5,0.16246,1.5349,1003.0,0.06649,0.6282,366.5,0.0243,0.2296,0.00352,0.00444,0.08966,0.0869,0.23111,0.37556,0.15372,0.05617
flash_16k_L34,flash,16k,34,512,4099,4,0.348,1,512,False,0,False,2,9.323,9.398,0.0081,15148.0,True,True,8.84,0.00151,2848.5,0.18957,1.7674,163.0,0.01085,0.1011,799.0,0.05317,0.4957,3132.5,0.20847,1.9436,1706.0,0.11354,1.0585,6357.0,0.42307,3.9443,20.0,0.00133,0.0124,23.0,0.00153,0.0143,30.0,0.002,0.0186,583.0,0.0388,0.3617,561.5,0.03737,0.3484,1542.5,0.10266,0.9571,2362.0,0.15719,1.4655,757.0,0.05038,0.4697,498.5,0.03318,0.3093,0.00362,0.00472,0.09171,0.08833,0.24265,0.37156,0.11908,0.07842
flash_16k_L36,flash,16k,36,512,4099,4,0.916,1,512,False,0,False,3,9.822,9.933,0.0112,16398.5,True,True,10.16,0.00273,2302.5,0.14101,1.385,124.0,0.00759,0.0746,797.0,0.04881,0.4794,5079.0,0.31104,3.0552,1707.0,0.10454,1.0268,6297.5,0.38566,3.7881,22.0,0.00135,0.0132,23.0,0.00141,0.0138,30.0,0.00184,0.018,588.5,0.03604,0.354,572.5,0.03506,0.3444,1453.5,0.08901,0.8743,2238.0,0.13706,1.3462,724.5,0.04437,0.4358,659.0,0.04036,0.3964,0.00365,0.00476,0.09345,0.09091,0.23081,0.35538,0.11505,0.10464
flash_16k_L38,flash,16k,38,512,4099,4,0.508,1,512,False,0,False,4,9.643,9.686,0.0045,15551.5,True,True,9.21,-0.01373,2759.0,0.17768,1.7134,161.0,0.01037,0.1,803.0,0.05171,0.4987,3116.0,0.20068,1.9351,1715.0,0.11045,1.0651,6953.5,0.44782,4.3183,20.0,0.00129,0.0124,23.0,0.00148,0.0143,29.5,0.0019,0.0183,589.0,0.03793,0.3658,686.0,0.04418,0.426,1506.0,0.09699,0.9353,2424.0,0.15611,1.5054,1097.0,0.07065,0.6813,593.5,0.03822,0.3686,0.00331,0.00424,0.08471,0.09866,0.21658,0.3486,0.15776,0.08535
flash_16k_L40,flash,16k,40,512,4099,4,0.605,1,512,False,0,False,5,8.902,8.841,-0.0068,14312.0,True,True,8.99,0.01486,2408.0,0.16933,1.5074,126.0,0.00886,0.0789,814.0,0.05724,0.5096,2981.0,0.20963,1.8661,1710.5,0.12028,1.0708,6161.0,0.43325,3.8569,20.0,0.00141,0.0125,23.0,0.00162,0.0144,30.0,0.00211,0.0188,591.0,0.04156,0.37,573.0,0.04029,0.3587,1431.5,0.10066,0.8961,2225.5,0.1565,1.3932,797.5,0.05608,0.4992,486.5,0.03421,0.3046,0.00373,0.00487,0.09593,0.093,0.23235,0.36122,0.12944,0.07896
flash_16k_L42,flash,16k,42,512,4099,4,0.824,1,512,False,0,False,6,8.707,8.729,0.0026,14170.0,True,True,8.72,0.01032,2487.5,0.17719,1.5428,124.0,0.00883,0.0769,804.0,0.05727,0.4987,3004.0,0.21398,1.8631,1709.5,0.12177,1.0603,5887.5,0.41938,3.6516,22.0,0.00157,0.0136,23.0,0.00164,0.0143,30.0,0.00214,0.0186,581.0,0.04139,0.3603,560.5,0.03993,0.3476,1488.5,0.10603,0.9232,2173.0,0.15479,1.3477,714.0,0.05086,0.4428,315.5,0.02247,0.1957,0.00391,0.0051,0.09868,0.0952,0.25282,0.36909,0.12127,0.05359
flash_256k_L02,flash,256k,2,512,65538,4,0.303,4,512,True,1,False,6,13.96,15.014,0.0755,26339.5,True,True,12.92,0.02894,2529.5,0.09697,1.3537,125.0,0.00479,0.0669,738.0,0.02829,0.395,5093.5,0.19527,2.7259,3690.0,0.14146,1.9748,13770.5,0.52792,7.3696,138.0,0.00529,0.0739,1570.5,0.06021,0.8405,2841.0,0.10892,1.5204,1203.0,0.04612,0.6438,796.5,0.03054,0.4263,1418.0,0.05436,0.7589,2856.0,0.10949,1.5285,1742.0,0.06678,0.9323,1149.0,0.04405,0.6149,0.11405,0.20631,0.08736,0.05784,0.10297,0.2074,0.1265,0.08344
flash_256k_L04,flash,256k,4,512,65538,4,0.184,4,512,True,1,False,7,15.241,16.147,0.0594,28480.0,True,True,14.35,0.02078,2378.0,0.08394,1.2794,125.0,0.00441,0.0673,738.0,0.02605,0.3971,4972.5,0.17553,2.6753,3646.5,0.12872,1.9619,16319.0,0.57605,8.7798,150.0,0.00529,0.0807,1532.5,0.0541,0.8245,3590.0,0.12673,1.9315,1185.0,0.04183,0.6375,1155.5,0.04079,0.6217,1381.5,0.04877,0.7433,3307.0,0.11674,1.7792,2429.0,0.08574,1.3068,1700.0,0.06001,0.9146,0.09391,0.21999,0.07261,0.07081,0.08466,0.20265,0.14884,0.10417
flash_256k_L06,flash,256k,6,512,65538,4,0.303,4,512,True,1,False,0,13.55,14.582,0.0762,25368.0,True,True,12.77,0.02932,2394.5,0.09493,1.2863,125.0,0.00496,0.0671,737.5,0.02924,0.3962,5137.0,0.20366,2.7595,3680.0,0.14589,1.9768,13015.5,0.516,6.9917,134.5,0.00533,0.0723,1542.0,0.06113,0.8283,2493.5,0.09885,1.3395,1222.5,0.04847,0.6567,683.0,0.02708,0.3669,1400.5,0.05552,0.7523,2713.5,0.10758,1.4577,1413.5,0.05604,0.7593,1567.0,0.06212,0.8418,0.11847,0.19158,0.09393,0.05248,0.1076,0.20848,0.1086,0.12039
flash_256k_L08,flash,256k,8,512,65538,4,0.158,4,512,True,1,False,1,15.873,16.205,0.0209,28303.0,True,True,13.97,-0.01291,2961.0,0.1052,1.6698,124.0,0.00441,0.0699,720.5,0.0256,0.4063,5116.0,0.18176,2.8851,3999.0,0.14208,2.2552,15081.5,0.53581,8.5052,145.0,0.00515,0.0818,1630.5,0.05793,0.9195,3049.5,0.10834,1.7198,1086.5,0.0386,0.6127,1154.5,0.04102,0.6511,1382.5,0.04912,0.7797,3139.5,0.11154,1.7705,2794.0,0.09926,1.5757,838.5,0.02979,0.4729,0.10811,0.2022,0.07204,0.07655,0.09167,0.20817,0.18526,0.0556
flash_256k_L10,flash,256k,10,512,65538,4,0.193,4,512,True,1,False,2,14.777,15.62,0.0571,27099.0,True,True,13.61,0.00205,2878.5,0.10699,1.581,124.0,0.00461,0.0681,724.0,0.02691,0.3976,5115.0,0.19011,2.8094,4035.0,0.14997,2.2162,13884.5,0.51606,7.6259,144.0,0.00535,0.0791,1602.0,0.05954,0.8799,2849.5,0.10591,1.5651,787.0,0.02925,0.4323,922.5,0.03429,0.5067,1376.0,0.05114,0.7558,3273.5,0.12167,1.7979,2216.5,0.08238,1.2174,846.0,0.03144,0.4647,0.11538,0.20523,0.05668,0.06644,0.0991,0.23577,0.15964,0.06093
flash_256k_L12,flash,256k,12,512,65538,4,0.156,4,512,True,1,False,3,16.982,17.774,0.0466,31546.0,True,True,14.88,0.0134,2432.5,0.07741,1.3145,126.0,0.00401,0.0681,740.0,0.02355,0.3999,5125.5,0.1631,2.7698,3670.0,0.11678,1.9832,19185.5,0.61051,10.3677,146.0,0.00465,0.0789,1555.5,0.0495,0.8406,3981.5,0.1267,2.1516,1823.0,0.05801,0.9851,1516.0,0.04824,0.8192,1375.5,0.04377,0.7433,3817.5,0.12148,2.0629,3652.5,0.11623,1.9738,1486.5,0.0473,0.8033,0.08108,0.20753,0.09502,0.07902,0.07169,0.19898,0.19038,0.07748
flash_256k_L14,flash,256k,14,512,65538,4,0.182,4,512,True,1,False,4,15.68,16.341,0.0422,28525.0,True,True,13.64,-0.00306,3119.0,0.10991,1.7233,124.0,0.00437,0.0685,722.0,0.02544,0.3989,5082.5,0.1791,2.8082,4036.5,0.14224,2.2302,15161.5,0.53426,8.377,133.0,0.00469,0.0735,1587.5,0.05594,0.8771,2859.0,0.10075,1.5797,1019.5,0.03593,0.5633,1153.5,0.04065,0.6373,1376.0,0.04849,0.7603,3516.0,0.1239,1.9427,2732.0,0.09627,1.5095,900.0,0.03171,0.4973,0.10471,0.18857,0.06724,0.07608,0.09076,0.2319,0.18019,0.05936
flash_256k_L16,flash,256k,16,512,65538,4,0.266,4,512,True,1,False,5,13.963,14.897,0.0669,25899.0,True,True,13.11,0.02714,2549.0,0.09906,1.3831,125.0,0.00486,0.0678,739.0,0.02872,0.401,5105.5,0.19841,2.7703,3666.0,0.14247,1.9892,13413.0,0.52125,7.2781,135.0,0.00525,0.0733,1557.0,0.06051,0.8448,2576.0,0.10011,1.3978,1481.0,0.05755,0.8036,791.5,0.03076,0.4295,1413.0,0.05491,0.7667,2614.0,0.10158,1.4184,1647.0,0.064,0.8937,1381.0,0.05367,0.7493,0.11608,0.19205,0.11042,0.05901,0.10535,0.19489,0.12279,0.10296
flash_256k_L18,flash,256k,18,512,65538,4,0.312,4,512,True,1,False,6,13.267,14.094,0.0624,24530.5,True,True,12.72,0.02997,2516.0,0.10344,1.3723,125.0,0.00514,0.0682,738.5,0.03036,0.4028,5094.0,0.20942,2.7784,3657.5,0.15037,1.9949,12058.5,0.49574,6.577,134.5,0.00553,0.0734,1576.0,0.06479,0.8596,2221.0,0.09131,1.2114,1248.0,0.05131,0.6807,678.5,0.02789,0.3701,1409.5,0.05795,0.7688,2464.5,0.10132,1.3442,1269.5,0.05219,0.6924,1183.5,0.04866,0.6455,0.1307,0.18419,0.1035,0.05627,0.11689,0.20438,0.10528,0.09815
flash_256k_L20,flash,256k,20,512,65538,4,0.6,4,512,True,1,False,7,13.544,14.652,0.0819,25429.5,True,True,13.34,0.0287,2483.5,0.09858,1.3351,125.0,0.00496,0.0672,739.0,0.02933,0.3973,5035.0,0.19985,2.7067,3646.0,0.14472,1.96,13028.5,0.51713,7.0038,137.0,0.00544,0.0736,1494.5,0.05932,0.8034,2465.5,0.09786,1.3254,1499.5,0.05952,0.8061,684.0,0.02715,0.3677,1386.5,0.05503,0.7453,2692.5,0.10687,1.4474,1422.5,0.05646,0.7647,1329.0,0.05275,0.7144,0.11471,0.18924,0.11509,0.0525,0.10642,0.20666,0.10918,0.10201
flash_256k_L22,flash,256k,22,512,65538,4,0.279,4,512,True,1,False,0,13.934,14.838,0.0649,25963.5,True,True,12.93,0.02921,2561.0,0.09918,1.3821,125.0,0.00484,0.0675,739.0,0.02862,0.3988,5104.0,0.19767,2.7544,3657.0,0.14163,1.9735,13490.5,0.52247,7.2802,144.0,0.00558,0.0777,1539.0,0.0596,0.8305,2592.5,0.1004,1.3991,1448.5,0.0561,0.7817,798.5,0.03093,0.4309,1403.5,0.05436,0.7574,2789.5,0.10803,1.5054,1551.5,0.06009,0.8373,1294.0,0.05012,0.6983,0.11408,0.19217,0.10737,0.05919,0.10404,0.20678,0.11501,0.09592
