cuuid,uuid,bs,model,isl,layer,N,K,hit,pr_cold,cand_cold,speedup_cold,pr_warm,cand_warm,cand_exact
flash_32k_L22_bs512,flash_32k_L22,512,flash,32k,22,8195,512,0.686,22.619400000000002,26.82,0.8433780760626399,18.838099999999997,24.4926,True
flash_32k_L22_bs64,flash_32k_L22,64,flash,32k,22,8195,512,0.686,9.913466666666666,11.4088,0.8689315849753407,8.2399,9.9423,True
flash_32k_L22_bs8,flash_32k_L22,8,flash,32k,22,8195,512,0.686,9.196533333333333,10.706933333333332,0.8589325297003811,7.699,9.462299999999999,True
flash_32k_L34_bs1024,flash_32k_L34,1024,flash,32k,34,8195,512,0.67,40.4198,47.639,0.8484602951363379,33.5484,44.2874,True
flash_32k_L34_bs128,flash_32k_L34,128,flash,32k,34,8195,512,0.67,10.356866666666667,11.895333333333333,0.8706663677632686,8.384,10.207799999999999,True
flash_32k_L34_bs16,flash_32k_L34,16,flash,32k,34,8195,512,0.67,9.418666666666667,11.108133333333333,0.8479072391400896,8.0863,9.9807,True
flash_32k_L34_bs2,flash_32k_L34,2,flash,32k,34,8195,512,0.67,9.034600000000001,10.538533333333334,0.8572919697870672,7.8078,9.5358,True
flash_32k_L34_bs256,flash_32k_L34,256,flash,32k,34,8195,512,0.67,12.4116,14.879733333333334,0.8341278517536156,9.9936,13.2159,True
flash_32k_L34_bs32,flash_32k_L34,32,flash,32k,34,8195,512,0.67,9.619200000000001,11.197799999999999,0.859025880083588,8.0927,9.9614,True
flash_32k_L34_bs4,flash_32k_L34,4,flash,32k,34,8195,512,0.67,8.9514,10.747733333333333,0.8328639837236999,7.6254,9.5039,True
flash_32k_L34_bs512,flash_32k_L34,512,flash,32k,34,8195,512,0.67,22.512866666666664,26.982,0.8343661206236256,18.6526,24.6045,True
flash_32k_L34_bs64,flash_32k_L34,64,flash,32k,34,8195,512,0.67,9.794133333333333,11.3642,0.8618409860204267,8.140699999999999,10.0383,True
flash_32k_L34_bs8,flash_32k_L34,8,flash,32k,34,8195,512,0.67,9.177466666666668,10.736933333333333,0.8547567896481927,7.5807,9.523100000000001,True
flash_4k_L10_bs1024,flash_4k_L10,1024,flash,4k,10,1027,512,0.846,31.782,14.6004,2.176789676995151,28.3869,12.992,True
flash_4k_L10_bs128,flash_4k_L10,128,flash,4k,10,1027,512,0.846,8.465,6.8266,1.2400023437728884,7.4175,5.8079,True
flash_4k_L10_bs16,flash_4k_L10,16,flash,4k,10,1027,512,0.846,8.0426,6.412666666666667,1.2541740305645077,7.007899999999999,5.5999,True
flash_4k_L10_bs2,flash_4k_L10,2,flash,4k,10,1027,512,0.846,7.664933333333334,6.2186,1.2325818244192155,6.6911000000000005,5.1967,True
flash_4k_L10_bs256,flash_4k_L10,256,flash,4k,10,1027,512,0.846,9.529533333333333,7.315066666666667,1.3027267921914587,8.361600000000001,6.3328,True
flash_4k_L10_bs32,flash_4k_L10,32,flash,4k,10,1027,512,0.846,8.181266666666666,6.6112,1.2374858825427555,7.139,5.6575,True
flash_4k_L10_bs4,flash_4k_L10,4,flash,4k,10,1027,512,0.846,7.609533333333334,6.1248000000000005,1.242413357715082,6.636699999999999,5.2287,True
flash_4k_L10_bs512,flash_4k_L10,512,flash,4k,10,1027,512,0.846,17.331066666666665,8.757266666666666,1.9790497796115987,15.203,7.7311000000000005,True
flash_4k_L10_bs64,flash_4k_L10,64,flash,4k,10,1027,512,0.846,8.445866666666667,6.647399999999999,1.2705518949764822,7.2863,5.7375,True
flash_4k_L10_bs8,flash_4k_L10,8,flash,4k,10,1027,512,0.846,7.8953999999999995,6.1802,1.277531471473415,6.864,5.2703,True
flash_4k_L22_bs1024,flash_4k_L22,1024,flash,4k,22,1027,512,0.639,31.718066666666665,14.4212,2.1994055048585874,28.47,12.9471,True
flash_4k_L22_bs128,flash_4k_L22,128,flash,4k,22,1027,512,0.639,8.477799999999998,6.815933333333334,1.2438208511429099,7.3534,5.7728,True
flash_4k_L22_bs16,flash_4k_L22,16,flash,4k,22,1027,512,0.639,8.0916,6.4896,1.2468565088757395,6.9918000000000005,5.584,True
flash_4k_L22_bs2,flash_4k_L22,2,flash,4k,22,1027,512,0.639,7.711866666666666,6.144,1.2551866319444445,6.5792,5.2,True
flash_4k_L22_bs256,flash_4k_L22,256,flash,4k,22,1027,512,0.639,9.523200000000001,7.234066666666666,1.3164379648146274,8.3583,6.2911,True
flash_4k_L22_bs32,flash_4k_L22,32,flash,4k,22,1027,512,0.639,8.334866666666667,6.5940666666666665,1.263994904510115,7.2191,5.6576,True
flash_4k_L22_bs4,flash_4k_L22,4,flash,4k,22,1027,512,0.639,7.801466666666666,6.1546,1.2675830544091682,6.8288,5.2095,True
flash_4k_L22_bs512,flash_4k_L22,512,flash,4k,22,1027,512,0.639,17.3736,8.731666666666666,1.9897232296239742,15.235,7.7374,True
flash_4k_L22_bs64,flash_4k_L22,64,flash,4k,22,1027,512,0.639,8.347733333333334,6.598333333333333,1.2651275574640064,7.2095,5.6351,True
flash_4k_L22_bs8,flash_4k_L22,8,flash,4k,22,1027,512,0.639,7.820733333333334,6.1482,1.2720362599351573,6.6368,5.184,True
flash_4k_L34_bs1024,flash_4k_L34,1024,flash,4k,34,1027,512,0.695,32.123400000000004,14.56,2.2062774725274727,28.7867,13.0015,True
flash_4k_L34_bs128,flash_4k_L34,128,flash,4k,34,1027,512,0.695,8.5312,6.8202,1.2508724084337703,7.5071,5.776,True
flash_4k_L34_bs16,flash_4k_L34,16,flash,4k,34,1027,512,0.695,8.081066666666667,6.4554,1.2518305088246533,7.222300000000001,5.6384,True
