hw,K,dtype,N,BS,gvr_cuda_cold_us,gvr_cuda_warm_us,gvr_cutedsl_cold_us,gvr_cutedsl_warm_us,gvr_cutedsl_rs_cold_us,gvr_cutedsl_rs_warm_us,gvr_multicta_cutedsl_cold_us,gvr_multicta_cutedsl_warm_us,gvr_op8_cold_us,gvr_op8_warm_us,gvr_port_cold_us,gvr_port_warm_us,gvr_mt_cold_us,gvr_mt_warm_us,gvr_sandwich_cold_us,gvr_sandwich_warm_us,radix_single_cuda_cold_us,radix_single_cuda_warm_us,radix_multi_cuda_cold_us,radix_multi_cuda_warm_us,radix_cutedsl_cold_us,radix_cutedsl_warm_us,radix_cutedsl_single_cold_us,radix_cutedsl_single_warm_us,radix_cutedsl_multi_cold_us,radix_cutedsl_multi_warm_us,sglang_streaming_cold_us,sglang_streaming_warm_us,gvr_cold_speedup_vs_gvr_cutedsl,gvr_cold_speedup_vs_gvr_cutedsl_rs,gvr_cold_speedup_vs_gvr_multicta_cutedsl,gvr_cold_speedup_vs_gvr_op8,gvr_cold_speedup_vs_gvr_port,gvr_cold_speedup_vs_gvr_mt,gvr_cold_speedup_vs_gvr_sandwich,gvr_cold_speedup_vs_radix_single_cuda,gvr_cold_speedup_vs_radix_multi_cuda,gvr_cold_speedup_vs_radix_cutedsl,gvr_cold_speedup_vs_radix_cutedsl_single,gvr_cold_speedup_vs_radix_cutedsl_multi,gvr_cold_speedup_vs_sglang_streaming
B300,2048,fp16,65536,512,68.955,60.952,71.256,59.981,62.368,50.935,73.128,61.656,65.519,53.869,71.107,59.997,,,,,92.922,86.844,181.568,177.854,93.438,86.245,93.439,86.237,367.16,353.526,,,1.033,0.904,1.061,0.95,1.031,,,1.348,2.633,1.355,1.355,5.325,
B300,2048,fp16,65536,1024,116.856,114.572,112.832,107.471,99.293,94.171,115.955,110.976,104.423,99.383,112.863,107.494,,,,,151.125,147.947,338.768,338.075,163.189,157.228,163.227,157.189,722.452,719.186,,,0.966,0.85,0.992,0.894,0.966,,,1.293,2.899,1.396,1.397,6.182,
B300,2048,fp16,65536,2048,217.042,215.349,204.487,199.772,179.043,174.501,210.695,205.915,188.143,183.71,203.709,199.584,,,,,285.994,282.939,668.962,668.454,318.008,311.805,317.831,311.75,1437.674,1435.673,,,0.942,0.825,0.971,0.867,0.939,,,1.318,3.082,1.465,1.464,6.624,
B300,2048,fp16,131072,1,34.922,30.911,29.419,27.638,27.33,25.612,20.146,18.609,18.334,16.885,22.447,19.743,,,,,57.614,49.86,46.819,42.637,14.01,13.255,,,14.061,13.257,,,0.842,0.783,0.577,0.525,0.643,,,1.65,1.341,0.401,,0.403,
B300,2048,fp16,131072,2,34.859,30.941,29.251,27.593,27.293,25.581,19.962,18.742,18.342,17.0,22.362,19.823,,,,,57.519,50.118,47.171,42.995,14.389,13.503,,,14.478,13.493,,,0.839,0.783,0.573,0.526,0.641,,,1.65,1.353,0.413,,0.415,
B300,2048,fp16,131072,4,35.056,31.173,29.392,27.605,27.253,25.603,20.078,18.744,18.439,17.047,22.571,19.725,,,,,57.57,50.113,46.805,42.712,14.522,13.443,,,14.458,13.481,,,0.838,0.777,0.573,0.526,0.644,,,1.642,1.335,0.414,,0.412,
B300,2048,fp16,131072,8,35.048,31.014,29.296,27.623,27.288,25.602,20.413,18.916,18.667,17.197,22.546,21.35,,,,,57.546,50.102,46.512,42.878,14.816,13.693,,,14.846,13.757,,,0.836,0.779,0.582,0.533,0.643,,,1.642,1.327,0.423,,0.424,
B300,2048,fp16,131072,16,35.085,31.023,29.347,27.62,27.478,25.647,20.502,19.137,19.067,17.516,23.016,21.68,,,,,57.343,50.295,46.067,43.537,17.514,16.12,,,27.331,25.789,,,0.836,0.783,0.584,0.543,0.656,,,1.634,1.313,0.499,,0.779,
B300,2048,fp16,131072,32,35.789,31.233,29.846,27.661,28.112,25.779,25.378,23.145,23.603,21.228,29.737,27.662,,,,,57.874,50.862,54.333,52.564,22.928,21.204,,,51.898,49.486,,,0.834,0.785,0.709,0.66,0.831,,,1.617,1.518,0.641,,1.45,
B300,2048,fp16,131072,64,36.765,31.456,30.923,27.873,29.099,26.097,26.498,23.446,24.627,21.602,30.896,27.87,,,,,58.283,50.946,78.203,76.095,32.878,30.46,,,99.379,95.247,,,0.841,0.791,0.721,0.67,0.84,,,1.585,2.127,0.894,,2.703,
B300,2048,fp16,131072,128,39.565,31.913,33.442,28.065,31.608,26.332,34.597,28.96,32.967,27.391,33.138,26.297,,,,,59.485,51.06,70.795,66.829,62.626,59.12,,,185.811,179.296,,,0.845,0.799,0.874,0.833,0.838,,,1.503,1.789,1.583,,4.696,
B300,2048,fp16,131072,256,56.866,46.014,59.6,48.456,56.877,45.931,62.35,51.807,60.229,49.425,59.307,47.709,,,,,77.992,70.91,132.154,124.355,121.771,116.373,,,361.479,349.527,,,1.048,1.0,1.096,1.059,1.043,,,1.372,2.324,2.141,,6.357,
B300,2048,fp16,131072,512,105.37,98.352,130.639,109.406,126.744,106.488,143.895,99.644,145.643,98.0,131.069,109.812,,,,,149.407,142.416,226.311,223.2,210.955,208.462,,,716.353,713.473,,,1.24,1.203,1.366,1.382,1.244,,,1.418,2.148,2.002,,6.798,
B300,2048,fp16,131072,1024,175.995,169.194,209.226,184.163,204.339,183.595,224.752,172.305,229.183,176.765,209.226,184.978,,,,,237.815,231.192,420.578,417.748,416.791,414.709,,,1433.821,1430.616,,,1.189,1.161,1.277,1.302,1.189,,,1.351,2.39,2.368,,8.147,
B300,2048,fp16,131072,2048,326.159,320.706,343.661,324.447,346.506,319.036,365.071,325.58,373.833,332.984,343.316,324.593,,,,,444.744,438.799,824.038,822.027,830.55,828.353,,,2845.549,2842.561,,,1.054,1.062,1.119,1.146,1.053,,,1.364,2.526,2.546,,8.724,
B300,2048,fp16,262144,1,58.624,52.057,44.341,42.161,42.619,40.616,24.17,22.41,23.056,21.231,32.767,30.119,,,,,95.725,81.681,51.566,46.578,14.05,13.258,,,14.085,13.244,,,0.756,0.727,0.412,0.393,0.559,,,1.633,0.88,0.24,,0.24,
B300,2048,fp16,262144,2,58.69,52.254,44.003,42.126,42.654,40.589,24.2,22.572,23.114,21.436,32.706,30.096,,,,,95.997,81.697,51.699,46.925,14.491,13.481,,,14.398,13.498,,,0.75,0.727,0.412,0.394,0.557,,,1.636,0.881,0.247,,0.245,
B300,2048,fp16,262144,4,58.747,52.259,44.107,42.118,42.587,40.625,24.368,22.611,23.198,21.446,32.835,30.084,,,,,96.091,81.822,51.27,46.641,14.549,13.366,,,14.547,13.364,,,0.751,0.725,0.415,0.395,0.559,,,1.636,0.873,0.248,,0.248,
B300,2048,fp16,262144,8,58.936,52.277,44.166,42.165,42.735,40.641,24.605,22.767,23.61,21.61,31.84,29.797,,,,,96.106,81.865,51.04,46.893,17.101,15.826,,,26.775,25.115,,,0.749,0.725,0.417,0.401,0.54,,,1.631,0.866,0.29,,0.454,
B300,2048,fp16,262144,16,59.269,52.283,44.326,42.155,43.054,40.689,25.053,23.063,24.109,21.957,33.722,30.628,,,,,95.912,82.137,51.843,48.175,22.269,20.39,,,51.134,48.782,,,0.748,0.726,0.423,0.407,0.569,,,1.618,0.875,0.376,,0.863,
B300,2048,fp16,262144,32,60.062,52.486,45.206,42.237,43.885,40.824,34.088,30.908,32.782,29.677,44.831,42.106,,,,,96.805,83.423,61.939,59.165,32.066,29.757,,,99.934,96.036,,,0.753,0.731,0.568,0.546,0.746,,,1.612,1.031,0.534,,1.664,
B300,2048,fp16,262144,64,61.837,52.814,46.766,42.476,45.459,41.183,36.085,31.255,34.805,30.09,46.766,42.662,,,,,97.688,83.63,92.333,89.29,61.051,57.415,,,196.995,190.833,,,0.756,0.735,0.584,0.563,0.756,,,1.58,1.493,0.987,,3.186,
B300,2048,fp16,262144,128,68.293,53.236,52.605,42.757,51.624,41.519,55.304,44.829,54.309,43.919,52.225,42.759,,,,,104.018,83.803,98.922,90.588,110.056,102.19,,,392.248,379.961,,,0.77,0.756,0.81,0.795,0.765,,,1.523,1.448,1.612,,5.744,
B300,2048,fp16,262144,256,131.117,117.517,125.867,112.99,123.694,110.135,134.863,122.867,135.365,123.31,125.898,112.929,,,,,138.018,132.802,187.73,181.415,216.151,212.325,,,781.53,776.559,,,0.96,0.943,1.029,1.032,0.96,,,1.053,1.432,1.649,,5.961,
B300,2048,fp16,262144,512,243.012,231.34,244.839,216.244,242.546,213.643,262.927,246.201,262.344,248.173,244.684,216.587,,,,,244.088,236.98,313.741,308.339,391.831,388.365,,,1556.954,1552.288,,,1.008,0.998,1.082,1.08,1.007,,,1.004,1.291,1.612,,6.407,
B300,2048,fp16,262144,1024,451.941,439.602,402.954,390.642,399.466,385.992,421.54,408.646,423.626,410.715,403.175,390.73,,,,,402.37,395.951,581.25,576.168,744.236,740.451,,,3106.159,3101.745,,,0.892,0.884,0.933,0.937,0.892,,,0.89,1.286,1.647,,6.873,
B300,2048,fp16,262144,2048,846.587,834.917,737.455,724.878,731.019,718.151,777.788,761.559,784.158,768.056,737.01,724.749,,,,,749.708,744.435,1134.51,1130.278,1488.534,1484.594,,,6208.002,6202.116,,,0.871,0.863,0.919,0.926,0.871,,,0.886,1.34,1.758,,7.333,
B300,2048,fp32,8192,1,14.478,13.53,13.221,12.175,11.434,10.289,13.368,12.173,11.376,10.288,12.034,12.15,,,,,16.822,15.351,24.531,22.039,7.859,7.37,7.89,7.368,17.653,16.764,,,0.913,0.79,0.923,0.786,0.831,,,1.162,1.694,0.543,0.545,1.219,
B300,2048,fp32,8192,2,14.403,13.425,13.285,12.151,11.346,10.317,13.318,12.145,11.341,10.292,11.952,12.132,,,,,16.91,15.359,24.549,22.041,7.904,7.388,7.97,7.389,18.443,17.47,,,0.922,0.788,0.925,0.787,0.83,,,1.174,1.704,0.549,0.553,1.28,
B300,2048,fp32,8192,4,14.595,13.595,13.293,12.15,11.483,10.31,13.326,12.136,11.427,10.332,11.924,12.131,,,,,16.971,15.361,24.918,22.352,7.93,7.389,7.942,7.393,18.472,17.512,,,0.911,0.787,0.913,0.783,0.817,,,1.163,1.707,0.543,0.544,1.266,
B300,2048,fp32,8192,8,14.646,13.552,13.256,12.187,11.522,10.335,13.326,12.188,11.422,10.333,12.768,10.461,,,,,16.917,15.362,24.76,22.415,7.957,7.388,7.966,7.389,18.608,17.638,,,0.905,0.787,0.91,0.78,0.872,,,1.155,1.691,0.543,0.544,1.27,
B300,2048,fp32,8192,16,14.714,13.54,13.376,12.205,11.574,10.362,13.33,12.203,11.523,10.374,12.207,10.471,,,,,17.016,15.405,24.915,22.686,8.051,7.439,8.09,7.435,18.696,17.641,,,0.909,0.787,0.906,0.783,0.83,,,1.156,1.693,0.547,0.55,1.271,
B300,2048,fp32,8192,32,14.85,13.684,13.434,12.2,11.699,10.45,13.498,12.213,11.634,10.461,13.528,12.205,,,,,17.11,15.45,24.97,22.47,8.194,7.45,8.2,7.452,19.24,17.866,,,0.905,0.788,0.909,0.783,0.911,,,1.152,1.681,0.552,0.552,1.296,
B300,2048,fp32,8192,64,15.016,13.793,13.71,12.326,12.019,10.703,13.709,12.337,12.026,10.74,13.615,12.328,,,,,17.315,15.49,36.981,33.693,8.514,7.502,8.402,7.501,19.424,18.018,,,0.913,0.8,0.913,0.801,0.907,,,1.153,2.463,0.567,0.56,1.294,
B300,2048,fp32,8192,128,15.589,13.978,14.115,12.448,12.635,10.895,14.23,12.449,12.614,10.889,14.044,12.444,,,,,17.698,15.626,43.253,41.295,8.917,7.582,8.974,7.583,36.184,34.032,,,0.905,0.811,0.913,0.809,0.901,,,1.135,2.775,0.572,0.576,2.321,
B300,2048,fp32,8192,256,21.336,18.762,19.715,17.041,17.912,15.171,17.915,15.646,16.002,13.683,19.639,17.04,,,,,25.55,23.46,79.768,77.134,15.987,13.965,16.069,13.954,68.661,65.786,,,0.924,0.84,0.84,0.75,0.92,,,1.198,3.739,0.749,0.753,3.218,
B300,2048,fp32,8192,512,37.853,34.107,34.171,30.428,31.55,27.075,33.123,29.891,29.333,25.9,34.171,30.423,,,,,44.995,42.552,141.563,138.852,29.642,26.637,29.65,26.641,118.578,113.955,,,0.903,0.834,0.875,0.775,0.903,,,1.189,3.74,0.783,0.783,3.133,
B300,2048,fp32,8192,1024,60.488,54.099,54.019,48.922,49.171,43.489,57.92,52.64,51.291,45.363,53.902,48.92,,,,,73.437,70.597,258.064,255.381,50.205,45.657,50.168,45.661,234.739,225.891,,,0.893,0.813,0.958,0.848,0.891,,,1.214,4.266,0.83,0.829,3.881,
B300,2048,fp32,8192,2048,116.928,105.066,97.742,94.175,88.845,84.634,108.197,104.624,95.107,91.095,97.621,94.233,,,,,139.445,136.835,515.259,514.755,98.072,89.919,98.058,89.938,463.943,451.308,,,0.836,0.76,0.925,0.813,0.835,,,1.193,4.407,0.839,0.839,3.968,
B300,2048,fp32,16384,1,18.616,16.81,14.016,12.698,12.637,11.352,13.958,12.696,12.595,11.366,13.521,12.681,,,,,21.088,18.488,27.274,24.73,12.342,11.713,12.323,11.714,19.474,18.642,,,0.753,0.679,0.75,0.677,0.726,,,1.133,1.465,0.663,0.662,1.046,
B300,2048,fp32,16384,2,18.363,16.761,13.802,12.66,12.734,11.338,13.821,12.646,12.798,11.34,13.491,12.659,,,,,21.091,18.468,27.933,25.432,12.378,11.732,12.312,11.737,20.106,19.363,,,0.752,0.693,0.753,0.697,0.735,,,1.149,1.521,0.674,0.67,1.095,
B300,2048,fp32,16384,4,18.499,16.783,13.869,12.67,12.718,11.381,13.864,12.662,12.685,11.379,13.484,12.672,,,,,21.189,18.488,27.821,25.258,12.35,11.754,12.384,11.755,20.237,19.499,,,0.75,0.688,0.749,0.686,0.729,,,1.145,1.504,0.668,0.669,1.094,
B300,2048,fp32,16384,8,18.502,16.804,13.915,12.688,12.819,11.39,13.936,12.691,12.752,11.39,13.529,10.886,,,,,21.181,18.523,27.851,25.513,12.411,11.766,12.437,11.765,20.536,19.578,,,0.752,0.693,0.753,0.689,0.731,,,1.145,1.505,0.671,0.672,1.11,
B300,2048,fp32,16384,16,18.696,16.813,13.949,12.694,12.822,11.425,13.968,12.703,12.81,11.427,13.949,12.707,,,,,21.491,18.556,27.987,25.556,12.518,11.77,12.52,11.769,20.598,19.555,,,0.746,0.686,0.747,0.685,0.746,,,1.15,1.497,0.67,0.67,1.102,
B300,2048,fp32,16384,32,18.859,16.848,14.208,12.733,13.03,11.521,14.205,12.72,13.01,11.528,14.232,12.727,,,,,21.598,18.634,38.477,35.555,12.597,11.794,12.597,11.797,21.018,19.777,,,0.753,0.691,0.753,0.69,0.755,,,1.145,2.04,0.668,0.668,1.114,
B300,2048,fp32,16384,64,19.357,16.958,14.6,12.854,13.616,11.775,14.63,12.861,13.662,11.782,14.193,12.846,,,,,21.821,18.687,38.915,35.011,13.006,11.855,13.03,11.856,21.65,19.942,,,0.754,0.703,0.756,0.706,0.733,,,1.127,2.01,0.672,0.673,1.118,
B300,2048,fp32,16384,128,20.192,17.105,15.632,12.977,14.536,11.951,15.523,12.971,14.675,11.945,15.728,12.97,,,,,22.365,18.826,45.952,43.107,13.837,11.978,13.938,11.976,39.955,37.736,,,0.774,0.72,0.769,0.727,0.779,,,1.108,2.276,0.685,0.69,1.979,
B300,2048,fp32,16384,256,26.134,21.317,23.419,18.399,22.242,17.141,20.642,17.226,19.814,16.403,23.34,18.394,,,,,31.382,28.015,84.579,80.75,25.253,22.673,25.269,22.673,76.288,73.336,,,0.896,0.851,0.79,0.758,0.893,,,1.201,3.236,0.966,0.967,2.919,
B300,2048,fp32,16384,512,47.992,39.661,41.181,34.277,39.17,31.95,38.522,33.047,36.344,30.914,41.152,33.853,,,,,55.414,50.652,148.358,144.543,48.088,43.856,48.118,43.861,132.027,127.054,,,0.858,0.816,0.803,0.757,0.857,,,1.155,3.091,1.002,1.003,2.751,
B300,2048,fp32,16384,1024,79.794,68.536,66.76,54.78,64.262,51.625,67.398,57.967,64.04,54.11,66.612,54.886,,,,,89.541,84.225,271.011,270.097,84.384,75.679,84.291,75.672,261.517,252.135,,,0.837,0.805,0.845,0.803,0.835,,,1.122,3.396,1.058,1.056,3.277,
B300,2048,fp32,16384,2048,134.55,129.687,117.445,113.021,111.845,106.491,121.491,117.555,114.739,110.286,117.598,113.053,,,,,168.662,167.413,538.443,537.945,163.549,159.027,163.621,159.052,517.821,515.351,,,0.873,0.831,0.903,0.853,0.874,,,1.254,4.002,1.216,1.216,3.849,
B300,2048,fp32,32768,1,23.762,20.191,18.805,17.092,16.026,14.278,18.693,17.156,15.979,14.261,16.406,13.3,,,,,29.645,25.487,43.469,39.275,19.738,18.836,19.037,18.179,19.565,18.844,,,0.791,0.674,0.787,0.672,0.69,,,1.248,1.829,0.831,0.801,0.823,
B300,2048,fp32,32768,2,23.819,20.204,18.55,17.076,16.091,14.205,18.557,17.021,16.091,14.173,16.125,13.336,,,,,29.784,25.605,43.536,39.394,20.096,19.231,19.074,18.196,20.166,19.283,,,0.779,0.676,0.779,0.676,0.677,,,1.25,1.828,0.844,0.801,0.847,
B300,2048,fp32,32768,4,23.91,20.207,18.571,16.965,15.914,14.229,18.613,17.036,15.848,14.254,16.38,13.282,,,,,29.787,25.496,43.123,39.16,20.114,19.24,19.064,18.207,20.037,19.315,,,0.777,0.666,0.778,0.663,0.685,,,1.246,1.804,0.841,0.797,0.838,
B300,2048,fp32,32768,8,23.946,20.236,18.707,17.073,16.024,14.239,18.606,17.064,16.022,14.242,16.375,15.181,,,,,29.894,25.606,43.024,39.366,20.573,19.503,19.176,18.221,20.6,19.525,,,0.781,0.669,0.777,0.669,0.684,,,1.248,1.797,0.859,0.801,0.86,
B300,2048,fp32,32768,16,24.136,20.198,18.869,17.178,16.235,14.337,18.878,17.103,16.227,14.347,16.65,15.265,,,,,30.038,25.684,42.307,39.709,20.846,19.671,19.176,18.243,20.894,19.67,,,0.782,0.673,0.782,0.672,0.69,,,1.245,1.753,0.864,0.794,0.866,
B300,2048,fp32,32768,32,24.442,20.221,19.12,17.16,16.566,14.466,19.154,17.151,16.581,14.464,19.298,17.164,,,,,30.318,25.77,48.965,47.261,21.429,19.837,19.437,18.27,21.434,19.866,,,0.782,0.678,0.784,0.678,0.79,,,1.24,2.003,0.877,0.795,0.877,
B300,2048,fp32,32768,64,25.069,20.449,19.819,17.286,17.434,14.712,19.813,17.272,17.392,14.677,19.972,17.285,,,,,30.656,25.836,67.59,65.869,19.947,18.354,19.902,18.353,39.96,37.929,,,0.791,0.695,0.79,0.694,0.797,,,1.223,2.696,0.796,0.794,1.594,
B300,2048,fp32,32768,128,26.299,20.688,21.28,17.535,18.766,15.005,21.338,17.519,18.776,14.991,21.385,17.537,,,,,31.384,26.08,51.666,47.392,21.133,18.477,21.142,18.477,76.282,73.48,,,0.809,0.714,0.811,0.714,0.813,,,1.193,1.965,0.804,0.804,2.901,
B300,2048,fp32,32768,256,34.714,26.23,33.579,25.059,30.36,21.856,29.563,23.475,26.605,20.56,33.83,25.076,,,,,42.666,36.408,94.664,88.746,39.894,35.575,39.915,35.576,132.568,127.987,,,0.967,0.875,0.852,0.766,0.975,,,1.229,2.727,1.149,1.15,3.819,
B300,2048,fp32,32768,512,66.11,50.39,63.555,48.045,57.736,41.869,55.586,45.494,50.096,39.338,63.348,48.124,,,,,76.835,66.664,164.805,159.393,78.442,69.736,78.512,69.742,262.298,253.86,,,0.961,0.873,0.841,0.758,0.958,,,1.162,2.493,1.187,1.188,3.968,
B300,2048,fp32,32768,1024,105.309,98.868,100.678,93.291,91.979,84.382,96.219,90.334,85.866,79.9,100.346,93.572,,,,,122.493,118.915,303.277,302.04,137.767,130.467,137.701,130.424,518.866,516.865,,,0.956,0.873,0.914,0.815,0.953,,,1.163,2.88,1.308,1.308,4.927,
B300,2048,fp32,32768,2048,186.322,180.44,178.405,171.23,161.407,153.827,173.976,168.25,153.512,147.963,178.529,170.778,,,,,226.222,222.414,594.886,594.115,264.933,258.344,264.374,258.065,1036.219,1033.937,,,0.958,0.866,0.934,0.824,0.958,,,1.214,3.193,1.422,1.419,5.561,
B300,2048,fp32,65536,1,34.408,28.589,24.582,22.886,21.102,19.15,20.336,18.714,17.189,15.27,18.776,17.125,,,,,46.365,37.1,45.117,40.604,19.434,18.778,,,19.518,18.709,,,0.714,0.613,0.591,0.5,0.546,,,1.348,1.311,0.565,,0.567,
B300,2048,fp32,65536,2,34.027,28.335,24.691,22.901,21.171,19.232,20.69,18.856,17.088,15.414,19.13,17.18,,,,,46.278,37.2,45.456,40.958,19.482,18.665,,,19.445,18.666,,,0.726,0.622,0.608,0.502,0.562,,,1.36,1.336,0.573,,0.571,
B300,2048,fp32,65536,4,34.122,28.36,24.717,22.928,20.955,19.297,20.739,18.896,17.314,15.46,18.856,17.199,,,,,46.389,37.292,45.074,40.651,19.72,18.819,,,19.656,18.785,,,0.724,0.614,0.608,0.507,0.553,,,1.36,1.321,0.578,,0.576,
B300,2048,fp32,65536,8,34.403,28.513,24.781,22.937,21.066,19.297,20.811,19.018,17.557,15.624,20.84,17.226,,,,,46.27,37.302,44.778,40.694,20.283,19.358,,,20.338,19.297,,,0.72,0.612,0.605,0.51,0.606,,,1.345,1.302,0.59,,0.591,
B300,2048,fp32,65536,16,34.691,28.513,24.754,22.96,21.349,19.34,21.299,19.348,17.949,16.039,21.812,19.139,,,,,46.371,37.28,43.696,40.439,20.944,19.532,,,20.91,19.54,,,0.714,0.615,0.614,0.517,0.629,,,1.337,1.26,0.604,,0.603,
B300,2048,fp32,65536,32,35.096,28.551,25.254,22.965,21.944,19.446,22.638,20.674,19.29,17.037,25.097,22.952,,,,,46.685,37.442,50.954,48.575,25.014,23.033,,,39.126,37.104,,,0.72,0.625,0.645,0.55,0.715,,,1.33,1.452,0.713,,1.115,
B300,2048,fp32,65536,64,36.197,28.803,26.426,23.185,23.002,19.706,24.309,21.236,20.83,17.89,26.211,23.165,,,,,47.35,37.594,71.541,68.875,32.507,29.725,,,75.395,72.179,,,0.73,0.635,0.672,0.575,0.724,,,1.308,1.976,0.898,,2.083,
B300,2048,fp32,65536,128,38.32,29.175,29.475,23.548,25.989,20.133,29.382,23.567,25.926,20.173,29.394,23.548,,,,,48.955,37.83,62.76,55.59,60.925,57.066,,,145.714,141.328,,,0.769,0.678,0.767,0.677,0.767,,,1.278,1.638,1.59,,3.803,
B300,2048,fp32,65536,256,55.358,41.24,52.394,37.582,46.32,31.125,44.906,32.928,40.658,28.839,52.454,37.634,,,,,64.6,50.861,115.512,104.392,117.938,111.64,,,272.984,264.175,,,0.946,0.837,0.811,0.734,0.948,,,1.167,2.087,2.13,,4.931,
B300,2048,fp32,65536,512,138.202,121.586,130.974,112.463,123.733,103.883,83.214,74.459,74.667,65.918,131.126,112.305,,,,,123.528,114.934,196.762,193.455,203.496,199.667,,,524.752,521.819,,,0.948,0.895,0.602,0.54,0.949,,,0.894,1.424,1.472,,3.797,
B300,2048,fp32,65536,1024,222.355,204.821,212.283,200.651,196.101,182.645,139.526,130.303,125.299,115.842,212.252,200.906,,,,,192.298,184.013,358.8,355.843,399.941,396.277,,,1031.579,1029.531,,,0.955,0.882,0.627,0.564,0.955,,,0.865,1.614,1.799,,4.639,
B300,2048,fp32,65536,2048,365.37,353.841,354.976,337.992,347.079,335.088,248.624,240.024,221.247,212.759,355.421,338.711,,,,,348.571,339.871,700.365,698.099,794.688,790.64,,,2058.932,2057.033,,,0.972,0.95,0.68,0.606,0.973,,,0.954,1.917,2.175,,5.635,
B300,2048,fp32,131072,1,50.933,41.872,32.822,30.44,28.478,26.176,22.144,20.724,18.17,16.726,24.547,22.032,,,,,76.528,58.687,48.397,42.966,19.76,18.749,,,19.696,18.734,,,0.644,0.559,0.435,0.357,0.482,,,1.503,0.95,0.388,,0.387,
B300,2048,fp32,131072,2,51.115,41.905,32.595,30.348,28.31,26.134,22.448,20.869,18.386,16.866,24.662,21.995,,,,,76.414,58.612,48.71,43.181,19.637,18.754,,,19.659,18.753,,,0.638,0.554,0.439,0.36,0.482,,,1.495,0.953,0.384,,0.385,
B300,2048,fp32,131072,4,51.422,41.981,32.766,30.358,28.555,26.159,22.606,20.885,18.565,16.938,25.088,22.213,,,,,76.328,58.568,48.379,42.959,19.901,18.83,,,19.838,18.868,,,0.637,0.555,0.44,0.361,0.488,,,1.484,0.941,0.387,,0.386,
B300,2048,fp32,131072,8,51.403,41.974,32.837,30.403,28.725,26.173,22.765,21.043,18.888,17.108,26.085,24.193,,,,,76.262,58.609,48.104,43.123,20.744,19.378,,,20.779,19.416,,,0.639,0.559,0.443,0.367,0.507,,,1.484,0.936,0.404,,0.404,
B300,2048,fp32,131072,16,51.611,41.998,33.162,30.42,29.176,26.223,23.614,21.372,19.842,17.525,27.034,23.134,,,,,76.381,58.713,48.291,44.233,24.659,22.876,,,38.144,36.214,,,0.643,0.565,0.458,0.384,0.524,,,1.48,0.936,0.478,,0.739,
B300,2048,fp32,131072,32,52.392,42.08,33.808,30.509,29.846,26.371,28.323,25.469,24.104,21.013,33.808,30.509,,,,,76.65,58.881,56.83,53.145,32.28,29.453,,,73.264,70.462,,,0.645,0.57,0.541,0.46,0.645,,,1.463,1.085,0.616,,1.398,
B300,2048,fp32,131072,64,54.384,42.512,36.126,30.9,32.038,26.714,31.678,26.493,27.902,22.712,35.904,30.896,,,,,78.224,59.087,82.622,77.907,60.59,56.973,,,140.888,137.025,,,0.664,0.589,0.582,0.513,0.66,,,1.438,1.519,1.114,,2.591,
B300,2048,fp32,131072,128,61.058,43.103,43.027,31.758,39.421,28.062,43.082,31.766,39.314,28.088,42.66,30.899,,,,,84.613,59.366,84.306,70.784,103.434,96.525,,,262.08,255.406,,,0.705,0.646,0.706,0.644,0.699,,,1.386,1.381,1.694,,4.292,
B300,2048,fp32,131072,256,127.55,115.059,120.472,106.656,115.818,101.944,107.912,92.296,103.253,87.617,119.891,106.422,,,,,115.11,106.603,161.818,154.097,201.726,197.167,,,512.071,508.987,,,0.945,0.908,0.846,0.81,0.94,,,0.902,1.269,1.582,,4.015,
B300,2048,fp32,131072,512,235.016,222.04,227.424,215.317,224.531,205.686,188.984,178.012,181.117,169.993,227.674,215.413,,,,,198.339,188.293,267.211,260.417,365.682,361.578,,,1006.266,1003.774,,,0.968,0.955,0.804,0.771,0.969,,,0.844,1.137,1.556,,4.282,
B300,2048,fp32,131072,1024,396.632,384.271,385.456,370.633,378.293,356.852,363.962,355.653,346.001,338.1,385.266,370.829,,,,,316.429,306.67,483.259,476.43,693.039,688.99,,,2001.09,2000.014,,,0.972,0.954,0.918,0.872,0.971,,,0.798,1.218,1.747,,5.045,
B300,2048,fp32,131072,2048,761.891,749.74,735.178,722.94,715.147,703.236,672.896,675.8,655.111,651.178,735.909,722.994,,,,,581.765,571.836,933.799,927.701,1383.773,1379.504,,,4000.898,3997.755,,,0.965,0.939,0.883,0.86,0.966,,,0.764,1.226,1.816,,5.251,
B300,2048,fp32,262144,1,91.128,75.608,49.962,46.691,49.114,45.691,25.893,24.253,25.078,23.396,34.356,30.387,,,,,133.853,98.286,54.176,47.324,19.654,18.657,,,19.736,18.662,,,0.548,0.539,0.284,0.275,0.377,,,1.469,0.595,0.216,,0.217,
B300,2048,fp32,262144,2,91.438,75.624,49.926,46.669,48.918,45.654,26.296,24.445,25.48,23.576,33.863,30.801,,,,,133.84,98.543,54.722,47.465,19.536,18.659,,,19.6,18.624,,,0.546,0.535,0.288,0.279,0.37,,,1.464,0.598,0.214,,0.214,
B300,2048,fp32,262144,4,91.658,75.602,49.941,46.736,49.166,45.706,26.558,24.498,25.752,23.605,33.873,30.236,,,,,133.859,98.523,54.349,47.046,20.462,19.124,,,20.39,19.081,,,0.545,0.536,0.29,0.281,0.37,,,1.46,0.593,0.223,,0.222,
