model,K,dtype,op,BS,gm_us_cold,gm_us_warm,ratio_vs_base_cold,ratio_vs_base_warm
flash,512,fp32,gvr_cutedsl,1,14.829,12.216,1.0,1.0
flash,512,fp32,gvr_cutedsl,2,14.707,12.196,1.0,1.0
flash,512,fp32,gvr_cutedsl,4,14.940,12.338,1.0,1.0
flash,512,fp32,gvr_cutedsl,8,15.101,12.426,1.0,1.0
flash,512,fp32,gvr_cutedsl,16,15.391,12.749,1.0,1.0
flash,512,fp32,gvr_cutedsl,32,15.775,12.962,1.0,1.0
flash,512,fp32,gvr_cutedsl,64,16.301,13.061,1.0,1.0
flash,512,fp32,gvr_cutedsl,128,17.295,13.446,1.0,1.0
flash,512,fp32,gvr_cutedsl,256,23.181,18.091,1.0,1.0
flash,512,fp32,gvr_cutedsl,512,43.677,33.125,1.0,1.0
flash,512,fp32,gvr_cutedsl,1024,67.593,58.498,1.0,1.0
flash,512,fp32,gvr_cutedsl,2048,112.271,105.715,1.0,1.0
flash,512,fp32,op21_legacy,1,17.274,15.283,1.1649,1.251
flash,512,fp32,op21_legacy,2,17.349,15.287,1.1797,1.2535
flash,512,fp32,op21_legacy,4,17.552,15.387,1.1748,1.2471
flash,512,fp32,op21_legacy,8,17.654,15.492,1.1691,1.2467
flash,512,fp32,op21_legacy,16,17.892,15.804,1.1625,1.2397
flash,512,fp32,op21_legacy,32,18.233,16.014,1.1558,1.2355
flash,512,fp32,op21_legacy,64,18.598,16.185,1.1409,1.2391
flash,512,fp32,op21_legacy,128,19.411,16.642,1.1224,1.2377
flash,512,fp32,op21_legacy,256,22.356,18.478,0.9644,1.0214
flash,512,fp32,op21_legacy,512,43.286,33.137,0.9911,1.0004
flash,512,fp32,op21_legacy,1024,66.876,58.098,0.9894,0.9932
flash,512,fp32,op21_legacy,2048,110.488,104.550,0.9841,0.989
flash,512,fp32,op27_hls,1,17.229,15.241,1.1618,1.2476
flash,512,fp32,op27_hls,2,17.311,15.244,1.1771,1.2499
flash,512,fp32,op27_hls,4,17.482,15.351,1.1701,1.2443
flash,512,fp32,op27_hls,8,17.684,15.481,1.1711,1.2459
flash,512,fp32,op27_hls,16,17.908,15.769,1.1635,1.2369
flash,512,fp32,op27_hls,32,18.233,15.985,1.1558,1.2332
flash,512,fp32,op27_hls,64,18.594,16.175,1.1406,1.2384
flash,512,fp32,op27_hls,128,19.363,16.583,1.1196,1.2333
flash,512,fp32,op27_hls,256,22.647,18.626,0.977,1.0296
flash,512,fp32,op27_hls,512,43.882,33.371,1.0047,1.0074
flash,512,fp32,op27_hls,1024,67.513,59.009,0.9988,1.0087
flash,512,fp32,op27_hls,2048,111.306,105.191,0.9914,0.995
flash,512,fp32,gvr_multicta_cutedsl,1,14.777,12.214,0.9964,0.9998
flash,512,fp32,gvr_multicta_cutedsl,2,14.704,12.189,0.9998,0.9995
flash,512,fp32,gvr_multicta_cutedsl,4,14.884,12.336,0.9962,0.9999
flash,512,fp32,gvr_multicta_cutedsl,8,15.097,12.419,0.9997,0.9994
flash,512,fp32,gvr_multicta_cutedsl,16,15.417,12.741,1.0017,0.9994
flash,512,fp32,gvr_multicta_cutedsl,32,15.754,12.954,0.9987,0.9993
flash,512,fp32,gvr_multicta_cutedsl,64,16.300,13.054,0.9999,0.9994
flash,512,fp32,gvr_multicta_cutedsl,128,17.299,13.450,1.0002,1.0003
flash,512,fp32,gvr_multicta_cutedsl,256,22.400,17.630,0.9663,0.9745
flash,512,fp32,gvr_multicta_cutedsl,512,41.918,32.887,0.9597,0.9928
flash,512,fp32,gvr_multicta_cutedsl,1024,75.935,67.737,1.1234,1.1579
flash,512,fp32,gvr_multicta_cutedsl,2048,132.060,125.858,1.1763,1.1905
flash,512,fp32,op26_1cta,1,13.082,10.518,0.8821,0.861
flash,512,fp32,op26_1cta,2,13.074,10.494,0.889,0.8604
flash,512,fp32,op26_1cta,4,13.247,10.632,0.8866,0.8618
flash,512,fp32,op26_1cta,8,13.427,10.717,0.8891,0.8625
flash,512,fp32,op26_1cta,16,13.737,11.042,0.8925,0.8661
flash,512,fp32,op26_1cta,32,14.061,11.231,0.8913,0.8665
flash,512,fp32,op26_1cta,64,14.610,11.320,0.8963,0.8667
flash,512,fp32,op26_1cta,128,15.610,11.734,0.9025,0.8727
flash,512,fp32,op26_1cta,256,22.201,17.122,0.9577,0.9464
flash,512,fp32,op26_1cta,512,42.172,30.316,0.9656,0.9152
flash,512,fp32,op26_1cta,1024,65.310,56.708,0.9662,0.9694
flash,512,fp32,op26_1cta,2048,107.474,100.697,0.9573,0.9525
flash,512,fp32,op26_mc,1,14.806,12.214,0.9984,0.9998
flash,512,fp32,op26_mc,2,14.728,12.190,1.0014,0.9995
flash,512,fp32,op26_mc,4,14.924,12.332,0.9989,0.9996
flash,512,fp32,op26_mc,8,15.147,12.419,1.003,0.9994
flash,512,fp32,op26_mc,16,15.392,12.739,1.0001,0.9992
flash,512,fp32,op26_mc,32,15.812,12.956,1.0024,0.9996
flash,512,fp32,op26_mc,64,16.345,13.057,1.0027,0.9997
flash,512,fp32,op26_mc,128,17.299,13.444,1.0002,0.9999
flash,512,fp32,op26_mc,256,22.434,17.626,0.9678,0.9743
flash,512,fp32,op26_mc,512,42.013,32.881,0.9619,0.9926
flash,512,fp32,op26_mc,1024,75.937,67.747,1.1234,1.1581
flash,512,fp32,op26_mc,2048,132.105,125.900,1.1767,1.1909
flash,512,fp32,op26_r0auto,1,13.089,10.517,0.8826,0.8609
flash,512,fp32,op26_r0auto,2,13.075,10.491,0.889,0.8602
flash,512,fp32,op26_r0auto,4,13.243,10.633,0.8864,0.8619
flash,512,fp32,op26_r0auto,8,13.444,10.717,0.8903,0.8624
flash,512,fp32,op26_r0auto,16,13.735,11.043,0.8925,0.8662
flash,512,fp32,op26_r0auto,32,14.060,11.232,0.8913,0.8665
flash,512,fp32,op26_r0auto,64,14.623,11.322,0.897,0.8669
flash,512,fp32,op26_r0auto,128,15.617,11.739,0.903,0.873
flash,512,fp32,op26_r0auto,256,22.209,17.122,0.9581,0.9464
flash,512,fp32,op26_r0auto,512,42.151,30.371,0.9651,0.9169
flash,512,fp32,op26_r0auto,1024,65.308,56.514,0.9662,0.9661
flash,512,fp32,op26_r0auto,2048,107.506,100.686,0.9576,0.9524
flash,512,fp32,radix_cutedsl,1,15.625,14.597,1.0537,1.1948
flash,512,fp32,radix_cutedsl,2,19.748,18.678,1.3428,1.5316
flash,512,fp32,radix_cutedsl,4,19.935,18.914,1.3343,1.533
flash,512,fp32,radix_cutedsl,8,19.984,18.922,1.3234,1.5227
flash,512,fp32,radix_cutedsl,16,20.274,19.217,1.3173,1.5074
flash,512,fp32,radix_cutedsl,32,20.656,19.307,1.3094,1.4895
flash,512,fp32,radix_cutedsl,64,16.770,14.659,1.0288,1.1223
flash,512,fp32,radix_cutedsl,128,17.787,14.936,1.0284,1.1108
flash,512,fp32,radix_cutedsl,256,32.887,28.251,1.4187,1.5616
flash,512,fp32,radix_cutedsl,512,63.752,54.647,1.4596,1.6497
flash,512,fp32,radix_cutedsl,1024,111.797,102.782,1.654,1.757
flash,512,fp32,radix_cutedsl,2048,214.270,206.745,1.9085,1.9557
flash,512,fp32,radix_single_cuda,1,24.177,20.087,1.6303,1.6443
flash,512,fp32,radix_single_cuda,2,24.363,20.177,1.6565,1.6544
flash,512,fp32,radix_single_cuda,4,24.516,20.254,1.6409,1.6416
flash,512,fp32,radix_single_cuda,8,24.596,20.370,1.6288,1.6393
flash,512,fp32,radix_single_cuda,16,24.845,20.718,1.6143,1.6251
flash,512,fp32,radix_single_cuda,32,25.099,20.883,1.5911,1.6111
flash,512,fp32,radix_single_cuda,64,25.535,20.957,1.5664,1.6045
flash,512,fp32,radix_single_cuda,128,26.162,21.200,1.5127,1.5767
flash,512,fp32,radix_single_cuda,256,36.229,31.288,1.5628,1.7295
flash,512,fp32,radix_single_cuda,512,63.127,55.089,1.4453,1.6631
flash,512,fp32,radix_single_cuda,1024,100.651,95.004,1.4891,1.6241
flash,512,fp32,radix_single_cuda,2048,185.775,182.113,1.6547,1.7227
flash,512,fp32,radix_multi_cuda,1,38.929,33.930,2.6251,2.7774
flash,512,fp32,radix_multi_cuda,2,39.336,34.684,2.6747,2.844
flash,512,fp32,radix_multi_cuda,4,39.210,34.881,2.6244,2.8272
flash,512,fp32,radix_multi_cuda,8,38.873,35.098,2.5743,2.8245
flash,512,fp32,radix_multi_cuda,16,37.740,35.324,2.4521,2.7708
flash,512,fp32,radix_multi_cuda,32,44.543,42.959,2.8237,3.3142
flash,512,fp32,radix_multi_cuda,64,62.542,61.146,3.8367,4.6815
flash,512,fp32,radix_multi_cuda,128,48.943,45.504,2.8298,3.3842
flash,512,fp32,radix_multi_cuda,256,89.481,84.564,3.8601,4.6743
flash,512,fp32,radix_multi_cuda,512,155.194,149.439,3.5533,4.5113
flash,512,fp32,radix_multi_cuda,1024,282.032,280.177,4.1725,4.7895
flash,512,fp32,radix_multi_cuda,2048,557.460,556.468,4.9653,5.2638
flash,512,fp32,sglang_streaming,1,13.832,12.534,0.9327,1.026
flash,512,fp32,sglang_streaming,2,13.800,12.577,0.9384,1.0313
flash,512,fp32,sglang_streaming,4,13.807,12.629,0.9242,1.0236
flash,512,fp32,sglang_streaming,8,13.832,12.700,0.916,1.022
flash,512,fp32,sglang_streaming,16,14.036,13.053,0.912,1.0239
flash,512,fp32,sglang_streaming,32,14.382,13.155,0.9117,1.0149
flash,512,fp32,sglang_streaming,64,14.923,13.275,0.9155,1.0163
flash,512,fp32,sglang_streaming,128,15.636,13.751,0.9041,1.0227
flash,512,fp32,sglang_streaming,256,23.248,20.476,1.0029,1.1318
flash,512,fp32,sglang_streaming,512,40.580,36.988,0.9291,1.1166
flash,512,fp32,sglang_streaming,1024,68.077,65.115,1.0072,1.1131
flash,512,fp32,sglang_streaming,2048,127.211,125.259,1.1331,1.1849
flash,512,fp32,sglang_v2,1,9.973,7.693,0.6725,0.6297
flash,512,fp32,sglang_v2,2,10.002,7.721,0.6801,0.6331
flash,512,fp32,sglang_v2,4,10.067,7.756,0.6738,0.6286
flash,512,fp32,sglang_v2,8,10.129,7.809,0.6708,0.6284
flash,512,fp32,sglang_v2,16,10.403,8.170,0.6759,0.6409
flash,512,fp32,sglang_v2,32,10.721,8.277,0.6796,0.6386
flash,512,fp32,sglang_v2,64,11.187,8.353,0.6863,0.6395
flash,512,fp32,sglang_v2,128,11.929,8.590,0.6897,0.6388
flash,512,fp32,sglang_v2,256,15.247,12.993,0.6577,0.7182
flash,512,fp32,sglang_v2,512,28.325,23.009,0.6485,0.6946
flash,512,fp32,sglang_v2,1024,50.230,42.151,0.7431,0.7205
flash,512,fp32,sglang_v2,2048,87.410,81.500,0.7786,0.7709
flash,512,fp32,flashinfer_topk,1,12.160,10.822,0.82,0.8859
flash,512,fp32,flashinfer_topk,2,12.257,10.884,0.8334,0.8925
flash,512,fp32,flashinfer_topk,4,12.579,11.263,0.842,0.9129
flash,512,fp32,flashinfer_topk,8,12.733,11.341,0.8432,0.9127
flash,512,fp32,flashinfer_topk,16,15.107,13.798,0.9816,1.0823
flash,512,fp32,flashinfer_topk,32,16.320,15.008,1.0346,1.1578
flash,512,fp32,flashinfer_topk,64,17.533,15.617,1.0756,1.1957
flash,512,fp32,flashinfer_topk,128,20.423,17.893,1.1808,1.3307
flash,512,fp32,flashinfer_topk,256,23.197,19.381,1.0007,1.0713
flash,512,fp32,flashinfer_topk,512,42.389,35.400,0.9705,1.0687
flash,512,fp32,flashinfer_topk,1024,72.396,67.533,1.071,1.1545
flash,512,fp32,flashinfer_topk,2048,134.673,131.243,1.1995,1.2415
flash,512,fp32,gvr29_hbe,1,10.078,7.680,0.6796,0.6287
flash,512,fp32,gvr29_hbe,2,10.007,7.718,0.6805,0.6328
flash,512,fp32,gvr29_hbe,4,9.971,7.746,0.6674,0.6278
flash,512,fp32,gvr29_hbe,8,10.093,7.798,0.6684,0.6276
flash,512,fp32,gvr29_hbe,16,10.363,8.161,0.6734,0.6401
flash,512,fp32,gvr29_hbe,32,10.710,8.273,0.6789,0.6383
flash,512,fp32,gvr29_hbe,64,11.220,8.347,0.6883,0.6391
flash,512,fp32,gvr29_hbe,128,11.929,8.586,0.6897,0.6386
flash,512,fp32,gvr29_hbe,256,15.236,12.979,0.6573,0.7174
flash,512,fp32,gvr29_hbe,512,28.308,23.009,0.6481,0.6946
flash,512,fp32,gvr29_hbe,1024,50.178,41.929,0.7423,0.7168
flash,512,fp32,gvr29_hbe,2048,87.460,81.488,0.779,0.7708
flash,512,bf16,gvr_cutedsl,1,15.381,13.043,1.0,1.0
flash,512,bf16,gvr_cutedsl,2,15.237,12.976,1.0,1.0
flash,512,bf16,gvr_cutedsl,4,15.195,12.984,1.0,1.0
flash,512,bf16,gvr_cutedsl,8,15.367,13.036,1.0,1.0
flash,512,bf16,gvr_cutedsl,16,15.639,13.324,1.0,1.0
flash,512,bf16,gvr_cutedsl,32,15.921,13.491,1.0,1.0
flash,512,bf16,gvr_cutedsl,64,16.239,13.582,1.0,1.0
flash,512,bf16,gvr_cutedsl,128,16.829,13.879,1.0,1.0
flash,512,bf16,gvr_cutedsl,256,21.058,17.874,1.0,1.0
flash,512,bf16,gvr_cutedsl,512,36.837,31.461,1.0,1.0
flash,512,bf16,gvr_cutedsl,1024,57.646,49.532,1.0,1.0
flash,512,bf16,gvr_cutedsl,2048,102.878,98.834,1.0,1.0
flash,512,bf16,op21_legacy,1,22.251,19.529,1.4466,1.4973
flash,512,bf16,op21_legacy,2,22.152,19.453,1.4539,1.4992
flash,512,bf16,op21_legacy,4,22.078,19.483,1.453,1.5005
flash,512,bf16,op21_legacy,8,22.117,19.505,1.4393,1.4962
flash,512,bf16,op21_legacy,16,22.416,19.777,1.4334,1.4844
flash,512,bf16,op21_legacy,32,22.718,20.067,1.4269,1.4874
flash,512,bf16,op21_legacy,64,22.983,20.145,1.4153,1.4832
flash,512,bf16,op21_legacy,128,23.452,20.470,1.3936,1.4749
flash,512,bf16,op21_legacy,256,23.417,20.528,1.1121,1.1485
flash,512,bf16,op21_legacy,512,42.024,37.643,1.1408,1.1965
flash,512,bf16,op21_legacy,1024,68.183,61.114,1.1828,1.2338
flash,512,bf16,op21_legacy,2048,119.674,117.242,1.1633,1.1862
flash,512,bf16,op27_hls,1,24.645,19.612,1.6023,1.5037
flash,512,bf16,op27_hls,2,24.688,19.561,1.6203,1.5075
flash,512,bf16,op27_hls,4,24.421,19.576,1.6071,1.5077
flash,512,bf16,op27_hls,8,24.351,19.569,1.5846,1.5012
flash,512,bf16,op27_hls,16,24.070,19.864,1.5391,1.4909
flash,512,bf16,op27_hls,32,24.044,20.094,1.5101,1.4894
flash,512,bf16,op27_hls,64,24.063,20.145,1.4818,1.4832
flash,512,bf16,op27_hls,128,24.233,20.471,1.44,1.4749
flash,512,bf16,op27_hls,256,23.446,20.465,1.1134,1.1449
flash,512,bf16,op27_hls,512,42.196,37.330,1.1455,1.1865
flash,512,bf16,op27_hls,1024,68.176,60.917,1.1827,1.2299
flash,512,bf16,op27_hls,2048,119.310,116.675,1.1597,1.1805
flash,512,bf16,gvr_multicta_cutedsl,1,13.890,11.541,0.9031,0.8849
flash,512,bf16,gvr_multicta_cutedsl,2,13.592,11.510,0.8921,0.887
flash,512,bf16,gvr_multicta_cutedsl,4,13.793,11.539,0.9077,0.8887
flash,512,bf16,gvr_multicta_cutedsl,8,13.869,11.553,0.9026,0.8862
flash,512,bf16,gvr_multicta_cutedsl,16,14.181,11.879,0.9068,0.8916
flash,512,bf16,gvr_multicta_cutedsl,32,14.510,12.027,0.9113,0.8915
flash,512,bf16,gvr_multicta_cutedsl,64,14.792,12.115,0.9109,0.892
flash,512,bf16,gvr_multicta_cutedsl,128,15.372,12.381,0.9134,0.892
flash,512,bf16,gvr_multicta_cutedsl,256,19.536,16.303,0.9278,0.9121
flash,512,bf16,gvr_multicta_cutedsl,512,33.204,28.104,0.9014,0.8933
flash,512,bf16,gvr_multicta_cutedsl,1024,51.707,44.876,0.897,0.906
flash,512,bf16,gvr_multicta_cutedsl,2048,93.878,90.466,0.9125,0.9153
flash,512,bf16,op26_1cta,1,15.101,12.949,0.9818,0.9928
flash,512,bf16,op26_1cta,2,15.117,12.920,0.9922,0.9957
flash,512,bf16,op26_1cta,4,15.320,12.948,1.0082,0.9972
flash,512,bf16,op26_1cta,8,15.292,12.956,0.9951,0.9938
flash,512,bf16,op26_1cta,16,15.645,13.274,1.0004,0.9963
flash,512,bf16,op26_1cta,32,15.910,13.413,0.9993,0.9942
flash,512,bf16,op26_1cta,64,16.196,13.528,0.9974,0.996
flash,512,bf16,op26_1cta,128,16.797,13.821,0.9981,0.9958
flash,512,bf16,op26_1cta,256,18.470,15.397,0.8771,0.8614
flash,512,bf16,op26_1cta,512,32.211,26.697,0.8744,0.8486
flash,512,bf16,op26_1cta,1024,50.238,41.803,0.8715,0.844
flash,512,bf16,op26_1cta,2048,88.600,84.073,0.8612,0.8506
flash,512,bf16,op26_mc,1,13.716,11.536,0.8917,0.8845
flash,512,bf16,op26_mc,2,13.707,11.523,0.8996,0.8881
flash,512,bf16,op26_mc,4,13.711,11.529,0.9023,0.8879
flash,512,bf16,op26_mc,8,13.830,11.557,0.9,0.8865
flash,512,bf16,op26_mc,16,14.205,11.863,0.9083,0.8904
flash,512,bf16,op26_mc,32,14.455,12.028,0.9079,0.8915
flash,512,bf16,op26_mc,64,14.757,12.114,0.9088,0.8919
flash,512,bf16,op26_mc,128,15.321,12.357,0.9104,0.8903
flash,512,bf16,op26_mc,256,19.433,16.297,0.9229,0.9118
flash,512,bf16,op26_mc,512,33.224,28.110,0.9019,0.8935
flash,512,bf16,op26_mc,1024,51.819,44.898,0.8989,0.9064
flash,512,bf16,op26_mc,2048,93.876,90.356,0.9125,0.9142
flash,512,bf16,op26_r0auto,1,16.088,13.998,1.046,1.0733
flash,512,bf16,op26_r0auto,2,15.865,13.955,1.0412,1.0755
flash,512,bf16,op26_r0auto,4,15.963,13.982,1.0505,1.0769
flash,512,bf16,op26_r0auto,8,16.089,13.997,1.047,1.0737
flash,512,bf16,op26_r0auto,16,16.406,14.296,1.0491,1.0729
flash,512,bf16,op26_r0auto,32,16.684,14.450,1.0479,1.0711
flash,512,bf16,op26_r0auto,64,16.936,14.551,1.0429,1.0713
flash,512,bf16,op26_r0auto,128,17.553,14.846,1.043,1.0696
flash,512,bf16,op26_r0auto,256,21.641,18.849,1.0277,1.0545
flash,512,bf16,op26_r0auto,512,37.814,33.438,1.0265,1.0628
flash,512,bf16,op26_r0auto,1024,58.958,52.972,1.0228,1.0694
flash,512,bf16,op26_r0auto,2048,107.467,104.546,1.0446,1.0578
flash,512,bf16,radix_cutedsl,1,14.462,13.240,0.9402,1.0151
flash,512,bf16,radix_cutedsl,2,14.554,13.242,0.9552,1.0205
flash,512,bf16,radix_cutedsl,4,14.583,13.466,0.9597,1.0371
flash,512,bf16,radix_cutedsl,8,14.723,13.479,0.9581,1.034
flash,512,bf16,radix_cutedsl,16,15.240,13.981,0.9745,1.0494
flash,512,bf16,radix_cutedsl,32,15.535,14.262,0.9757,1.0571
flash,512,bf16,radix_cutedsl,64,12.572,11.147,0.7742,0.8207
flash,512,bf16,radix_cutedsl,128,13.216,11.417,0.7853,0.8226
flash,512,bf16,radix_cutedsl,256,23.903,21.211,1.1351,1.1867
flash,512,bf16,radix_cutedsl,512,44.853,40.590,1.2176,1.2902
flash,512,bf16,radix_cutedsl,1024,77.088,69.732,1.3372,1.4078
flash,512,bf16,radix_cutedsl,2048,151.813,147.153,1.4757,1.4889
flash,512,bf16,radix_single_cuda,1,21.962,19.663,1.4278,1.5076
flash,512,bf16,radix_single_cuda,2,22.086,19.757,1.4495,1.5226
flash,512,bf16,radix_single_cuda,4,22.179,19.825,1.4596,1.5269
flash,512,bf16,radix_single_cuda,8,22.310,19.892,1.4518,1.5259
flash,512,bf16,radix_single_cuda,16,22.669,20.247,1.4495,1.5196
flash,512,bf16,radix_single_cuda,32,22.858,20.439,1.4357,1.5149
flash,512,bf16,radix_single_cuda,64,23.196,20.538,1.4284,1.5121
flash,512,bf16,radix_single_cuda,128,23.716,20.704,1.4092,1.4917
flash,512,bf16,radix_single_cuda,256,32.392,29.854,1.5382,1.6702
flash,512,bf16,radix_single_cuda,512,57.239,54.230,1.5539,1.7237
flash,512,bf16,radix_single_cuda,1024,92.279,88.127,1.6008,1.7792
flash,512,bf16,radix_single_cuda,2048,172.758,171.395,1.6793,1.7342
flash,512,bf16,radix_multi_cuda,1,38.169,33.903,2.4815,2.5994
flash,512,bf16,radix_multi_cuda,2,37.986,34.721,2.4931,2.6758
flash,512,bf16,radix_multi_cuda,4,37.666,34.754,2.4787,2.6766
flash,512,bf16,radix_multi_cuda,8,37.554,35.008,2.4438,2.6855
flash,512,bf16,radix_multi_cuda,16,37.018,35.312,2.3671,2.6503
flash,512,bf16,radix_multi_cuda,32,43.824,42.936,2.7525,3.1825
flash,512,bf16,radix_multi_cuda,64,61.775,61.024,3.8041,4.4929
flash,512,bf16,radix_multi_cuda,128,47.516,45.385,2.8234,3.27
flash,512,bf16,radix_multi_cuda,256,86.763,83.769,4.1202,4.6866
