scenario,K,dtype,N,BS,gvr_cutedsl_cold_us,gvr_cutedsl_warm_us,op21_legacy_cold_us,op21_legacy_warm_us,op21_hls_cold_us,op21_hls_warm_us,radix_cutedsl_cold_us,radix_cutedsl_warm_us,gvr_multicta_cutedsl_cold_us,gvr_multicta_cutedsl_warm_us,sglang_streaming_cold_us,sglang_streaming_warm_us,speedup_vs_base_op21_legacy,speedup_vs_base_op21_hls,speedup_vs_base_radix_cutedsl,speedup_vs_base_gvr_multicta_cutedsl,speedup_vs_base_sglang_streaming,mc_cluster_size
worst,512,fp32,262144,1024,371.042,356.051,390.722,373.366,391.578,374.858,1342.47,1336.224,368.933,356.44,430.35,425.26,0.9496,0.9476,0.2764,1.0057,0.8622,1
worst,512,fp32,262144,2048,662.947,646.065,690.251,668.392,690.2,669.584,2644.396,2637.808,677.256,663.406,843.258,831.146,0.9604,0.9605,0.2507,0.9789,0.7862,1
worst,512,fp32,524288,2,51.143,45.278,63.866,62.095,38.866,37.647,20.16,18.755,23.359,20.69,149.173,149.854,0.8008,1.3159,2.5369,2.1894,0.3428,4
worst,512,fp32,524288,4,51.202,45.301,64.159,62.289,39.616,38.016,23.594,21.871,23.654,20.709,149.043,149.929,0.798,1.2925,2.1701,2.1646,0.3435,4
worst,512,fp32,524288,8,51.621,45.336,64.522,62.479,39.722,38.207,30.557,28.037,24.569,20.906,149.167,149.967,0.8001,1.2996,1.6893,2.1011,0.3461,4
worst,512,fp32,524288,16,52.746,45.681,65.189,62.631,40.277,38.33,56.648,53.109,26.87,21.193,149.442,150.4,0.8091,1.3096,0.9311,1.963,0.353,4
worst,512,fp32,524288,32,59.2,45.948,70.4,63.503,45.445,40.223,110.002,104.399,43.053,30.95,150.252,150.738,0.8409,1.3027,0.5382,1.375,0.394,2
worst,512,fp32,524288,64,79.911,69.26,101.243,99.703,102.132,101.076,194.047,189.192,64.686,53.541,151.415,150.396,0.7893,0.7824,0.4118,1.2354,0.5278,2
worst,512,fp32,1048576,2,91.053,81.546,110.679,108.768,58.735,56.956,23.84,21.971,33.414,29.521,287.47,290.545,0.8227,1.5502,3.8193,2.725,0.3167,4
worst,512,fp32,1048576,4,91.298,81.614,111.15,109.083,59.253,57.436,30.517,28.198,33.813,29.609,287.335,290.598,0.8214,1.5408,2.9917,2.7001,0.3177,4
worst,512,fp32,1048576,8,91.621,81.665,111.576,109.337,59.703,57.731,57.536,54.552,35.098,29.807,287.484,290.668,0.8212,1.5346,1.5924,2.6104,0.3187,4
worst,512,fp32,1048576,16,99.448,84.696,114.205,109.448,61.218,57.928,112.22,107.117,44.579,31.127,287.796,291.197,0.8708,1.6245,0.8862,2.2308,0.3456,4
worst,512,fp32,1048576,32,124.669,115.356,152.261,145.112,89.343,83.297,219.692,216.006,81.418,71.26,288.414,288.284,0.8188,1.3954,0.5675,1.5312,0.4323,2
worst,512,fp32,1048576,64,142.351,128.124,186.24,185.126,187.194,186.216,433.782,430.337,108.993,94.157,289.811,288.887,0.7643,0.7604,0.3282,1.3061,0.4912,2
worst,1024,bf16,4096,1,8.944,7.494,11.6,10.303,11.511,10.286,5.322,4.49,8.701,7.523,,,0.771,0.777,1.6806,1.0279,,1
worst,1024,bf16,4096,2,8.782,7.494,11.494,10.198,11.614,10.283,5.354,4.507,8.784,7.516,,,0.7641,0.7562,1.6403,0.9998,,1
worst,1024,bf16,4096,4,8.85,7.603,11.739,10.431,11.643,10.397,5.443,4.549,8.909,7.646,,,0.7539,0.7601,1.6259,0.9934,,1
worst,1024,bf16,4096,8,8.944,7.628,11.776,10.428,11.702,10.445,5.469,4.561,8.997,7.664,,,0.7595,0.7643,1.6354,0.9941,,1
worst,1024,bf16,4096,16,9.08,7.984,12.064,10.776,11.906,10.774,5.712,4.926,9.054,7.999,,,0.7527,0.7626,1.5896,1.0029,,1
worst,1024,bf16,4096,32,9.275,8.113,12.093,10.861,12.027,10.928,5.765,5.001,9.363,8.157,,,0.767,0.7712,1.6088,0.9906,,1
worst,1024,bf16,4096,64,9.285,8.173,12.075,10.892,12.152,11.005,5.861,5.019,9.377,8.18,,,0.7689,0.7641,1.5842,0.9902,,1
worst,1024,bf16,4096,128,9.597,8.333,12.205,11.076,12.402,11.196,6.165,5.245,9.566,8.357,,,0.7863,0.7738,1.5567,1.0032,,1
worst,1024,bf16,4096,256,11.226,10.11,14.286,12.983,14.16,12.883,10.538,9.059,11.132,10.116,,,0.7858,0.7928,1.0653,1.0084,,1
worst,1024,bf16,4096,512,19.406,17.244,25.014,23.064,24.907,22.821,19.363,16.784,19.311,17.216,,,0.7758,0.7791,1.0022,1.0049,,1
worst,1024,bf16,4096,1024,29.605,27.107,38.562,36.431,38.349,36.115,32.403,28.315,29.721,27.1,,,0.7677,0.772,0.9136,0.9961,,1
worst,1024,bf16,4096,2048,53.491,49.816,70.093,66.748,69.471,66.079,62.455,54.986,53.537,49.81,,,0.7631,0.77,0.8565,0.9991,,1
worst,1024,bf16,8192,1,14.746,13.589,13.386,12.266,13.52,12.349,6.386,5.772,14.767,13.557,,,1.1016,1.0907,2.3091,0.9986,,1
worst,1024,bf16,8192,2,14.622,13.573,13.472,12.235,13.315,12.322,6.387,5.784,14.602,13.513,,,1.0854,1.0982,2.2893,1.0014,,1
worst,1024,bf16,8192,4,14.733,13.696,13.309,12.358,13.424,12.447,6.451,5.829,14.403,13.647,,,1.107,1.0975,2.2838,1.0229,,1
worst,1024,bf16,8192,8,14.811,13.722,13.482,12.381,13.53,12.485,6.517,5.863,14.793,13.695,,,1.0986,1.0947,2.2727,1.0012,,1
worst,1024,bf16,8192,16,15.176,14.074,13.843,12.741,13.88,12.828,6.922,6.22,15.061,14.047,,,1.0963,1.0934,2.1924,1.0076,,1
worst,1024,bf16,8192,32,15.41,14.183,14.005,12.869,14.146,12.973,7.008,6.277,15.357,14.155,,,1.1003,1.0894,2.1989,1.0035,,1
worst,1024,bf16,8192,64,15.486,14.257,14.186,12.95,14.184,13.058,7.155,6.319,15.419,14.215,,,1.0916,1.0918,2.1644,1.0043,,1
worst,1024,bf16,8192,128,15.918,14.438,14.486,13.116,14.658,13.246,7.442,6.428,15.955,14.401,,,1.0989,1.086,2.1389,0.9977,,1
worst,1024,bf16,8192,256,19.375,17.64,17.037,15.355,16.907,15.231,13.018,11.486,19.394,17.631,,,1.1372,1.146,1.4883,0.999,,1
worst,1024,bf16,8192,512,33.674,31.637,29.582,27.461,29.554,27.402,24.062,21.61,33.753,31.616,,,1.1383,1.1394,1.3995,0.9977,,1
worst,1024,bf16,8192,1024,52.682,49.993,45.787,43.419,46.128,43.368,40.72,36.806,52.718,49.986,,,1.1506,1.1421,1.2938,0.9993,,1
worst,1024,bf16,8192,2048,96.212,92.698,83.853,80.197,83.685,79.721,79.17,71.919,96.181,92.693,,,1.1474,1.1497,1.2153,1.0003,,1
worst,1024,bf16,16384,1,10.594,9.067,13.95,12.498,13.842,12.475,9.742,8.986,10.106,8.833,,,0.7594,0.7654,1.0875,1.0483,,1
worst,1024,bf16,16384,2,10.597,9.045,14.571,12.476,13.901,12.468,9.651,9.023,10.405,8.819,,,0.7273,0.7623,1.098,1.0185,,1
worst,1024,bf16,16384,4,10.709,9.198,14.314,12.627,14.04,12.641,9.738,9.075,10.446,8.935,,,0.7481,0.7627,1.0997,1.0252,,1
worst,1024,bf16,16384,8,10.754,9.217,14.442,12.655,14.207,12.668,9.693,9.101,10.306,8.974,,,0.7446,0.757,1.1095,1.0435,,1
worst,1024,bf16,16384,16,10.904,9.566,14.773,12.986,14.336,12.999,10.12,9.474,10.501,9.323,,,0.7381,0.7606,1.0775,1.0384,,1
worst,1024,bf16,16384,32,11.074,9.699,14.816,13.154,14.518,13.136,10.285,9.524,10.59,9.45,,,0.7474,0.7628,1.0767,1.0457,,1
worst,1024,bf16,16384,64,11.378,9.769,14.973,13.248,14.83,13.239,10.442,9.583,10.938,9.51,,,0.7599,0.7672,1.0896,1.0402,,1
worst,1024,bf16,16384,128,12.01,9.961,15.344,13.455,15.408,13.464,11.0,9.725,11.623,9.696,,,0.7827,0.7795,1.0918,1.0333,,1
worst,1024,bf16,16384,256,14.95,12.565,18.206,15.907,18.144,15.752,19.615,17.937,14.553,12.236,,,0.8212,0.824,0.7622,1.0273,,1
worst,1024,bf16,16384,512,25.453,21.967,31.043,27.731,30.766,27.451,36.858,34.22,24.459,21.325,,,0.8199,0.8273,0.6906,1.0406,,1
worst,1024,bf16,16384,1024,38.923,34.486,48.431,44.261,48.061,43.811,62.591,58.697,37.582,33.916,,,0.8037,0.8099,0.6219,1.0357,,1
worst,1024,bf16,16384,2048,69.767,64.657,87.492,82.87,86.479,81.644,122.863,115.591,67.664,63.923,,,0.7974,0.8068,0.5678,1.0311,,1
worst,1024,bf16,32768,1,15.139,13.389,21.304,19.19,21.24,19.054,12.826,11.702,15.267,13.533,,,0.7106,0.7128,1.1803,0.9916,,1
worst,1024,bf16,32768,2,14.882,13.382,21.134,19.16,21.282,19.021,12.752,11.72,15.089,13.532,,,0.7042,0.6993,1.167,0.9863,,1
worst,1024,bf16,32768,4,15.122,13.56,21.227,19.34,21.355,19.235,14.539,13.44,15.323,13.659,,,0.7124,0.7081,1.0401,0.9869,,1
worst,1024,bf16,32768,8,15.307,13.585,21.312,19.36,21.637,19.245,15.106,14.052,15.66,13.728,,,0.7182,0.7074,1.0133,0.9775,,1
worst,1024,bf16,32768,16,15.526,13.928,21.765,19.699,21.68,19.564,15.413,14.264,15.823,14.044,,,0.7133,0.7161,1.0073,0.9812,,1
worst,1024,bf16,32768,32,15.723,14.065,21.974,19.857,21.968,19.708,15.65,14.44,16.099,14.207,,,0.7155,0.7157,1.0047,0.9766,,1
worst,1024,bf16,32768,64,16.33,14.175,22.44,19.966,22.314,19.834,14.936,13.758,16.494,14.293,,,0.7277,0.7318,1.0933,0.9901,,1
worst,1024,bf16,32768,128,16.997,14.442,23.293,20.245,23.093,20.106,15.557,13.951,17.225,14.553,,,0.7297,0.736,1.0926,0.9868,,1
worst,1024,bf16,32768,256,22.899,19.309,28.095,23.999,27.922,23.854,28.493,26.317,23.134,19.544,,,0.8151,0.8201,0.8037,0.9898,,1
worst,1024,bf16,32768,512,39.416,34.437,48.023,42.334,47.683,42.115,54.495,50.87,39.688,34.449,,,0.8208,0.8266,0.7233,0.9931,,1
worst,1024,bf16,32768,1024,61.815,55.589,77.071,69.066,76.533,68.775,94.912,87.703,62.405,55.764,,,0.8021,0.8077,0.6513,0.9905,,1
worst,1024,bf16,32768,2048,111.04,108.759,140.748,137.727,140.284,137.372,186.517,181.688,112.556,110.203,,,0.7889,0.7915,0.5953,0.9865,,1
worst,1024,bf16,65536,1,14.717,13.327,19.363,17.87,19.443,16.904,13.099,11.897,13.935,12.15,,,0.7601,0.7569,1.1235,1.0561,,4
worst,1024,bf16,65536,2,14.816,13.316,19.4,17.884,19.467,16.92,14.019,13.212,13.891,12.219,,,0.7637,0.7611,1.0569,1.0666,,4
worst,1024,bf16,65536,4,14.949,13.493,21.56,18.627,21.125,17.841,14.882,14.044,14.299,12.396,,,0.6934,0.7076,1.0045,1.0455,,4
worst,1024,bf16,65536,8,15.072,13.51,21.362,18.723,21.142,17.938,15.342,14.293,14.495,12.524,,,0.7056,0.7129,0.9824,1.0398,,4
worst,1024,bf16,65536,16,15.256,13.85,21.307,18.801,21.272,17.978,15.691,14.614,14.731,12.875,,,0.716,0.7172,0.9723,1.0356,,4
worst,1024,bf16,65536,32,15.67,13.965,21.584,19.217,21.475,18.508,18.547,17.213,15.387,13.673,,,0.726,0.7297,0.8449,1.0184,,2
worst,1024,bf16,65536,64,16.256,14.122,23.245,20.557,23.226,20.552,24.398,22.726,16.304,13.916,,,0.6993,0.6999,0.6663,0.9971,,2
worst,1024,bf16,65536,128,17.552,14.45,24.453,20.928,24.427,20.901,26.715,24.793,17.729,14.417,,,0.7178,0.7185,0.657,0.99,,1
worst,1024,bf16,65536,256,26.726,21.353,33.175,27.583,32.974,27.43,50.819,47.64,27.265,21.921,,,0.8056,0.8105,0.5259,0.9802,,1
worst,1024,bf16,65536,512,46.81,37.318,57.423,48.344,57.029,47.811,99.892,93.027,47.818,38.101,,,0.8152,0.8208,0.4686,0.9789,,1
worst,1024,bf16,65536,1024,73.69,67.946,92.436,87.943,92.27,87.938,174.58,168.067,74.985,69.498,,,0.7972,0.7986,0.4221,0.9827,,1
worst,1024,bf16,65536,2048,129.62,124.103,167.639,163.775,168.641,164.616,340.231,333.329,132.405,126.872,,,0.7732,0.7686,0.381,0.979,,1
worst,1024,bf16,131072,1,19.349,17.599,25.277,23.038,21.765,17.475,14.032,13.242,13.869,12.411,,,0.7655,0.889,1.3789,1.3951,,4
worst,1024,bf16,131072,2,19.258,17.58,25.467,23.031,21.645,17.505,14.832,14.011,13.981,12.537,,,0.7562,0.8897,1.2984,1.3774,,4
worst,1024,bf16,131072,4,19.48,17.766,25.432,23.372,21.013,17.83,14.304,13.416,14.28,12.638,,,0.766,0.927,1.3619,1.3641,,4
worst,1024,bf16,131072,8,19.573,17.796,26.426,24.388,21.914,20.008,15.614,14.291,14.463,12.799,,,0.7407,0.8932,1.2536,1.3533,,4
worst,1024,bf16,131072,16,19.877,18.123,26.735,24.457,22.262,20.085,18.56,17.059,14.84,13.049,,,0.7435,0.8929,1.071,1.3394,,4
worst,1024,bf16,131072,32,20.341,18.245,27.368,24.903,22.981,20.668,23.576,21.884,17.819,15.41,,,0.7432,0.8851,0.8628,1.1415,,2
worst,1024,bf16,131072,64,21.248,18.428,30.469,26.262,30.352,26.259,34.181,31.943,18.875,15.669,,,0.6974,0.7001,0.6216,1.1257,,2
worst,1024,bf16,131072,128,23.37,18.82,32.189,26.683,32.128,26.672,64.648,61.333,24.066,18.87,,,0.726,0.7274,0.3615,0.9711,,1
worst,1024,bf16,131072,256,40.795,30.914,50.61,43.532,50.386,43.221,125.828,120.323,42.492,32.156,,,0.8061,0.8096,0.3242,0.9601,,1
worst,1024,bf16,131072,512,79.631,63.408,90.341,82.526,90.646,82.354,217.711,215.387,88.971,73.892,,,0.8814,0.8785,0.3658,0.895,,1
worst,1024,bf16,131072,1024,122.197,106.405,146.637,142.104,146.588,141.537,431.577,429.347,140.303,114.479,,,0.8333,0.8336,0.2831,0.871,,1
worst,1024,bf16,131072,2048,209.565,196.239,274.625,270.071,275.033,270.492,858.424,856.386,224.387,209.485,,,0.7631,0.762,0.2441,0.9339,,1
worst,1024,bf16,262144,1,29.429,27.465,35.466,33.304,22.946,19.51,14.078,13.338,16.77,15.146,,,0.8298,1.2825,2.0904,1.7549,,4
worst,1024,bf16,262144,2,29.203,27.435,35.325,33.286,22.816,19.517,14.421,13.619,16.982,15.221,,,0.8267,1.2799,2.025,1.7196,,4
worst,1024,bf16,262144,4,29.454,27.617,35.56,33.64,22.739,19.894,15.064,14.017,17.309,15.339,,,0.8283,1.2953,1.9553,1.7017,,4
worst,1024,bf16,262144,8,29.723,27.647,35.983,33.791,22.883,20.034,17.851,16.495,17.686,15.471,,,0.826,1.2989,1.6651,1.6806,,4
worst,1024,bf16,262144,16,30.055,27.985,38.09,35.325,27.57,23.814,22.942,21.391,18.156,15.697,,,0.7891,1.0901,1.31,1.6554,,4
worst,1024,bf16,262144,32,30.858,28.113,39.141,35.822,27.776,24.509,32.879,30.749,23.779,20.527,,,0.7884,1.111,0.9385,1.2977,,2
worst,1024,bf16,262144,64,32.071,28.33,43.936,37.115,44.053,37.187,62.666,59.377,25.306,20.873,,,0.7299,0.728,0.5118,1.2673,,2
worst,1024,bf16,262144,128,38.072,28.746,47.864,37.509,47.866,37.582,114.519,106.846,39.715,29.042,,,0.7954,0.7954,0.3325,0.9586,,1
worst,1024,bf16,262144,256,73.362,61.353,90.23,85.987,90.342,86.401,223.966,220.847,81.452,69.354,,,0.8131,0.812,0.3276,0.9007,,1
worst,1024,bf16,262144,512,130.25,116.714,155.952,150.673,156.233,150.575,407.118,404.615,150.548,127.939,,,0.8352,0.8337,0.3199,0.8652,,1
worst,1024,bf16,262144,1024,215.11,202.394,261.14,256.283,260.961,255.49,772.182,769.427,233.655,218.673,,,0.8237,0.8243,0.2786,0.9206,,1
worst,1024,bf16,262144,2048,387.811,375.803,488.536,484.191,488.266,483.724,1541.343,1538.829,420.805,407.801,,,0.7938,0.7943,0.2516,0.9216,,1
worst,1024,bf16,524288,2,49.698,47.092,56.997,54.337,27.594,23.322,15.03,13.905,23.053,20.776,,,0.8719,1.801,3.3066,2.1558,,4
worst,1024,bf16,524288,4,49.581,47.259,57.306,54.714,26.778,23.722,18.165,16.832,23.209,20.833,,,0.8652,1.8516,2.7295,2.1363,,4
worst,1024,bf16,524288,8,49.578,47.303,57.906,54.864,27.178,23.837,23.2,21.447,23.575,20.975,,,0.8562,1.8242,2.137,2.103,,4
worst,1024,bf16,524288,16,50.432,47.632,113.53,108.2,52.143,46.392,33.547,31.256,24.386,21.185,,,0.4442,0.9672,1.5033,2.0681,,4
worst,1024,bf16,524288,32,51.391,47.753,63.325,58.071,37.301,32.27,63.709,60.496,35.668,31.058,,,0.8115,1.3777,0.8067,1.4408,,2
worst,1024,bf16,524288,64,55.36,47.986,74.2,61.462,74.647,61.754,124.362,118.644,42.775,31.486,,,0.7461,0.7416,0.4452,1.2942,,2
worst,1024,bf16,1048576,2,89.213,86.225,99.584,95.696,35.346,30.485,17.23,16.035,33.925,30.776,,,0.8959,2.524,5.1778,2.6297,,4
worst,1024,bf16,1048576,4,89.501,86.467,99.992,96.045,34.76,30.838,22.376,20.68,34.379,30.878,,,0.8951,2.5748,3.9999,2.6034,,4
worst,1024,bf16,1048576,8,89.853,86.494,100.431,96.224,35.291,30.956,31.506,29.272,34.922,31.036,,,0.8947,2.5461,2.8519,2.573,,4
worst,1024,bf16,1048576,16,90.562,86.81,198.866,190.94,69.266,60.665,60.053,56.476,35.799,31.193,,,0.4554,1.3075,1.508,2.5297,,4
worst,1024,bf16,1048576,32,92.956,86.953,299.866,286.24,104.918,90.711,117.666,111.048,62.016,51.53,,,0.31,0.886,0.79,1.4989,,2
worst,1024,bf16,1048576,64,106.099,98.4,137.397,129.821,138.044,130.613,229.911,224.608,81.126,70.797,,,0.7722,0.7686,0.4615,1.3078,,2
worst,1024,fp16,4096,1,11.178,9.596,12.218,11.084,12.706,11.222,5.187,4.365,10.888,9.63,,,0.9149,0.8797,2.155,1.0266,,1
worst,1024,fp16,4096,2,10.899,9.565,12.347,11.058,12.826,11.203,5.258,4.385,10.977,9.611,,,0.8827,0.8498,2.0728,0.9929,,1
worst,1024,fp16,4096,4,10.901,9.719,12.541,11.299,12.821,11.372,5.294,4.437,10.946,9.783,,,0.8692,0.8502,2.0591,0.9959,,1
worst,1024,fp16,4096,8,11.114,9.763,12.586,11.325,12.811,11.398,5.346,4.444,11.069,9.829,,,0.883,0.8675,2.0789,1.0041,,1
worst,1024,fp16,4096,16,11.224,10.097,12.738,11.654,12.902,11.73,5.555,4.813,11.143,10.141,,,0.8811,0.8699,2.0205,1.0073,,1
worst,1024,fp16,4096,32,11.394,10.264,12.789,11.825,13.099,11.853,5.606,4.892,11.365,10.352,,,0.8909,0.8698,2.0325,1.0026,,1
worst,1024,fp16,4096,64,11.512,10.325,12.998,11.919,13.179,11.927,5.774,4.908,11.467,10.359,,,0.8857,0.8735,1.9938,1.0039,,1
worst,1024,fp16,4096,128,11.827,10.515,13.282,12.181,13.387,12.196,6.12,5.144,11.844,10.558,,,0.8905,0.8835,1.9325,0.9986,,1
worst,1024,fp16,4096,256,14.291,12.999,15.323,14.026,15.371,14.056,10.394,8.918,14.304,13.004,,,0.9327,0.9297,1.3749,0.9991,,1
worst,1024,fp16,4096,512,25.005,22.876,27.32,25.539,27.322,25.496,19.134,16.566,24.819,22.896,,,0.9153,0.9152,1.3068,1.0075,,1
worst,1024,fp16,4096,1024,38.691,36.204,42.35,40.176,42.445,40.228,31.999,27.963,38.762,36.207,,,0.9136,0.9116,1.2091,0.9982,,1
worst,1024,fp16,4096,2048,70.866,66.974,76.883,73.287,77.273,73.492,61.792,54.385,70.97,66.955,,,0.9217,0.9171,1.1468,0.9985,,1
worst,1024,fp16,8192,1,9.307,8.125,15.592,14.437,15.784,14.568,6.381,5.701,9.407,8.143,,,0.5969,0.5896,1.4585,0.9894,,1
worst,1024,fp16,8192,2,9.2,8.079,15.605,14.415,15.586,14.525,6.338,5.722,9.254,8.101,,,0.5896,0.5903,1.4516,0.9942,,1
worst,1024,fp16,8192,4,9.28,8.241,15.579,14.638,15.694,14.71,6.378,5.762,9.216,8.285,,,0.5957,0.5913,1.455,1.0069,,1
worst,1024,fp16,8192,8,9.322,8.277,15.773,14.668,15.864,14.764,6.438,5.804,9.378,8.348,,,0.591,0.5876,1.448,0.994,,1
worst,1024,fp16,8192,16,9.747,8.604,16.042,15.005,16.149,15.099,6.872,6.156,9.831,8.638,,,0.6076,0.6036,1.4184,0.9915,,1
worst,1024,fp16,8192,32,9.95,8.78,16.334,15.186,16.445,15.274,7.022,6.209,9.895,8.837,,,0.6092,0.605,1.417,1.0056,,1
worst,1024,fp16,8192,64,10.096,8.849,16.434,15.296,16.544,15.363,7.154,6.251,10.18,8.898,,,0.6143,0.6103,1.4112,0.9917,,1
worst,1024,fp16,8192,128,10.464,9.039,16.928,15.543,17.01,15.622,7.406,6.363,10.566,9.07,,,0.6181,0.6152,1.4129,0.9903,,1
worst,1024,fp16,8192,256,12.805,11.112,20.131,18.303,20.09,18.326,12.925,11.348,12.76,11.071,,,0.6361,0.6374,0.9907,1.0035,,1
worst,1024,fp16,8192,512,21.952,19.701,35.6,33.152,35.495,33.124,23.758,21.321,22.035,19.689,,,0.6166,0.6185,0.924,0.9962,,1
worst,1024,fp16,8192,1024,34.469,31.182,55.253,52.287,55.405,52.229,40.28,36.348,34.509,31.215,,,0.6238,0.6221,0.8557,0.9988,,1
worst,1024,fp16,8192,2048,61.861,57.445,101.338,97.073,101.53,97.112,78.362,71.027,61.749,57.415,,,0.6104,0.6093,0.7894,1.0018,,1
worst,1024,fp16,16384,1,12.539,11.03,13.861,12.459,13.883,12.458,9.379,8.586,12.034,10.737,,,0.9046,0.9032,1.3369,1.042,,1
worst,1024,fp16,16384,2,12.598,10.991,13.882,12.43,13.851,12.456,9.23,8.634,12.377,10.701,,,0.9075,0.9095,1.3649,1.0179,,1
worst,1024,fp16,16384,4,12.701,11.203,14.077,12.646,14.083,12.65,9.282,8.7,12.475,10.884,,,0.9023,0.9019,1.3683,1.0181,,1
worst,1024,fp16,16384,8,12.749,11.247,14.25,12.682,14.282,12.692,9.325,8.7,12.356,10.946,,,0.8947,0.8927,1.3672,1.0318,,1
worst,1024,fp16,16384,16,12.91,11.569,14.363,13.0,14.405,13.027,9.731,9.081,12.463,11.252,,,0.8988,0.8962,1.3267,1.0359,,1
worst,1024,fp16,16384,32,13.155,11.72,14.558,13.184,14.664,13.207,9.938,9.134,12.687,11.415,,,0.9036,0.8971,1.3237,1.0369,,1
worst,1024,fp16,16384,64,13.429,11.834,14.831,13.291,14.914,13.322,10.022,9.192,12.934,11.517,,,0.9055,0.9004,1.34,1.0383,,1
worst,1024,fp16,16384,128,14.104,12.078,15.514,13.561,15.538,13.577,10.586,9.332,13.602,11.776,,,0.9091,0.9077,1.3323,1.0369,,1
worst,1024,fp16,16384,256,17.746,15.359,18.421,15.926,18.506,15.927,19.08,17.235,17.713,15.416,,,0.9634,0.9589,0.9301,1.0019,,1
worst,1024,fp16,16384,512,30.97,27.484,31.626,28.296,31.59,28.329,35.523,32.92,30.536,27.271,,,0.9793,0.9804,0.8718,1.0142,,1
worst,1024,fp16,16384,1024,47.927,43.656,49.17,44.784,49.25,44.814,60.253,56.462,47.559,43.336,,,0.9747,0.9731,0.7954,1.0077,,1
worst,1024,fp16,16384,2048,86.258,81.669,88.564,83.975,88.757,84.259,118.325,111.034,85.413,81.449,,,0.974,0.9718,0.729,1.0099,,1
worst,1024,fp16,32768,1,15.175,13.517,22.512,20.298,22.602,20.203,12.864,11.654,15.484,13.609,,,0.6741,0.6714,1.1796,0.98,,1
worst,1024,fp16,32768,2,15.058,13.494,22.373,20.252,22.144,20.165,12.645,11.658,15.286,13.623,,,0.673,0.68,1.1908,0.9851,,1
worst,1024,fp16,32768,4,15.146,13.742,22.463,20.481,22.552,20.412,14.403,13.462,15.347,13.814,,,0.6743,0.6716,1.0516,0.9869,,1
worst,1024,fp16,32768,8,15.437,13.773,22.416,20.49,22.586,20.433,15.142,14.015,15.716,13.91,,,0.6887,0.6835,1.0195,0.9822,,1
worst,1024,fp16,32768,16,15.627,14.101,22.955,20.817,22.738,20.746,15.418,14.204,15.931,14.193,,,0.6808,0.6873,1.0136,0.9809,,1
worst,1024,fp16,32768,32,15.928,14.257,23.091,20.956,22.944,20.938,15.646,14.442,16.348,14.373,,,0.6898,0.6942,1.018,0.9743,,1
worst,1024,fp16,32768,64,16.462,14.397,23.597,21.031,23.498,21.069,14.648,13.478,16.64,14.51,,,0.6976,0.7006,1.1238,0.9893,,1
worst,1024,fp16,32768,128,17.325,14.7,24.35,21.371,24.405,21.39,15.322,13.69,17.514,14.791,,,0.7115,0.7099,1.1307,0.9892,,1
worst,1024,fp16,32768,256,23.552,19.809,29.869,25.745,29.824,25.715,27.946,25.752,24.009,20.246,,,0.7885,0.7897,0.8428,0.981,,1
worst,1024,fp16,32768,512,40.775,35.395,52.17,46.205,52.026,46.3,53.333,49.746,41.375,35.678,,,0.7816,0.7837,0.7645,0.9855,,1
worst,1024,fp16,32768,1024,64.375,57.181,84.031,75.213,83.898,75.41,92.992,85.735,65.348,57.515,,,0.7661,0.7673,0.6923,0.9851,,1
worst,1024,fp16,32768,2048,115.572,112.311,154.106,150.625,154.055,150.619,182.482,178.174,117.091,113.84,,,0.75,0.7502,0.6333,0.987,,1
worst,1024,fp16,65536,1,16.341,14.904,22.842,19.92,21.2,18.964,12.922,11.733,15.434,13.62,,,0.7154,0.7708,1.2646,1.0588,,4
worst,1024,fp16,65536,2,16.408,14.897,22.573,19.886,21.151,18.944,13.842,13.019,15.488,13.684,,,0.7269,0.7758,1.1854,1.0594,,4
worst,1024,fp16,65536,4,16.568,15.11,23.31,20.744,21.234,19.772,14.706,13.801,15.87,13.882,,,0.7108,0.7803,1.1266,1.044,,4
worst,1024,fp16,65536,8,16.691,15.117,23.407,20.931,21.379,19.864,15.112,14.097,15.962,14.01,,,0.7131,0.7807,1.1045,1.0457,,4
worst,1024,fp16,65536,16,16.886,15.458,23.35,20.957,21.434,19.906,15.49,14.341,16.117,14.354,,,0.7232,0.7878,1.0901,1.0477,,4
worst,1024,fp16,65536,32,17.326,15.59,23.627,21.394,22.174,20.447,18.206,16.814,17.008,15.306,,,0.7333,0.7814,0.9517,1.0187,,2
worst,1024,fp16,65536,64,17.886,15.744,24.659,22.001,24.727,22.022,23.632,21.91,17.876,15.532,,,0.7253,0.7233,0.7569,1.0006,,2
worst,1024,fp16,65536,128,19.099,16.069,25.902,22.358,25.917,22.401,24.803,22.871,19.538,16.162,,,0.7374,0.7369,0.77,0.9775,,1
worst,1024,fp16,65536,256,29.645,23.995,35.173,29.535,35.087,29.499,47.176,43.975,30.399,24.811,,,0.8428,0.8449,0.6284,0.9752,,1
worst,1024,fp16,65536,512,52.704,42.184,61.195,52.096,61.16,52.16,92.579,85.874,54.152,43.402,,,0.8612,0.8617,0.5693,0.9733,,1
worst,1024,fp16,65536,1024,82.804,76.651,97.994,93.61,97.837,93.845,162.057,155.638,85.081,79.102,,,0.845,0.8463,0.511,0.9732,,1
worst,1024,fp16,65536,2048,147.954,142.555,179.385,175.841,179.341,175.91,315.275,308.466,151.895,146.254,,,0.8248,0.825,0.4693,0.9741,,1
