scenario,K,dtype,N,BS,gvr_cutedsl_cold_us,gvr_cutedsl_warm_us,op21_legacy_cold_us,op21_legacy_warm_us,op21_hls_cold_us,op21_hls_warm_us,radix_cutedsl_cold_us,radix_cutedsl_warm_us,gvr_multicta_cutedsl_cold_us,gvr_multicta_cutedsl_warm_us,op25_hls_cold_us,op25_hls_warm_us,radix_single_cuda_cold_us,radix_single_cuda_warm_us,radix_multi_cuda_cold_us,radix_multi_cuda_warm_us,op26_1cta_cold_us,op26_1cta_warm_us,op26_mc_cold_us,op26_mc_warm_us,op27_hls_cold_us,op27_hls_warm_us,op26_r0auto_cold_us,op26_r0auto_warm_us,sglang_streaming_cold_us,sglang_streaming_warm_us,speedup_vs_base_op21_legacy,speedup_vs_base_op21_hls,speedup_vs_base_radix_cutedsl,speedup_vs_base_gvr_multicta_cutedsl,speedup_vs_base_op25_hls,speedup_vs_base_radix_single_cuda,speedup_vs_base_radix_multi_cuda,speedup_vs_base_op26_1cta,speedup_vs_base_op26_mc,speedup_vs_base_op27_hls,speedup_vs_base_sglang_streaming,speedup_vs_base_op26_r0auto,mc_cluster_size,op25_ms_path,op26_mc_cluster_size,op27_ms_path
worst,1024,fp16,8192,1,9.499,8.117,15.768,14.44,15.926,14.557,6.496,5.706,9.494,8.145,12.013,10.737,15.299,14.217,34.879,31.113,9.469,8.05,9.49,8.156,11.976,10.677,13.332,11.848,,,0.6024,0.5964,1.4623,1.0005,0.7907,0.6209,0.2723,1.0032,1.0009,0.7932,,0.7125,1,ms_1cta,1,ms_1cta
worst,1024,fp16,16384,1,12.437,11.038,13.81,12.481,13.864,12.47,9.36,8.598,11.816,10.686,12.719,11.43,18.652,17.488,36.827,33.803,12.552,11.024,11.792,10.655,12.747,11.505,11.712,10.445,,,0.9006,0.8971,1.3287,1.0526,0.9778,0.6668,0.3377,0.9908,1.0547,0.9757,,1.0619,1,ms_1cta,1,ms_1cta
worst,1024,fp16,32768,1,15.142,13.529,22.494,20.197,22.744,20.278,12.823,11.657,15.38,13.611,16.212,14.133,23.823,21.579,37.87,34.526,14.84,13.256,15.598,13.592,16.16,14.205,15.981,14.451,,,0.6732,0.6658,1.1808,0.9845,0.934,0.6356,0.3998,1.0204,0.9708,0.937,,0.9475,1,ms_1cta,1,ms_1cta
worst,1024,fp16,65536,1,16.414,14.914,21.955,19.683,22.144,18.993,12.899,11.756,15.435,13.617,13.993,12.367,33.673,30.819,39.657,36.203,16.519,15.01,15.585,13.716,14.334,12.785,14.436,12.891,,,0.7476,0.7412,1.2725,1.0634,1.173,0.4875,0.4139,0.9936,1.0532,1.1451,,1.137,4,msc_C8,4,msc_C8
worst,1024,fp16,131072,1,20.16,18.49,27.019,23.754,20.949,18.517,13.863,13.124,14.715,13.37,14.026,12.492,54.701,47.345,42.801,38.598,20.315,18.581,14.926,13.437,14.484,12.824,16.402,15.058,,,0.7461,0.9623,1.4542,1.37,1.4373,0.3685,0.471,0.9924,1.3507,1.3919,,1.2291,4,msc_C8,4,msc_C8
worst,1024,fp16,262144,1,28.81,26.884,37.061,33.722,23.035,20.665,13.97,13.17,16.683,15.055,14.929,13.0,93.465,80.959,46.827,42.198,29.002,26.992,16.787,15.133,15.299,13.161,19.043,17.366,,,0.7774,1.2507,2.0623,1.7269,1.9298,0.3082,0.6152,0.9934,1.7162,1.8831,,1.5129,4,msc_C8,4,msc_C8
worst,1024,fp16,524288,1,48.096,45.742,57.871,54.11,27.838,24.378,13.974,13.075,22.595,20.453,17.423,14.929,173.96,149.373,53.806,48.445,48.474,45.906,22.963,20.531,17.447,15.03,24.879,23.014,,,0.8311,1.7277,3.4418,2.1286,2.7605,0.2765,0.8939,0.9922,2.0945,2.7567,,1.9332,4,msc_C8,4,msc_C8
worst,1024,fp16,1048576,1,86.661,83.437,99.082,94.504,37.061,31.422,14.573,13.305,33.324,30.473,20.273,16.852,336.383,288.358,72.719,63.831,87.331,83.716,33.362,30.509,20.453,16.943,36.96,34.589,,,0.8746,2.3383,5.9467,2.6006,4.2747,0.2576,1.1917,0.9923,2.5976,4.2371,,2.3447,4,msc_C8,4,msc_C8
worst,1024,fp32,4096,1,11.168,9.872,12.474,11.341,12.555,11.333,6.43,5.608,11.32,9.981,10.706,9.589,14.65,13.603,34.939,31.56,8.166,6.879,11.371,9.965,10.693,9.602,9.792,8.604,7.395,6.308,0.8953,0.8895,1.7369,0.9866,1.0432,0.7623,0.3196,1.3676,0.9821,1.0444,1.5102,1.1405,1,ms_1cta,1,ms_1cta
worst,1024,fp32,8192,1,9.821,7.956,15.981,14.625,16.021,14.726,8.059,7.339,9.807,7.954,12.234,10.506,16.771,14.766,35.049,31.194,9.084,7.228,9.945,7.983,12.289,10.649,15.089,13.214,8.28,7.315,0.6145,0.613,1.2186,1.0014,0.8028,0.5856,0.2802,1.0811,0.9875,0.7992,1.1861,0.6509,1,ms_1cta,1,ms_1cta
worst,1024,fp32,16384,1,13.806,12.239,12.968,11.647,13.398,11.725,12.258,11.624,13.777,12.235,12.966,11.711,20.972,18.331,36.839,33.621,9.632,8.05,13.653,12.127,12.933,11.704,12.974,11.411,11.56,10.474,1.0646,1.0305,1.1263,1.0021,1.0648,0.6583,0.3748,1.4333,1.0112,1.0675,1.1943,1.0641,1,ms_1cta,1,ms_1cta
worst,1024,fp32,32768,1,16.035,13.902,20.12,18.459,20.118,18.443,17.378,16.491,16.075,13.919,15.281,13.681,29.134,24.308,39.089,34.983,11.752,9.503,16.096,13.931,15.188,13.687,16.718,14.625,16.402,15.337,0.797,0.797,0.9227,0.9975,1.0493,0.5504,0.4102,1.3644,0.9962,1.0558,0.9776,0.9591,1,ms_1cta,1,ms_1cta
worst,1024,fp32,65536,1,19.93,17.697,24.053,21.996,22.706,20.63,17.354,16.604,18.484,16.345,14.289,12.623,45.706,36.194,41.452,36.907,15.14,12.95,18.335,16.115,14.054,12.336,17.847,15.703,26.392,25.373,0.8286,0.8777,1.1484,1.0782,1.3948,0.436,0.4808,1.3164,1.087,1.4181,0.7552,1.1167,4,msc_C8,4,msc_C8
worst,1024,fp32,131072,1,20.642,18.095,26.845,25.183,22.389,20.432,19.302,18.534,14.888,13.394,15.238,13.338,73.719,56.761,43.489,39.033,19.92,17.395,14.834,13.315,14.947,13.014,18.152,16.614,44.851,44.09,0.7689,0.922,1.0694,1.3865,1.3546,0.28,0.4746,1.0362,1.3915,1.381,0.4602,1.1372,4,msc_C8,4,msc_C8
worst,1024,fp32,262144,1,30.76,27.111,39.302,37.366,28.042,25.928,19.664,18.954,17.568,15.775,16.685,15.249,130.999,97.069,49.748,43.287,30.028,26.425,17.512,15.696,16.541,14.895,20.147,18.449,80.608,80.358,0.7827,1.0969,1.5643,1.7509,1.8436,0.2348,0.6183,1.0244,1.7565,1.8596,0.3816,1.5268,4,msc_C8,4,msc_C8
worst,1024,fp32,524288,1,51.085,45.517,68.2,66.329,43.574,41.243,19.701,18.732,22.97,20.594,20.301,18.684,245.026,176.667,64.394,54.109,50.321,44.816,22.94,20.535,20.014,18.22,27.051,24.593,151.371,152.15,0.749,1.1724,2.593,2.224,2.5164,0.2085,0.7933,1.0152,2.2269,2.5525,0.3375,1.8885,4,msc_C8,4,msc_C8
worst,1024,fp32,1048576,1,91.253,82.173,113.547,111.51,60.931,58.493,20.226,18.76,33.016,29.556,26.442,24.595,470.431,336.746,89.421,71.717,91.309,82.051,32.977,29.516,25.948,24.107,39.48,36.219,291.02,293.715,0.8037,1.4976,4.5117,2.7639,3.4511,0.194,1.0205,0.9994,2.7672,3.5168,0.3136,2.3114,4,msc_C8,4,msc_C8
worst,2048,bf16,8192,1,11.958,10.371,13.47,11.661,13.269,11.535,6.523,5.903,11.867,10.569,13.263,11.547,14.801,13.823,23.894,21.012,11.774,10.378,11.847,10.587,11.733,10.49,11.94,10.815,,,0.8878,0.9012,1.8332,1.0077,0.9016,0.8079,0.5005,1.0156,1.0094,1.0192,,1.0015,1,ms_1cta,1,ms_1cta
worst,2048,bf16,16384,1,12.395,11.074,16.285,13.25,15.542,13.182,9.866,9.32,12.297,10.813,15.524,12.921,17.957,16.37,27.646,24.433,13.744,11.127,12.221,10.926,14.951,12.976,15.385,12.066,,,0.7611,0.7975,1.2563,1.008,0.7984,0.6903,0.4483,0.9018,1.0142,0.829,,0.8057,1,ms_1cta,1,ms_1cta
worst,2048,bf16,32768,1,13.67,12.248,18.418,15.216,18.971,15.533,14.992,14.037,14.03,12.451,18.573,15.177,24.167,21.677,41.491,37.277,14.097,12.212,14.09,12.536,17.976,16.457,16.055,13.523,,,0.7422,0.7206,0.9118,0.9743,0.736,0.5656,0.3295,0.9697,0.9702,0.7605,,0.8514,1,ms_1cta,1,ms_1cta
worst,2048,bf16,65536,1,16.376,15.164,24.069,20.147,20.918,18.899,14.938,14.202,15.404,13.751,20.257,17.92,34.862,31.314,43.368,39.868,16.363,15.127,15.442,13.741,17.705,16.317,16.176,14.892,,,0.6804,0.7829,1.0963,1.0631,0.8084,0.4697,0.3776,1.0008,1.0605,0.9249,,1.0124,4,msc_C8,4,msc_C8
worst,2048,bf16,131072,1,21.488,19.709,29.765,25.327,22.227,19.674,15.07,14.284,15.917,14.289,23.816,18.972,56.414,48.319,47.345,43.106,21.536,19.748,15.81,14.222,15.131,13.187,18.254,16.25,,,0.7219,0.9668,1.4259,1.35,0.9023,0.3809,0.4539,0.9978,1.3591,1.4201,,1.1772,4,msc_C8,4,msc_C8
worst,2048,bf16,262144,1,32.67,30.37,41.469,36.35,24.64,22.159,15.037,14.225,20.002,18.057,26.22,21.75,97.454,80.764,54.537,48.906,32.594,30.396,20.049,17.98,20.415,17.611,21.839,20.087,,,0.7878,1.3259,2.1726,1.6333,1.246,0.3352,0.599,1.0023,1.6295,1.6003,,1.4959,4,msc_C8,4,msc_C8
worst,2048,bf16,524288,1,52.63,50.271,61.949,58.046,31.301,26.624,15.208,14.366,26.528,24.376,29.814,26.414,174.869,144.631,62.613,56.552,52.616,50.481,26.397,24.336,29.508,26.17,28.824,26.966,,,0.8496,1.6814,3.4607,1.9839,1.7653,0.301,0.8406,1.0003,1.9938,1.7836,,1.8259,4,msc_C8,4,msc_C8
worst,2048,bf16,1048576,1,93.376,90.072,104.679,99.472,40.709,33.541,16.192,14.829,38.589,35.858,41.221,33.414,337.012,278.015,81.658,72.962,93.87,90.621,38.711,35.801,39.513,32.75,41.273,38.865,,,0.892,2.2937,5.7668,2.4198,2.2653,0.2771,1.1435,0.9947,2.4121,2.3632,,2.2624,4,msc_C8,4,msc_C8
worst,2048,fp16,8192,1,15.19,13.602,14.8,13.436,15.006,13.432,6.43,5.811,15.408,13.994,14.787,13.42,15.895,14.885,25.49,21.968,14.949,13.625,14.945,13.948,12.26,10.97,13.641,12.417,,,1.0264,1.0123,2.3624,0.9859,1.0273,0.9556,0.5959,1.0161,1.0164,1.239,,1.1136,1,ms_1cta,1,ms_1cta
worst,2048,fp16,16384,1,12.749,11.294,15.301,13.44,15.554,13.308,9.725,9.173,12.405,10.967,15.906,13.205,19.548,17.838,28.842,25.211,13.382,11.338,12.674,11.082,15.945,13.868,14.621,12.301,,,0.8332,0.8197,1.311,1.0277,0.8015,0.6522,0.442,0.9527,1.0059,0.7996,,0.872,1,ms_1cta,1,ms_1cta
worst,2048,fp16,32768,1,14.403,12.996,19.437,16.371,18.12,16.255,14.739,14.061,14.776,13.247,18.399,16.064,25.417,23.147,43.178,39.181,15.321,12.945,14.751,13.315,18.726,17.161,16.759,13.7,,,0.741,0.7949,0.9772,0.9748,0.7828,0.5667,0.3336,0.9401,0.9764,0.7691,,0.8594,1,ms_1cta,1,ms_1cta
worst,2048,fp16,65536,1,16.317,15.171,22.493,19.51,19.808,18.436,14.574,13.706,15.299,13.8,20.334,18.042,36.295,33.392,44.197,40.829,16.325,15.172,15.314,13.755,15.878,14.379,15.666,14.562,,,0.7254,0.8238,1.1196,1.0665,0.8024,0.4496,0.3692,0.9995,1.0655,1.0276,,1.0416,4,msc_C8,4,msc_C8
worst,2048,fp16,131072,1,21.575,19.741,27.981,24.798,21.622,19.166,14.742,13.953,15.96,14.379,20.783,18.957,58.232,51.593,47.957,43.685,21.627,19.816,15.949,14.392,16.031,14.131,17.364,16.017,,,0.7711,0.9978,1.4635,1.3518,1.0381,0.3705,0.4499,0.9976,1.3527,1.3458,,1.2425,4,msc_C8,4,msc_C8
worst,2048,fp16,262144,1,32.029,29.911,43.938,35.419,24.794,21.786,14.686,13.788,19.45,17.699,24.521,21.592,97.421,83.899,54.424,48.732,32.057,29.833,19.515,17.714,17.741,15.109,21.265,19.469,,,0.729,1.2918,2.1809,1.6467,1.3062,0.3288,0.5885,0.9991,1.6413,1.8054,,1.5062,4,msc_C8,4,msc_C8
worst,2048,fp16,524288,1,51.928,49.646,61.631,56.824,32.788,26.215,14.979,14.111,26.161,23.966,29.335,26.286,176.367,151.926,62.827,56.862,52.125,49.863,26.137,23.962,29.635,26.634,28.09,26.268,,,0.8426,1.5838,3.4667,1.9849,1.7702,0.2944,0.8265,0.9962,1.9868,1.7523,,1.8486,4,msc_C8,4,msc_C8
worst,2048,fp16,1048576,1,91.136,87.922,102.093,97.073,38.914,32.915,15.726,14.478,36.503,33.764,39.643,33.026,335.705,288.971,81.12,72.477,91.532,88.443,36.581,33.756,23.52,19.753,39.859,37.627,,,0.8927,2.342,5.7952,2.4967,2.2989,0.2715,1.1235,0.9957,2.4913,3.8748,,2.2865,4,msc_C8,4,msc_C8
worst,2048,fp32,8192,1,15.738,14.372,15.906,14.289,16.376,14.341,8.155,7.428,15.858,14.362,15.909,14.252,16.598,14.912,24.309,21.347,10.256,8.917,16.109,14.455,12.202,10.944,14.625,13.318,,,0.9894,0.961,1.9299,0.9924,0.9893,0.9482,0.6474,1.5345,0.977,1.2898,,1.0761,1,ms_1cta,1,ms_1cta
worst,2048,fp32,16384,1,13.701,12.243,16.694,15.195,16.622,15.188,12.669,11.878,13.76,12.248,16.607,15.04,20.698,18.073,27.253,24.536,11.529,10.026,13.74,12.237,14.982,13.725,13.488,12.243,,,0.8207,0.8243,1.0815,0.9957,0.825,0.6619,0.5027,1.1884,0.9972,0.9145,,1.0158,1,ms_1cta,1,ms_1cta
worst,2048,fp32,32768,1,15.061,13.277,17.917,16.009,17.771,16.021,19.758,19.011,15.025,13.266,17.664,15.906,29.288,25.043,41.438,37.979,13.577,11.734,14.764,13.222,18.739,17.309,17.069,15.434,,,0.8406,0.8475,0.7623,1.0024,0.8526,0.5142,0.3635,1.1093,1.0201,0.8037,,0.8824,1,ms_1cta,1,ms_1cta
worst,2048,fp32,65536,1,19.912,18.193,23.158,21.115,22.171,20.376,19.418,18.86,18.379,16.547,21.896,20.171,47.711,38.785,45.008,40.731,16.839,14.927,18.467,16.557,15.901,14.026,19.695,18.174,,,0.8598,0.8981,1.0254,1.0834,0.9094,0.4173,0.4424,1.1825,1.0782,1.2522,,1.011,4,msc_C4,4,msc_C4
worst,2048,fp32,131072,1,22.674,20.224,28.784,26.881,25.262,22.578,20.24,19.323,16.493,15.08,24.04,22.38,76.597,59.722,47.943,43.241,21.272,18.833,16.506,15.131,16.923,15.085,19.178,17.772,,,0.7877,0.8976,1.1203,1.3748,0.9432,0.296,0.4729,1.0659,1.3737,1.3398,,1.1823,4,msc_C4,4,msc_C4
worst,2048,fp32,262144,1,34.435,31.283,39.181,37.205,27.23,24.311,19.77,19.01,21.102,19.54,25.919,24.266,132.202,100.498,54.512,48.916,31.532,28.359,21.168,19.508,17.476,15.631,23.355,21.957,,,0.8789,1.2646,1.7418,1.6318,1.3286,0.2605,0.6317,1.0921,1.6267,1.9704,,1.4744,4,msc_C8,4,msc_C8
worst,2048,fp32,524288,1,53.277,48.368,60.141,57.93,31.584,29.064,19.922,18.983,25.645,23.361,31.678,29.051,249.244,182.928,70.878,61.026,62.532,57.696,25.645,23.253,31.071,28.535,28.26,26.454,,,0.8859,1.6868,2.6743,2.0775,1.6818,0.2138,0.7517,0.852,2.0775,1.7147,,1.8852,4,msc_C8,4,msc_C8
worst,2048,fp32,1048576,1,94.331,86.209,104.435,101.983,42.68,39.901,21.358,19.792,36.795,33.444,42.312,39.989,473.561,341.206,97.104,79.969,113.089,105.275,36.811,33.393,27.932,25.567,42.1,39.279,,,0.9033,2.2102,4.4167,2.5637,2.2294,0.1992,0.9714,0.8341,2.5626,3.3772,,2.2406,4,msc_C8,4,msc_C8
