model,isl,dtype,BS,N,hit,gvr_base,gvr_pr,op26_r0auto,radix_cutedsl,sglang_v2,flashinfer_topk
v32,8k,bf16,4,8207,0.84130859375,10.7136,12.8544,10.6368,7.49605,,10.121649999999999
v32,8k,bf16,8,8207,0.84130859375,10.7568,12.8656,10.704,7.6592,,10.265649999999999
v32,8k,bf16,16,8207,0.84130859375,10.9136,13.051200000000001,10.8672,8.08,,12.921700000000001
v32,8k,bf16,32,8207,0.84130859375,11.251149999999999,13.3856,11.1696,8.192,,13.37765
v32,8k,bf16,64,8207,0.84130859375,11.414399999999999,13.526399999999999,11.36475,8.361600000000001,,13.6225
v32,8k,bf16,128,8207,0.84130859375,12.0048,14.032,11.9984,8.65285,,13.65125
v32,8k,bf16,256,8207,0.84130859375,14.6176,17.6304,14.616,15.0193,,16.19685
v32,8k,bf16,512,8207,0.84130859375,25.070400000000003,30.867150000000002,25.043200000000002,27.5873,,29.40485
v32,8k,bf16,1024,8207,0.84130859375,38.88795,48.0816,38.60315,46.435300000000005,,49.011300000000006
v32,8k,fp16,1,8207,0.841796875,15.1774,12.787049999999999,15.0046,7.4,,9.0896
v32,8k,fp16,2,8207,0.841796875,14.9534,12.563049999999999,15.00935,7.8911999999999995,,9.295950000000001
v32,8k,fp16,4,8207,0.841796875,15.15335,12.724549999999999,15.04625,8.0528,,9.272
v32,8k,fp16,8,8207,0.841796875,15.1934,12.7566,15.175799999999999,8.05115,,9.58715
v32,8k,fp16,16,8207,0.841796875,15.07655,12.7134,15.038200000000002,8.0176,,12.204799999999999
v32,8k,fp16,32,8207,0.841796875,15.21735,12.77585,15.1806,8.0208,,12.72795
v32,8k,fp16,64,8207,0.841796875,15.5598,13.1326,15.5182,8.2,,12.60635
v32,8k,fp16,128,8207,0.841796875,15.86375,13.410950000000001,15.71805,8.49115,,12.9152
v32,8k,fp16,256,8207,0.841796875,20.0957,16.8622,18.7245,14.8096,,13.9584
v32,8k,fp16,512,8207,0.841796875,35.13545,29.757900000000003,32.645900000000005,27.3552,,24.777549999999998
v32,8k,fp16,1024,8207,0.841796875,55.02325,45.786550000000005,50.8233,46.144,,41.4251
v32,8k,fp32,1,8207,0.841796875,14.0654,12.9598,11.3871,10.096,7.96955,12.71355
v32,8k,fp32,2,8207,0.841796875,14.25595,13.100700000000002,11.5375,10.187149999999999,8.0368,12.814350000000001
v32,8k,fp32,4,8207,0.841796875,14.0861,12.87665,11.51985,10.288,7.9808,12.9535
v32,8k,fp32,8,8207,0.841796875,14.057549999999999,12.8719,11.489450000000001,10.29115,7.993600000000001,13.0976
v32,8k,fp32,16,8207,0.841796875,14.5023,13.385549999999999,11.832,10.3264,7.82875,16.45745
v32,8k,fp32,32,8207,0.841796875,14.6749,13.5182,11.892700000000001,10.4544,7.92955,17.017599999999998
v32,8k,fp32,64,8207,0.841796875,15.0927,13.883,12.29905,10.651200000000001,8.1168,16.9295
v32,8k,fp32,128,8207,0.841796875,15.70715,14.603200000000001,13.0063,11.14395,8.60155,16.969549999999998
v32,8k,fp32,256,8207,0.841796875,19.7533,18.3358,16.8078,19.86555,12.2768,18.632
v32,8k,fp32,512,8207,0.841796875,35.9628,34.015699999999995,29.178900000000002,37.191849999999995,21.168,33.479949999999995
v32,8k,fp32,1024,8207,0.841796875,63.35615,60.01215,46.4972,63.307199999999995,35.6079,56.9935
