model,isl,N,K,L,BS,hit,compB_us,compB_span,gvr_pr_us,gvr_pr_span,sgl_us,radix_us,fi_us,sgl_span,radix_span,fi_span,gvr2_ratio,drift,exact_compB
pro,512k,131075,1024,14,512,0.7803,4394.5317,4524.8315,263.3328,263.3328,108.6744,361.5786,154.7835,109.6216,361.5786,154.7835,1.001,2.2789,True
pro,512k,131075,1024,14,1024,0.7803,8763.1926,9023.6322,504.3648,504.3648,196.9215,687.6753,270.5346,196.9215,687.6753,270.5346,0.9993,2.4276,True
pro,512k,131075,1024,30,1,0.2305,8.8913,8.8913,17.12,17.12,11.4320,18.9441,14.6898,11.432,18.9441,14.6898,1.0022,1.0402,True
pro,512k,131075,1024,30,2,0.2305,17.6721,17.9249,17.2144,17.2144,11.4865,20.0513,14.7808,11.4865,20.0513,14.7808,0.9971,1.0332,True
pro,512k,131075,1024,30,4,0.2305,35.2113,35.9761,17.5217,17.5217,11.7105,19.5810,15.2145,11.7105,19.581,15.2145,1.0085,1.0377,True
pro,512k,131075,1024,30,8,0.2305,70.2788,72.0724,18.048,18.048,12.0816,21.2161,15.7345,12.0816,21.2161,15.7345,1.0007,1.0044,True
pro,512k,131075,1024,30,16,0.2305,138.8952,142.7464,18.7056,18.7056,14.2225,24.6561,20.8369,14.2225,24.6561,20.8369,1.0013,1.0111,True
pro,512k,131075,1024,30,32,0.2305,275.0577,283.0113,20.2065,20.2065,41.8610,51.6307,22.0209,24.3633,51.6307,22.0209,0.9983,1.0262,True
pro,512k,131075,1024,30,64,0.2305,548.5391,564.6832,37.9906,37.9906,35.0849,83.3237,27.7585,37.3489,83.3237,27.7585,1.0014,1.5058,True
pro,512k,131075,1024,30,128,0.2305,1098.8189,1131.3918,73.9876,73.9876,39.7427,101.3959,44.3394,42.2019,101.3959,44.3394,0.9999,2.1978,True
pro,512k,131075,1024,30,256,0.2305,2200.0332,2265.427,142.5575,142.5575,61.7219,196.9468,82.6885,64.5924,196.9468,82.6885,1.0027,2.1442,True
pro,512k,131075,1024,30,512,0.2305,4372.674,4503.7434,273.7183,273.7183,108.4134,356.1653,144.6473,110.9911,356.1653,144.6473,0.9965,2.325,True
pro,512k,131075,1024,30,1024,0.2305,8710.0595,8972.4559,523.5629,523.5629,197.0972,677.1864,253.0016,197.0972,677.1864,253.0016,0.9991,2.4704,True
pro,512k,131075,1024,46,1,0.6641,9.0609,9.0609,16.7376,16.7376,12.2849,19.2209,15.4465,12.2849,19.2209,15.4465,0.9948,1.0751,True
pro,512k,131075,1024,46,2,0.6641,17.7122,17.965,16.7216,16.7216,12.3296,20.0896,15.5713,12.3296,20.0896,15.5713,0.9919,1.0454,True
pro,512k,131075,1024,46,4,0.6641,34.9666,35.733,16.9296,16.9296,12.4945,19.5825,15.9250,12.4945,19.5825,15.925,1.0062,1.0428,True
pro,512k,131075,1024,46,8,0.6641,69.5699,71.3427,17.4624,17.4624,12.7744,21.2737,16.4609,12.7744,21.2737,16.4609,0.9991,0.9996,True
pro,512k,131075,1024,46,16,0.6641,137.7078,141.4902,18.0768,18.0768,15.3713,24.9393,22.4881,15.3713,24.9393,22.4881,1.001,1.0127,True
pro,512k,131075,1024,46,32,0.6641,272.4924,280.3532,19.6272,19.6272,46.3041,52.9907,23.4032,25.9649,52.9907,23.4032,1.0014,1.0197,True
pro,512k,131075,1024,46,64,0.6641,542.7577,558.7113,36.7458,36.7458,35.1956,85.1461,31.2833,36.1956,85.1461,31.2833,1.0003,1.498,True
pro,512k,131075,1024,46,128,0.6641,1087.6384,1119.901,71.3893,71.3893,40.1011,102.9031,50.2978,41.4819,102.9031,50.2978,0.9981,2.1916,True
pro,512k,131075,1024,46,256,0.6641,2178.1347,2242.866,137.4711,137.4711,61.6243,199.9547,91.2038,63.2403,199.9547,91.2038,1.0028,2.0865,True
pro,512k,131075,1024,46,512,0.6641,4334.2623,4464.0216,262.4588,262.4588,108.3254,362.3348,158.8938,109.6822,362.3348,158.8938,1.002,2.246,True
pro,512k,131075,1024,46,1024,0.6641,8631.8299,8891.7016,504.3015,504.3015,197.2171,688.4344,278.8943,197.2171,688.4344,278.8943,0.9993,2.4045,True
pro,64k,16387,1024,14,1,0.6064,8.5216,8.5216,12.7152,12.7152,9.2977,20.1665,12.4160,9.2977,20.1665,12.416,1.0052,1.0913,True
pro,64k,16387,1024,14,2,0.6064,17.056,17.3104,12.4113,12.4113,9.0928,20.6513,12.4240,9.0928,20.6513,12.424,1.0086,1.0719,True
pro,64k,16387,1024,14,4,0.6064,33.9984,34.7728,12.536,12.536,8.9985,20.4802,12.4177,8.9985,20.4802,12.4177,1.011,1.0835,True
pro,64k,16387,1024,14,8,0.6064,68.0801,69.8625,12.768,12.768,9.1793,20.7233,12.5152,9.1793,20.7233,12.5152,0.977,1.1007,True
pro,64k,16387,1024,14,16,0.6064,134.6673,138.493,12.5472,12.5472,9.1858,20.9329,15.6496,9.1858,20.9329,15.6496,1.002,1.062,True
pro,64k,16387,1024,14,32,0.6064,267.5667,275.4659,12.6912,12.6912,9.3040,21.2625,16.4945,9.304,21.2625,16.4945,1.0087,1.0503,True
pro,64k,16387,1024,14,64,0.6064,534.1206,550.239,13.1952,13.1952,9.6256,13.8017,15.6513,9.6256,13.8017,15.6513,0.9951,1.0504,True
pro,64k,16387,1024,14,128,0.6064,1065.9439,1098.3919,13.9184,13.9184,10.2674,14.4961,18.8673,10.2674,14.4961,18.8673,1.0006,1.0303,True
pro,64k,16387,1024,14,256,0.6064,2130.1581,2195.3215,25.4384,25.4384,13.6480,26.2065,21.3984,13.648,26.2065,21.3984,1.002,1.4911,True
pro,64k,16387,1024,14,512,0.6064,4259.153,4389.6237,48.0241,48.0241,24.0098,49.5411,38.5778,24.0098,49.5411,38.5778,1.0034,1.5277,True
pro,64k,16387,1024,14,1024,0.6064,8527.1466,8788.4956,85.0209,85.0209,40.7811,86.4453,65.9059,40.7811,86.4453,65.9059,1.0008,1.4882,True
pro,64k,16387,1024,30,1,0.3125,8.7553,8.7553,11.7857,11.7857,9.1409,20.5697,12.6113,9.1409,20.5697,12.6113,0.9993,1.1242,True
pro,64k,16387,1024,30,2,0.3125,17.5025,17.7569,11.4497,11.4497,9.0113,20.5329,12.5616,9.0113,20.5329,12.5616,1.0166,1.0895,True
pro,64k,16387,1024,30,4,0.3125,34.9057,35.6848,11.5552,11.5552,8.7393,20.5329,12.5553,8.7393,20.5329,12.5553,1.01,1.0839,True
pro,64k,16387,1024,30,8,0.3125,69.7681,71.5521,11.6352,11.6352,8.9008,20.8433,12.7650,8.9008,20.8433,12.765,0.9911,1.0977,True
pro,64k,16387,1024,30,16,0.3125,138.2467,142.0659,11.6144,11.6144,8.9120,20.8705,15.9952,8.912,20.8705,15.9952,1.0014,1.0773,True
pro,64k,16387,1024,30,32,0.3125,274.9015,282.9959,11.8752,11.8752,9.1184,21.3553,16.5505,9.1184,21.3553,16.5505,1.0051,1.0732,True
pro,64k,16387,1024,30,64,0.3125,548.1491,564.2692,12.2945,12.2945,9.5953,13.8288,16.3457,9.5953,13.8288,16.3457,0.9986,1.0647,True
pro,64k,16387,1024,30,128,0.3125,1094.6954,1127.1083,13.072,13.072,10.1873,14.6960,19.5217,10.1873,14.696,19.5217,1.0011,1.056,True
pro,64k,16387,1024,30,256,0.3125,2187.0324,2251.9718,23.9536,23.9536,13.6464,26.4897,24.9521,13.6464,26.4897,24.9521,0.9941,1.5601,True
pro,64k,16387,1024,30,512,0.3125,4373.07,4503.1695,44.7889,44.7889,24.1008,50.1970,45.0145,24.1008,50.197,45.0145,1.002,1.6023,True
pro,64k,16387,1024,30,1024,0.3125,8753.5512,9013.9469,79.5426,79.5426,40.7169,87.3956,76.2324,40.7169,87.3956,76.2324,0.9995,1.5559,True
pro,64k,16387,1024,46,1,0.5186,8.2032,8.2032,12.496,12.496,8.6544,17.5617,11.9456,8.6544,17.5617,11.9456,0.9972,1.0205,True
pro,64k,16387,1024,46,2,0.5186,16.3072,16.5616,12.4144,12.4144,8.7296,17.6705,11.9856,8.7296,17.6705,11.9856,0.9814,1.0102,True
pro,64k,16387,1024,46,4,0.5186,32.6002,33.365,12.261,12.261,8.9152,19.5105,12.4177,8.9152,19.5105,12.4177,1.014,0.986,True
pro,64k,16387,1024,46,8,0.5186,65.2691,67.0499,12.3665,12.3665,8.7456,20.6098,12.5457,8.7456,20.6098,12.5457,1.0179,0.9983,True
pro,64k,16387,1024,46,16,0.5186,129.5222,133.3543,12.8032,12.8032,9.0243,20.9841,15.2338,9.0243,20.9841,15.2338,1.0034,1.023,True
pro,64k,16387,1024,46,32,0.5186,258.2044,266.1436,13.0176,13.0176,9.3536,21.3362,16.0689,9.3536,21.3362,16.0689,1.0095,1.0179,True
pro,64k,16387,1024,46,64,0.5186,514.6712,530.7608,13.4817,13.4817,9.7264,13.7664,15.8833,9.7264,13.7664,15.8833,1.0033,1.0273,True
pro,64k,16387,1024,46,128,0.5186,1028.3023,1060.7376,14.3024,14.3024,10.3745,14.5313,18.0705,10.3745,14.5313,18.0705,1.0006,1.0264,True
pro,64k,16387,1024,46,256,0.5186,2057.3355,2122.48,26.2593,26.2593,13.7698,26.2960,19.5377,13.7698,26.296,19.5377,0.9974,1.4818,True
pro,64k,16387,1024,46,512,0.5186,4114.254,4244.8528,49.5378,49.5378,24.4385,49.8275,35.0339,24.4385,49.8275,35.0339,1.0017,1.5171,True
pro,64k,16387,1024,46,1024,0.5186,8229.7666,8491.1038,87.7733,87.7733,41.1570,86.7669,59.5091,41.157,86.7669,59.5091,1.0,1.4906,True
pro,8k,2051,1024,14,1,0.8301,4.6,4.6,10.0368,10.0368,5.1744,6.4449,7.5136,5.1744,6.4449,7.5136,0.9981,1.1778,True
pro,8k,2051,1024,14,2,0.8301,9.3088,9.5632,9.4432,9.4432,5.2320,6.4080,7.5904,5.232,6.408,7.5904,1.0152,1.1342,True
pro,8k,2051,1024,14,4,0.8301,18.5312,19.296,9.4655,9.4655,5.0161,6.4112,7.6528,5.0161,6.4112,7.6528,1.0019,1.1318,True
pro,8k,2051,1024,14,8,0.8301,36.9216,38.7296,9.4736,9.4736,4.9537,6.4656,7.6369,4.9537,6.4656,7.6369,1.0162,1.1426,True
pro,8k,2051,1024,14,16,0.8301,72.7999,76.6335,9.6608,9.6608,4.9328,6.4032,7.8304,4.9328,6.4032,7.8304,0.9972,1.1234,True
pro,8k,2051,1024,14,32,0.8301,144.8143,152.7231,9.6272,9.6272,4.9712,6.6080,7.8176,4.9712,6.608,7.8176,1.0073,1.1145,True
pro,8k,2051,1024,14,64,0.8301,288.752,304.9023,9.8144,9.8144,5.0384,6.7760,8.0049,5.0384,6.776,8.0049,1.001,1.1157,True
pro,8k,2051,1024,14,128,0.8301,576.603,609.227,10.1056,10.1056,5.2688,7.1264,8.1217,5.2688,7.1264,8.1217,1.0044,1.1015,True
pro,8k,2051,1024,14,256,0.8301,1152.7341,1217.8894,18.5536,18.5536,6.4289,12.2896,10.2081,6.4289,12.2896,10.2081,0.9965,1.7937,True
pro,8k,2051,1024,14,512,0.8301,2304.23,2434.326,34.888,34.888,10.9296,22.2961,18.4256,10.9296,22.2961,18.4256,1.0001,1.8322,True
pro,8k,2051,1024,14,1024,0.8301,4603.9558,5022.2613,61.7024,61.7024,18.3121,38.1729,32.2962,18.3121,38.1729,32.2962,0.9964,1.7718,True
pro,8k,2051,1024,30,1,0.4609,4.1712,4.1712,9.9264,9.9264,4.4544,5.9809,7.0784,4.4544,5.9809,7.0784,1.0016,1.1075,True
pro,8k,2051,1024,30,2,0.4609,8.2864,8.5456,9.9584,9.9584,4.4224,6.0976,7.1616,4.4224,6.0976,7.1616,0.9843,1.0956,True
pro,8k,2051,1024,30,4,0.4609,16.4992,17.2656,9.9168,9.9168,4.3296,6.1152,7.1489,4.3296,6.1152,7.1489,1.0003,1.0826,True
pro,8k,2051,1024,30,8,0.4609,32.8848,34.6752,9.9712,9.9712,4.3408,6.1328,7.3777,4.3408,6.1328,7.3777,0.9753,1.0899,True
pro,8k,2051,1024,30,16,0.4609,64.408,68.264,9.9232,9.9232,4.8368,6.4752,7.6161,4.8368,6.4752,7.6161,0.9952,1.0782,True
pro,8k,2051,1024,30,32,0.4609,128.1536,139.1136,10.1072,10.1072,4.8352,6.6273,7.6016,4.8352,6.6273,7.6016,0.9946,1.0965,True
pro,8k,2051,1024,30,64,0.4609,254.3104,270.4816,10.24,10.24,4.8816,6.7713,7.7424,4.8816,6.7713,7.7424,0.9942,1.0742,True
pro,8k,2051,1024,30,128,0.4609,507.168,539.7904,10.4336,10.4336,5.0880,7.1649,7.8912,5.088,7.1649,7.8912,1.0069,1.0825,True
pro,8k,2051,1024,30,256,0.4609,1014.3329,1079.8336,19.2304,19.2304,6.2160,12.3041,9.7569,6.216,12.3041,9.7569,1.0021,1.7334,True
pro,8k,2051,1024,30,512,0.4609,2027.704,2177.5392,36.4272,36.4272,10.5457,22.6593,17.4768,10.5457,22.6593,17.4768,0.9972,1.7681,True
pro,8k,2051,1024,30,1024,0.4609,4051.5104,4313.8639,64.0816,64.0816,17.7664,38.1490,31.0370,17.7664,38.149,31.037,0.9996,1.7284,True
pro,8k,2051,1024,46,1,0.6113,4.0128,4.0128,10.656,10.656,5.1744,6.5216,7.4384,5.1744,6.5216,7.4384,1.0009,1.1589,True
pro,8k,2051,1024,46,2,0.6113,8.2512,8.5104,10.0592,10.0592,5.2432,6.5552,7.4001,5.2432,6.5552,7.4001,1.0131,1.0847,True
pro,8k,2051,1024,46,4,0.6113,16.3408,17.2624,10.0144,10.0144,5.2992,6.6801,7.5264,5.2992,6.6801,7.5264,1.0005,1.0706,True
pro,8k,2051,1024,46,8,0.6113,32.6144,34.4128,10.0272,10.0272,5.1840,6.6688,7.5361,5.184,6.6688,7.5361,1.0275,1.097,True
pro,8k,2051,1024,46,16,0.6113,64.448,68.264,10.2576,10.2576,4.8784,6.6032,7.6641,4.8784,6.6032,7.6641,0.9952,1.1092,True
pro,8k,2051,1024,46,32,0.6113,127.7136,135.6304,10.0704,10.0704,4.9936,6.6896,7.7632,4.9936,6.6896,7.7632,1.0138,1.0876,True
pro,8k,2051,1024,46,64,0.6113,253.8735,269.9775,10.2576,10.2576,4.9920,6.8064,7.8208,4.992,6.8064,7.8208,1.0016,1.0916,True
pro,8k,2051,1024,46,128,0.6113,506.888,539.3504,10.4208,10.4208,5.2289,7.2560,7.9856,5.2289,7.256,7.9856,1.0075,1.0792,True
pro,8k,2051,1024,46,256,0.6113,1014.4236,1079.5724,19.2816,19.2816,6.3360,12.3600,9.9216,6.336,12.36,9.9216,0.996,1.7455,True
pro,8k,2051,1024,46,512,0.6113,2028.4778,2159.0986,36.2384,36.2384,10.7649,22.4528,17.8434,10.7649,22.4528,17.8434,1.0009,1.7757,True
pro,8k,2051,1024,46,1024,0.6113,4054.8054,4316.4675,64.1904,64.1904,18.2416,38.4913,31.5489,18.2416,38.4913,31.5489,0.9981,1.731,True
v32,128k,131087,2048,14,1,0.9043,11.2865,11.2865,20.5024,20.5024,15.0194,18.6322,18.6978,15.0194,18.6322,18.6978,1.0006,1.0107,True
v32,128k,131087,2048,14,2,0.9043,22.6146,22.8722,20.2977,20.2977,15.0754,20.0625,18.8514,15.0754,20.0625,18.8514,1.0002,0.9796,True
v32,128k,131087,2048,14,4,0.9043,45.0949,45.8614,20.7776,20.7776,15.2689,19.2324,19.3154,15.2689,19.2324,19.3154,0.9936,0.987,True
v32,128k,131087,2048,14,8,0.9043,90.0619,91.8443,21.1444,21.1444,15.6065,20.6993,19.8721,15.6065,20.6993,19.8721,0.9946,0.931,True
v32,128k,131087,2048,14,16,0.9043,177.7508,181.5764,21.7539,21.7539,17.5810,24.6466,26.7762,17.581,24.6466,26.7762,0.9957,0.9341,True
v32,128k,131087,2048,14,32,0.9043,353.5752,361.4472,23.293,23.293,57.8563,52.9734,28.7874,31.5586,52.9734,28.7874,1.0,0.9543,True
v32,128k,131087,2048,14,64,0.9043,705.9949,721.9807,44.1749,44.1749,36.2194,85.1159,40.9252,37.8915,85.1159,40.9252,1.0012,1.5928,True
v32,128k,131087,2048,14,128,0.9043,1413.3614,1445.7343,84.8186,84.8186,42.3396,104.4890,71.1991,43.4468,104.489,71.1991,1.0029,2.3936,True
v32,128k,131087,2048,14,256,0.9043,2824.7121,2889.5291,163.4401,163.4401,65.4245,204.8177,143.3308,67.1094,204.8177,143.3308,1.0003,2.3835,True
v32,128k,131087,2048,14,512,0.9043,5629.8374,5759.9351,316.4497,316.4497,115.7258,369.2128,264.4647,116.6602,369.2128,264.4647,0.999,2.6168,True
v32,128k,131087,2048,14,1024,0.9043,11236.7227,11496.8732,619.114,619.114,210.3555,700.5406,485.5594,210.3555,700.5406,485.5594,1.0002,2.8214,True
v32,128k,131087,2048,34,1,0.6196,9.1249,9.1249,18.581,18.581,14.7073,18.5314,19.5266,14.7073,18.5314,19.5266,1.0008,1.0481,True
v32,128k,131087,2048,34,2,0.6196,18.253,18.5154,18.3698,18.3698,14.7777,19.8913,19.6386,14.7777,19.8913,19.6386,1.002,1.0091,True
v32,128k,131087,2048,34,4,0.6196,36.4051,37.1699,18.9218,18.9218,15.0305,19.1201,20.0802,15.0305,19.1201,20.0802,0.9877,1.0092,True
v32,128k,131087,2048,34,8,0.6196,72.7495,74.5479,19.2003,19.2003,15.3088,20.7842,20.6098,15.3088,20.7842,20.6098,1.0005,0.9709,True
v32,128k,131087,2048,34,16,0.6196,143.5887,147.435,19.8929,19.8929,17.4049,24.6802,28.1138,17.4049,24.6802,28.1138,0.9926,0.9749,True
v32,128k,131087,2048,34,32,0.6196,285.3275,293.238,21.341,21.341,55.2212,53.3329,29.8657,31.1699,53.3329,29.8657,1.002,0.9898,True
v32,128k,131087,2048,34,64,0.6196,569.3894,585.5433,40.2356,40.2356,36.6131,85.6007,44.0579,39.2434,85.6007,44.0579,1.0015,1.5656,True
v32,128k,131087,2048,34,128,0.6196,1139.7968,1173.0819,77.2024,77.2024,42.3859,104.3289,86.3750,45.3588,104.3289,86.375,1.0038,2.2382,True
v32,128k,131087,2048,34,256,0.6196,2278.6382,2343.802,148.3839,148.3839,65.3154,204.4382,169.2028,68.3186,204.4382,169.2028,1.0,2.1998,True
v32,128k,131087,2048,34,512,0.6196,4537.1959,4667.7332,286.2188,286.2188,115.6425,369.8842,318.3687,118.3577,369.8842,318.3687,0.9992,2.3919,True
v32,128k,131087,2048,34,1024,0.6196,9051.5658,9312.737,559.4854,559.4854,210.8849,700.1652,586.1788,210.8849,700.1652,586.1788,0.9995,2.5987,True
v32,128k,131087,2048,54,1,0.9302,9.1424,9.1424,19.8703,19.8703,15.2016,18.3185,15.5698,15.2016,18.3185,15.5698,1.0038,1.0164,True
v32,128k,131087,2048,54,2,0.9302,18.2782,18.5311,19.6383,19.6383,15.2705,19.9441,15.7345,15.2705,19.9441,15.7345,1.0018,0.9848,True
v32,128k,131087,2048,54,4,0.9302,36.4894,37.2527,20.0015,20.0015,15.3649,19.1745,16.0913,15.3649,19.1745,16.0913,0.9938,0.9961,True
v32,128k,131087,2048,54,8,0.9302,72.9053,74.6749,20.3439,20.3439,15.7825,20.5953,16.6753,15.7825,20.5953,16.6753,0.9966,0.9582,True
v32,128k,131087,2048,54,16,0.9302,143.8394,147.6442,20.9967,20.9967,17.8369,24.4115,22.1986,17.8369,24.4115,22.1986,0.9941,0.9649,True
v32,128k,131087,2048,54,32,0.9302,285.423,293.2886,22.576,22.576,57.7458,52.0804,23.9874,31.8033,52.0804,23.9874,0.9993,0.9819,True
v32,128k,131087,2048,54,64,0.9302,569.0381,584.9724,42.7887,42.7887,36.3186,83.7670,30.5394,37.5827,83.767,30.5394,0.9996,1.5745,True
v32,128k,131087,2048,54,128,0.9302,1139.8841,1172.0616,81.6984,81.6984,42.1557,102.2775,50.4116,43.3717,102.2775,50.4116,1.0042,2.3392,True
v32,128k,131087,2048,54,256,0.9302,2278.5761,2343.168,157.2523,157.2523,65.2309,200.4528,91.0086,66.2837,200.4528,91.0086,1.0005,2.3338,True
v32,128k,131087,2048,54,512,0.9302,4538.2823,4667.7858,303.8773,303.8773,115.3432,361.7403,166.4571,116.5689,361.7403,166.4571,1.0003,2.5521,True
v32,128k,131087,2048,54,1024,0.9302,9380.1088,9639.5152,594.6284,594.6284,210.2575,685.5200,295.0612,210.2575,685.52,295.0612,0.9992,2.7659,True
v32,16k,16399,2048,14,1,0.9019,10.4482,10.4482,14.5617,14.5617,12.0305,19.9985,13.4369,12.0305,19.9985,13.4369,0.9986,1.0625,True
v32,16k,16399,2048,14,2,0.9019,20.7074,20.9634,14.1889,14.1889,12.0865,20.0865,13.3200,12.0865,20.0865,13.32,1.0154,1.0269,True
v32,16k,16399,2048,14,4,0.9019,41.4243,42.1859,14.4497,14.4497,12.0354,20.0962,13.4305,12.0354,20.0962,13.4305,0.9922,1.0445,True
v32,16k,16399,2048,14,8,0.9019,82.903,84.6917,14.3409,14.3409,11.9729,20.0706,13.5297,11.9729,20.0706,13.5297,0.9912,1.0357,True
v32,16k,16399,2048,14,16,0.9019,164.8252,168.6508,14.2417,14.2417,11.9329,20.3249,17.1201,11.9329,20.3249,17.1201,1.0115,1.0154,True
v32,16k,16399,2048,14,32,0.9019,328.8205,336.7326,14.445,14.445,12.1361,20.6513,17.5617,12.1361,20.6513,17.5617,1.0062,1.0051,True
v32,16k,16399,2048,14,64,0.9019,656.5633,672.6577,14.9185,14.9185,12.5409,14.1073,17.6705,12.5409,14.1073,17.6705,0.9998,1.0121,True
v32,16k,16399,2048,14,128,0.9019,1312.4081,1344.9235,15.629,15.629,13.2081,14.9169,22.4562,13.2081,14.9169,22.4562,1.0045,0.9943,True
v32,16k,16399,2048,14,256,0.9019,2622.2337,2687.3927,28.8754,28.8754,16.8704,26.7186,27.3314,16.8704,26.7186,27.3314,0.9974,1.4447,True
v32,16k,16399,2048,14,512,0.9019,5241.4468,5372.0268,55.0243,55.0243,30.6258,50.4819,50.6484,30.6258,50.4819,50.6484,1.001,1.473,True
v32,16k,16399,2048,14,1024,0.9019,10489.7765,10751.1254,97.5111,97.5111,52.2179,88.0005,86.0966,52.2179,88.0005,86.0966,1.0,1.4605,True
v32,16k,16399,2048,34,1,0.5327,10.6433,10.6433,13.792,13.792,11.0656,19.3361,13.4416,11.0656,19.3361,13.4416,0.9972,1.0342,True
v32,16k,16399,2048,34,2,0.5327,20.9954,21.2514,13.3616,13.3616,11.0449,19.1425,13.2385,11.0449,19.1425,13.2385,1.0228,1.0017,True
v32,16k,16399,2048,34,4,0.5327,42.0386,42.7938,13.4577,13.4577,10.8832,19.4178,13.3041,10.8832,19.4178,13.3041,1.0077,1.0113,True
v32,16k,16399,2048,34,8,0.5327,84.0854,85.8806,13.4994,13.4994,10.9233,19.4145,13.4993,10.9233,19.4145,13.4993,1.0073,1.0023,True
v32,16k,16399,2048,34,16,0.5327,167.1005,170.9116,13.5777,13.5777,11.0689,20.0417,16.9377,11.0689,20.0417,16.9377,1.0099,1.0009,True
v32,16k,16399,2048,34,32,0.5327,333.9255,341.812,13.8129,13.8129,11.1697,20.3425,17.6082,11.1697,20.3425,17.6082,1.0079,0.992,True
v32,16k,16399,2048,34,64,0.5327,665.7103,681.7264,14.3298,14.3298,11.5952,14.0400,17.9680,11.5952,14.04,17.968,1.0008,0.9996,True
v32,16k,16399,2048,34,128,0.5327,1330.9791,1363.2689,15.1985,15.1985,12.3250,14.8080,22.5488,12.325,14.808,22.5488,1.0094,0.9884,True
v32,16k,16399,2048,34,256,0.5327,2660.0302,2724.9297,28.245,28.245,16.7057,26.6852,27.8338,16.7057,26.6852,27.8338,1.0024,1.3858,True
v32,16k,16399,2048,34,512,0.5327,5319.4248,5449.4324,53.9795,53.9795,30.0914,50.5475,52.4979,30.0914,50.5475,52.4979,1.0039,1.4312,True
v32,16k,16399,2048,34,1024,0.5327,10642.4118,10903.1627,95.4375,95.4375,50.5123,88.0438,89.7093,50.5123,88.0438,89.7093,1.0011,1.3904,True
v32,16k,16399,2048,54,1,0.6763,9.488,9.488,13.925,13.925,11.4240,16.2321,12.8658,11.424,16.2321,12.8658,1.0015,0.9524,True
v32,16k,16399,2048,54,2,0.6763,19.2529,19.5089,14.0081,14.0081,10.9488,16.1938,13.0513,10.9488,16.1938,13.0513,0.9895,0.9611,True
v32,16k,16399,2048,54,4,0.6763,38.4676,39.234,14.0672,14.0672,11.0290,18.9442,13.4080,11.029,18.9442,13.408,1.0027,0.9575,True
v32,16k,16399,2048,54,8,0.6763,76.5767,78.3654,14.0674,14.0674,11.1313,19.5938,13.4945,11.1313,19.5938,13.4945,1.0232,0.9616,True
v32,16k,16399,2048,54,16,0.6763,151.8045,155.6365,14.6049,14.6049,11.4497,19.9634,17.0097,11.4497,19.9634,17.0097,1.0026,0.99,True
v32,16k,16399,2048,54,32,0.6763,302.5756,310.486,14.896,14.896,11.7201,20.4563,17.5890,11.7201,20.4563,17.589,1.0114,1.002,True
v32,16k,16399,2048,54,64,0.6763,603.268,619.3593,15.3553,15.3553,12.0609,13.7378,17.4417,12.0609,13.7378,17.4417,0.9974,1.0023,True
v32,16k,16399,2048,54,128,0.6763,1205.1136,1237.5442,16.1442,16.1442,12.8161,14.5282,22.0275,12.8161,14.5282,22.0275,1.0049,1.0056,True
v32,16k,16399,2048,54,256,0.6763,2408.8832,2474.402,29.9523,29.9523,16.2481,26.1936,26.8618,16.2481,26.1936,26.8618,1.0013,1.4571,True
v32,16k,16399,2048,54,512,0.6763,4816.3385,4946.8711,57.3509,57.3509,29.4465,49.5012,49.6099,29.4465,49.5012,49.6099,1.0009,1.4912,True
v32,16k,16399,2048,54,1024,0.6763,9638.4887,9899.7711,101.7194,101.7194,50.5941,86.2039,84.2567,50.5941,86.2039,84.2567,0.9995,1.4608,True
v32,256k,163775,2048,14,1,0.9126,10.5184,10.5184,22.6578,22.6578,16.3168,19.5617,21.7889,16.3168,19.5617,21.7889,1.0022,1.0431,True
v32,256k,163775,2048,14,2,0.9126,20.9874,21.2434,22.3538,22.3538,16.1409,19.9682,21.7810,16.1409,19.9682,21.781,0.9933,1.0207,True
v32,256k,163775,2048,14,4,0.9126,42.2212,42.9732,22.5123,22.5123,16.3585,21.1937,22.1698,16.3585,21.1937,22.1698,0.9997,1.0049,True
v32,256k,163775,2048,14,8,0.9126,84.5864,86.388,23.0275,23.0275,16.6705,24.9922,22.6273,16.6705,24.9922,22.6273,0.9969,0.926,True
v32,256k,163775,2048,14,16,0.9126,167.56,171.3775,23.6147,23.6147,19.0016,31.6162,30.3778,19.0016,31.6162,30.3778,0.9978,0.9281,True
v32,256k,163775,2048,14,32,0.9126,332.827,340.7134,25.5155,25.5155,61.3012,58.7908,32.8306,34.2386,58.7908,32.8306,1.0028,0.9495,True
v32,256k,163775,2048,14,64,0.9126,665.0428,680.9869,48.8133,48.8133,43.0307,89.9639,48.9363,45.4931,89.9639,48.9363,1.0042,1.4851,True
v32,256k,163775,2048,14,128,0.9126,1330.7209,1362.9564,94.953,94.953,55.8499,121.1976,94.0983,58.4916,121.1976,94.0983,1.0001,1.9062,True
v32,256k,163775,2048,14,256,0.9126,2660.2273,2724.8759,182.7825,182.7825,79.2149,235.0068,179.4043,81.8357,235.0068,179.4043,1.008,1.7752,True
v32,256k,163775,2048,14,512,0.9126,5298.7473,5428.4349,351.616,351.616,140.8954,424.5916,337.4694,143.4138,424.5916,337.4694,1.0073,1.8733,True
v32,256k,163775,2048,14,1024,0.9126,10568.9188,10828.6167,681.2318,681.2318,258.2785,805.9238,617.9737,258.2785,805.9238,617.9737,1.0041,1.997,True
v32,256k,163775,2048,34,1,0.8652,10.5345,10.5345,20.4018,20.4018,14.0003,19.9169,16.6034,14.0003,19.9169,16.6034,1.0018,0.946,True
